s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.9500337E+002, 4.3742722E+002,-1.8744124E+002,-7.2652110E+001,-9.2760001E+001,-1.2507252E+000, 4.5168749E-001, 0.0000000E+000, 8.3607946E+001, 8.3774828E+001,-2.0867322E-001, 1.0912145E-002,-6.6794883E-002, 5.2556653E+001
 2.1000151E+002, 4.5181410E+002,-2.0264859E+002,-7.5618818E+001,-1.0051964E+002,-1.2915515E+000,-3.9389920E-001, 0.0000000E+000, 7.1152713E+001, 7.1341604E+001,-1.7314701E-001, 1.1383012E-002,-7.1914366E-002, 2.6636289E+001
 2.2500420E+002, 4.6641499E+002,-2.1656033E+002,-7.9446552E+001,-1.0614106E+002,-1.2907441E+000,-2.5361888E-001, 0.0000000E+000, 6.2397229E+001, 6.2722691E+001,-1.3833881E-001, 1.1751364E-002,-7.8175314E-002, 8.4760360E+000
 2.4000099E+002, 4.8323970E+002,-2.2860686E+002,-8.2853374E+001,-1.1124341E+002,-1.3002613E+000, 4.0891212E-001, 0.0000000E+000, 5.9428488E+001, 5.9644711E+001,-1.1412665E-001, 1.2119669E-002,-8.4107836E-002, 3.2545455E+001
 2.5500574E+002, 4.9400582E+002,-2.3958513E+002,-8.5123688E+001,-1.1509802E+002,-1.3409823E+000,-6.8309775E-001, 0.0000000E+000, 5.2026748E+001, 5.2174908E+001,-9.9947449E-002, 1.2488018E-002,-8.8380271E-002,-1.0666930E+001
 2.7000107E+002, 5.1359101E+002,-2.5143211E+002,-8.6800344E+001,-1.2005806E+002,-1.3681942E+000, 6.4767201E-001, 0.0000000E+000, 5.4332593E+001, 5.4579975E+001,-8.6542269E-002, 1.2856357E-002,-9.2999892E-002, 2.9022225E+001
 2.8500479E+002, 5.2385537E+002,-2.6038534E+002,-9.0973746E+001,-1.2445295E+002,-1.3775640E+000,-1.0685096E+000, 0.0000000E+000, 4.5376399E+001, 4.5597262E+001,-7.2582676E-002, 1.3224696E-002,-9.8378947E-002,-3.8459539E+001
 3.0000119E+002, 5.4438263E+002,-2.7207470E+002,-9.2893071E+001,-1.2809770E+002,-1.3936517E+000, 1.0876993E+000, 0.0000000E+000, 5.0697152E+001, 5.1011209E+001,-5.7993798E-002, 1.3593031E-002,-1.0392483E-001, 2.7819490E+001
 3.1500690E+002, 5.4991490E+002,-2.8336099E+002,-9.4180012E+001,-1.3281343E+002,-1.4164990E+000,-1.0370995E+000, 0.0000000E+000, 3.6894818E+001, 3.7106878E+001,-3.5330841E-002, 1.3905138E-002,-1.0814905E-001,-3.8713255E+001
 3.3000156E+002, 5.6602175E+002,-2.9267682E+002,-9.5178986E+001,-1.3583811E+002,-1.3981674E+000, 9.5765522E-001, 0.0000000E+000, 4.1594563E+001, 4.1887327E+001,-2.1147348E-002, 1.4125218E-002,-1.1304284E-001, 1.9613791E+001
 3.4500513E+002, 5.7362882E+002,-3.0202608E+002,-9.7465357E+001,-1.3898058E+002,-1.4586579E+000, 4.0667574E-001, 0.0000000E+000, 3.4050234E+001, 3.4104824E+001, 6.4652642E-004, 1.4343977E-002,-1.1817615E-001, 4.5497035E+001
 3.6000153E+002, 5.7819072E+002,-3.0671493E+002,-9.9412849E+001,-1.3862966E+002,-1.4276294E+000,-3.2438083E-001, 0.0000000E+000, 3.1577192E+001, 3.1681268E+001, 5.5613462E-003, 1.4562742E-002,-1.2361625E-001, 2.4869145E+001
 3.7500595E+002, 5.8946605E+002,-3.1607609E+002,-1.0055190E+002,-1.4267096E+002,-1.4396677E+000, 2.4415074E-001, 0.0000000E+000, 2.8695071E+001, 2.8971592E+001, 2.6338716E-002, 1.4781521E-002,-1.2797826E-001, 3.8518063E+001
 3.9001013E+002, 5.9448957E+002,-3.2374897E+002,-1.0211494E+002,-1.4521728E+002,-1.4455976E+000,-7.4988433E-001, 0.0000000E+000, 2.1017110E+001, 2.1212884E+001, 4.3709058E-002, 1.5000344E-002,-1.3377213E-001,-9.2931262E+000
 4.0500885E+002, 6.0956787E+002,-3.3091456E+002,-1.0370069E+002,-1.4689805E+002,-1.4039914E+000, 8.7099666E-001, 0.0000000E+000, 2.7056215E+001, 2.7521578E+001, 5.0879088E-002, 1.5219131E-002,-1.3840901E-001, 4.2305853E+001
 4.2000781E+002, 6.1266393E+002,-3.3817631E+002,-1.0592913E+002,-1.4871833E+002,-1.4624532E+000,-1.3022115E+000, 0.0000000E+000, 1.6985358E+001, 1.7075492E+001, 6.0276852E-002, 1.5364795E-002,-1.4391751E-001,-3.9284084E+001
 4.3500427E+002, 6.1060021E+002,-3.4142801E+002,-1.0511834E+002,-1.4965879E+002,-1.4729069E+000, 4.6668843E-001, 0.0000000E+000, 1.3205541E+001, 1.3388845E+001, 9.6387140E-002, 1.5273650E-002,-1.4731541E-001,-1.0543758E+001
 4.5000223E+002, 6.0536612E+002,-3.4043316E+002,-1.0471870E+002,-1.4865414E+002,-1.4572278E+000,-1.0429526E-001, 0.0000000E+000, 9.6563164E+000, 9.9985971E+000, 1.0381515E-001, 1.5164381E-002,-1.4937742E-001,-1.8496794E+001
 4.6500470E+002, 6.0018167E+002,-3.3938996E+002,-1.0378133E+002,-1.4703063E+002,-1.4220891E+000, 5.5583476E-001, 0.0000000E+000, 8.7302912E+000, 9.1134928E+000, 1.1691713E-001, 1.5055097E-002,-1.5276329E-001, 1.3953743E+001
 4.8000714E+002, 5.9333577E+002,-3.3794407E+002,-1.0462683E+002,-1.4772749E+002,-1.3725980E+000,-9.7726716E-001, 0.0000000E+000, 4.9858812E-001, 6.8751084E-001, 1.2845859E-001, 1.4945786E-002,-1.5543797E-001,-4.8223915E+001
 4.9500134E+002, 5.9600836E+002,-3.3710619E+002,-1.0507717E+002,-1.4554776E+002,-1.3902794E+000, 6.8018288E-001, 0.0000000E+000, 7.3219005E+000, 7.5671462E+000, 1.3051927E-001, 1.4836509E-002,-1.6049796E-001,-6.6521336E+000
 5.1000192E+002, 5.8379140E+002,-3.3384773E+002,-1.0398372E+002,-1.4561323E+002,-1.4351629E+000,-1.1668340E+000, 0.0000000E+000,-2.4785928E+000,-2.2552770E+000, 1.3985917E-001, 1.4727247E-002,-1.6115233E-001,-8.0857754E+001
 5.2501080E+002, 5.8674288E+002,-3.3087231E+002,-1.0448245E+002,-1.4365300E+002,-1.3923390E+000, 4.6077392E-001, 0.0000000E+000, 6.5271056E+000, 6.8035622E+000, 1.3423833E-001, 1.4617920E-002,-1.6437066E-001,-5.3433245E+001
 5.4000879E+002, 5.7754164E+002,-3.2957226E+002,-1.0307236E+002,-1.4361903E+002,-1.4155104E+000, 2.5318513E-001, 0.0000000E+000,-4.7389550E-002, 1.1566224E-001, 1.5527384E-001, 1.4508611E-002,-1.6597750E-001,-3.8146159E+001
 5.5500427E+002, 5.7510391E+002,-3.2648346E+002,-1.0374556E+002,-1.4163495E+002,-1.3726584E+000, 3.4687472E-001, 0.0000000E+000, 2.0039639E+000, 2.2141556E+000, 1.5120392E-001, 1.4399339E-002,-1.6725082E-001,-1.6959657E+001
 5.7000269E+002, 5.7098476E+002,-3.2542385E+002,-1.0419612E+002,-1.4136483E+002,-1.3697513E+000,-1.2752305E-001, 0.0000000E+000,-1.7095571E+000,-1.4973107E+000, 1.6096835E-001, 1.4290075E-002,-1.7032309E-001,-2.6108278E+001
 5.8500586E+002, 5.6320085E+002,-3.2200409E+002,-1.0488498E+002,-1.3933603E+002,-1.3494427E+000,-8.6688045E-001, 0.0000000E+000,-5.5307100E+000,-5.2405673E+000, 1.6610935E-001, 1.4180780E-002,-1.7378215E-001,-8.1978767E+001
 6.0000647E+002, 5.6524842E+002,-3.1884224E+002,-1.0442492E+002,-1.3721645E+002,-1.3365837E+000, 9.7870849E-001, 0.0000000E+000, 4.1664074E+000, 4.4069266E+000, 1.6016644E-001, 1.4071479E-002,-1.7520849E-001,-2.1441657E+001
 6.1500739E+002, 5.5594241E+002,-3.1613058E+002,-1.0339255E+002,-1.3602984E+002,-1.3357477E+000,-1.7138516E-001, 0.0000000E+000,-1.4134030E+000,-1.1176944E+000, 1.6186394E-001, 1.3962188E-002,-1.7390919E-001,-3.3292608E+001
 6.3000250E+002, 5.5399854E+002,-3.1292614E+002,-1.0355811E+002,-1.3490739E+002,-1.3665717E+000,-2.4715948E-001, 0.0000000E+000, 8.3381176E-001, 9.9316866E-001, 1.5789839E-001, 1.3852913E-002,-1.7708954E-001,-4.8819583E+001
 6.4500464E+002, 5.5093298E+002,-3.1344846E+002,-1.0270373E+002,-1.3541772E+002,-1.3467699E+000,-1.3309329E-001, 0.0000000E+000,-2.3344104E+000,-2.1167930E+000, 1.7043738E-001, 1.3743636E-002,-1.7810677E-001,-5.8129156E+001
 6.6000800E+002, 5.4268949E+002,-3.0861024E+002,-1.0241647E+002,-1.3303855E+002,-1.2711246E+000, 1.5210764E-001, 0.0000000E+000,-2.7229254E+000,-2.4947845E+000, 1.7724973E-001, 1.3634329E-002,-1.8035187E-001,-4.9212664E+001
 6.7500543E+002, 5.3874505E+002,-3.0692500E+002,-1.0251003E+002,-1.3230701E+002,-1.3394256E+000,-5.2929013E-001, 0.0000000E+000,-5.1446154E+000,-4.8657007E+000, 1.7557813E-001, 1.3525039E-002,-1.8041305E-001,-8.3855913E+001
 6.9000458E+002, 5.3891630E+002,-3.0412740E+002,-1.0194397E+002,-1.3187522E+002,-1.3131461E+000, 7.8163163E-001, 0.0000000E+000, 1.6229244E-001, 4.3818479E-001, 1.7752486E-001, 1.3415764E-002,-1.8149472E-001,-3.6521060E+001
 7.0500238E+002, 5.3148329E+002,-3.0113521E+002,-1.0169920E+002,-1.3011732E+002,-1.3489143E+000, 4.0781837E-001, 0.0000000E+000,-2.4870052E+000,-2.4095365E+000, 1.8198852E-001, 1.3306483E-002,-1.8317349E-001,-1.0802546E+001
 7.2000531E+002, 5.2534527E+002,-2.9793015E+002,-1.0204183E+002,-1.2927422E+002,-1.3242613E+000,-4.6982080E-001, 0.0000000E+000,-5.9695197E+000,-5.6950081E+000, 1.8426941E-001, 1.3197194E-002,-1.8435742E-001,-4.1722297E+001
 7.3500031E+002, 5.2130152E+002,-2.9362509E+002,-1.0207392E+002,-1.2778772E+002,-1.2755256E+000,-2.2586833E-001, 0.0000000E+000,-3.9522619E+000,-3.6865983E+000, 1.8015959E-001, 1.3087915E-002,-1.8380945E-001,-5.6745645E+001
 7.5000751E+002, 5.2186482E+002,-2.9332743E+002,-1.0107401E+002,-1.2713853E+002,-1.2906902E+000, 1.5236671E-001, 0.0000000E+000,-1.0815852E+000,-8.1346298E-001, 1.7630753E-001, 1.3090587E-002,-1.8427380E-001,-4.8085148E+001
 7.6500641E+002, 5.2811995E+002,-2.9368472E+002,-1.0209043E+002,-1.2667219E+002,-1.2973056E+000, 6.4160081E-001, 0.0000000E+000, 4.7403529E+000, 5.0168972E+000, 1.6639116E-001, 1.3237501E-002,-1.8690116E-001,-9.0637462E+000
 7.8000470E+002, 5.3582717E+002,-2.9732521E+002,-1.0322583E+002,-1.2821719E+002,-1.3264336E+000,-3.0641486E-001, 0.0000000E+000, 5.2513055E+000, 5.4261000E+000, 1.5505071E-001, 1.3384931E-002,-1.8800859E-001,-2.8964073E+001
 7.9500610E+002, 5.4112694E+002,-2.9967063E+002,-1.0408635E+002,-1.2838387E+002,-1.3250533E+000, 2.9160124E-001, 0.0000000E+000, 7.8295137E+000, 7.9526389E+000, 1.5711148E-001, 1.3532384E-002,-1.9083784E-001,-1.0677378E+001
 8.1000317E+002, 5.4385507E+002,-3.0190507E+002,-1.0532270E+002,-1.2821555E+002,-1.3207720E+000,-4.3992080E-001, 0.0000000E+000, 6.5011482E+000, 6.6510564E+000, 1.5277748E-001, 1.3679822E-002,-1.9126039E-001,-3.8816662E+001
 8.2500928E+002, 5.5028923E+002,-3.0634941E+002,-1.0651017E+002,-1.2880063E+002,-1.3199382E+000,-2.8508175E-001, 0.0000000E+000, 6.7349901E+000, 7.0239867E+000, 1.5520574E-001, 1.3827288E-002,-1.9309123E-001,-5.8338532E+001
 8.4000684E+002, 5.6022736E+002,-3.1051709E+002,-1.0765676E+002,-1.2876246E+002,-1.3629929E+000, 9.1815964E-002, 0.0000000E+000, 1.1869326E+001, 1.2019876E+001, 1.4657833E-001, 1.3974752E-002,-1.9641489E-001,-5.3034456E+001
 8.5500507E+002, 5.6007923E+002,-3.1465428E+002,-1.0695824E+002,-1.2961328E+002,-1.3441098E+000, 2.4447764E-001, 0.0000000E+000, 7.4855680E+000, 7.7537985E+000, 1.6166634E-001, 1.4122184E-002,-1.9542475E-001,-3.8955278E+001
 8.7000568E+002, 5.7032373E+002,-3.1998223E+002,-1.0877497E+002,-1.3124347E+002,-1.3425700E+000,-7.4209042E-002, 0.0000000E+000, 8.7187921E+000, 8.9062870E+000, 1.5644102E-001, 1.4269629E-002,-1.9829668E-001,-4.4220656E+001
 8.8500122E+002, 5.7144721E+002,-3.2347969E+002,-1.0820562E+002,-1.3182917E+002,-1.3903562E+000,-1.8187119E-001, 0.0000000E+000, 6.0484175E+000, 6.3605058E+000, 1.6309040E-001, 1.4417054E-002,-1.9817896E-001,-5.7221538E+001
 9.0000983E+002, 5.8573482E+002,-3.2795480E+002,-1.0976698E+002,-1.3265021E+002,-1.3796180E+000, 1.7284796E+000, 0.0000000E+000, 1.5482544E+001, 1.5711694E+001, 1.5925129E-001, 1.4564517E-002,-2.0059009E-001, 5.0047237E+001
 9.1500568E+002, 5.8672085E+002,-3.3222108E+002,-1.1088682E+002,-1.3349704E+002,-1.4201935E+000,-8.9328412E-001, 0.0000000E+000, 7.4623933E+000, 7.8024236E+000, 1.5536591E-001, 1.4711991E-002,-2.0354987E-001,-7.6403996E+000
 9.3000439E+002, 5.9212683E+002,-3.3539967E+002,-1.1198193E+002,-1.3346464E+002,-1.3836861E+000,-3.6630654E-001, 0.0000000E+000, 9.3853480E+000, 9.5305919E+000, 1.5802703E-001, 1.4859401E-002,-2.0636219E-001,-3.0385071E+001
 9.4500677E+002, 5.9707457E+002,-3.4122584E+002,-1.1139425E+002,-1.3505910E+002,-1.3938887E+000, 1.6924418E-001, 0.0000000E+000, 8.0176292E+000, 8.1707371E+000, 1.6855290E-001, 1.5006859E-002,-2.0487597E-001,-1.9834484E+001
 9.6000836E+002, 6.0554914E+002,-3.4685853E+002,-1.1239123E+002,-1.3546244E+002,-1.4072974E+000, 2.2318644E-002, 0.0000000E+000, 9.1153339E+000, 9.4519584E+000, 1.6363839E-001, 1.5154328E-002,-2.0632318E-001,-2.0142887E+001
 9.7500482E+002, 6.1198383E+002,-3.5232765E+002,-1.1291233E+002,-1.3683821E+002,-1.4141093E+000, 6.3197288E-002, 0.0000000E+000, 8.3431746E+000, 8.5547341E+000, 1.6764141E-001, 1.5332222E-002,-2.0646721E-001,-1.7115856E+001
 9.9000916E+002, 6.3359926E+002,-3.5907711E+002,-1.1590141E+002,-1.3706060E+002,-1.3906959E+000, 2.1126267E-002, 0.0000000E+000, 1.9774876E+001, 2.0190579E+001, 1.3668712E-001, 1.5904718E-002,-2.1228908E-001,-1.8516243E+001
 1.0050078E+003, 6.6157031E+002,-3.7755151E+002,-1.1923781E+002,-1.4115197E+002,-1.4886296E+000,-1.4219707E-001, 0.0000000E+000, 2.1849838E+001, 2.1998201E+001, 1.3540776E-001, 1.6598336E-002,-2.1897486E-001,-2.7587567E+001
 1.0200092E+003, 6.8735571E+002,-3.9308889E+002,-1.2184948E+002,-1.4408403E+002,-1.4049846E+000, 8.3601599E-001, 0.0000000E+000, 2.7591368E+001, 2.7764340E+001, 1.3319075E-001, 1.7291755E-002,-2.2258813E-001, 2.4776227E+001
 1.0350028E+003, 7.1485602E+002,-4.1465468E+002,-1.2490994E+002,-1.4813944E+002,-1.5329619E+000, 9.7605669E-002, 0.0000000E+000, 2.5372061E+001, 2.5716610E+001, 1.3317297E-001, 1.7985248E-002,-2.2626196E-001, 2.9388389E+001
 1.0500015E+003, 7.5050212E+002,-4.3507777E+002,-1.2605736E+002,-1.5114619E+002,-1.5106419E+000, 3.4342522E-001, 0.0000000E+000, 3.6755623E+001, 3.7053582E+001, 1.0957943E-001, 1.8583638E-002,-2.3378174E-001, 4.9887196E+001
 1.0650101E+003, 7.3188021E+002,-4.4145928E+002,-1.2446873E+002,-1.5165903E+002,-1.4897709E+000,-8.0889127E-001, 0.0000000E+000, 1.1771985E+001, 1.1994522E+001, 1.6706154E-001, 1.8534141E-002,-2.3197980E-001,-1.8046027E+000
 1.0800074E+003, 7.3240658E+002,-4.4254613E+002,-1.2526881E+002,-1.5132169E+002,-1.3983492E+000, 1.3835538E+000, 0.0000000E+000, 1.3058353E+001, 1.3255146E+001, 1.9343842E-001, 1.8359854E-002,-2.3524430E-001, 8.4379120E+001
 1.0950066E+003, 6.9234767E+002,-4.3481138E+002,-1.2209210E+002,-1.5112994E+002,-1.3870538E+000,-2.4455106E+000, 0.0000000E+000,-1.9718072E+001,-1.9518301E+001, 2.4179597E-001, 1.7213602E-002,-2.3133550E-001,-7.0680480E+001
 1.1100016E+003, 6.0215656E+002,-3.8862496E+002,-1.1207083E+002,-1.4158302E+002,-1.2815011E+000, 4.9280402E-001, 0.0000000E+000,-4.1285415E+001,-4.0910956E+001, 3.2832711E-001, 1.5100001E-002,-2.1736141E-001,-4.1886802E+001
 1.1250055E+003, 5.2855119E+002,-3.4208329E+002,-1.0568292E+002,-1.3209728E+002,-1.1739095E+000,-2.8665903E-002, 0.0000000E+000,-5.2672153E+001,-5.2514872E+001, 3.5327262E-001, 1.2985020E-002,-2.0937944E-001,-4.4260834E+001
 1.1400125E+003, 4.4295543E+002,-2.9341863E+002,-9.7832227E+001,-1.1920554E+002,-1.1365982E+000,-1.4685818E+000, 0.0000000E+000,-7.0222573E+001,-7.0106144E+001, 3.8226091E-001, 1.0868430E-002,-2.0001555E-001,-1.3620785E+002
 1.1550015E+003, 3.5411987E+002,-2.4349236E+002,-8.7692450E+001,-1.0564427E+002,-9.8578573E-001,-2.3317348E-001, 0.0000000E+000,-8.4167294E+001,-8.3928169E+001, 4.2920425E-001, 8.7528517E-003,-1.8468093E-001,-1.5185722E+002
 1.1700120E+003, 2.6442790E+002,-1.9482700E+002,-7.8621030E+001,-9.1171779E+001,-8.0478812E-001,-8.4653730E-001, 0.0000000E+000,-1.0204303E+002,-1.0184323E+002, 4.6915572E-001, 6.6369409E-003,-1.7203885E-001,-2.0595758E+002
 1.1850076E+003, 1.5092306E+002,-1.4298546E+002,-6.5488893E+001,-7.4509333E+001,-4.8663346E-001,-1.7521145E+000, 0.0000000E+000,-1.3430741E+002,-1.3429938E+002, 5.4310826E-001, 3.6331162E-003,-1.5003718E-001,-3.1536750E+002
 1.2000189E+003, 2.3841942E+000,-7.3877191E+001,-4.7565601E+001,-5.4638721E+001,-9.8849011E-003, 4.3576423E-001, 0.0000000E+000,-1.7339733E+002,-1.7327144E+002, 6.6850383E-001, 5.3190155E-005,-1.1663257E-001,-2.8822177E+002
 1.2150166E+003, 0.0000000E+000,-4.4352043E+001,-5.0033056E+001,-4.0255271E+001,-1.5827559E-003, 7.3302815E-001, 0.0000000E+000,-1.3401090E+002,-1.3390892E+002, 5.6952833E-001,-3.5042540E-011,-1.3464626E-001,-2.4234056E+002
 1.2300027E+003, 0.0000000E+000,-2.7235375E+001,-5.0217016E+001,-3.0350799E+001,-1.3333013E-003, 5.0582343E-001, 0.0000000E+000,-1.0738000E+002,-1.0729870E+002, 4.9494768E-001,-3.8004543E-011,-1.4565547E-001,-2.1070293E+002
 1.2450017E+003, 0.0000000E+000,-1.6225187E+001,-4.8739875E+001,-2.3338335E+001,-1.1405120E-003, 3.6428760E-001, 0.0000000E+000,-8.8002906E+001,-8.7940250E+001, 4.3620357E-001,-3.9155404E-011,-1.4936910E-001,-1.8789908E+002
 1.2600132E+003, 0.0000000E+000,-8.8405101E+000,-4.6819082E+001,-1.8013779E+001,-9.8617705E-004, 2.7696127E-001, 0.0000000E+000,-7.3451719E+001,-7.3397396E+001, 3.8553753E-001,-3.8343629E-011,-1.4560504E-001,-1.7055232E+002
 1.2750125E+003, 0.0000000E+000,-3.7066241E+000,-4.4674754E+001,-1.4138462E+001,-8.5283593E-004, 2.0280097E-001, 0.0000000E+000,-6.2358216E+001,-6.2317892E+001, 3.4553930E-001,-3.7420700E-011,-1.4154242E-001,-1.5785547E+002
 1.2900146E+003, 0.0000000E+000,-1.7145531E-002,-4.2589012E+001,-1.1124770E+001,-7.4399266E-004, 1.5881653E-001, 0.0000000E+000,-5.3606469E+001,-5.3572854E+001, 3.1365177E-001,-3.6527376E-011,-1.3798928E-001,-1.4791416E+002
 1.3050098E+003, 0.0000000E+000, 2.7140322E+000,-4.0785987E+001,-8.6927862E+000,-6.5749290E-004, 1.3149183E-001, 0.0000000E+000,-4.6663895E+001,-4.6633906E+001, 2.8638173E-001,-3.5334305E-011,-1.3320659E-001,-1.3969087E+002
 1.3200127E+003, 0.0000000E+000, 4.7266035E+000,-3.8731657E+001,-6.7638317E+000,-5.8542256E-004, 1.0137719E-001, 0.0000000E+000,-4.0694019E+001,-4.0668093E+001, 2.6085324E-001,-3.3746698E-011,-1.2715395E-001,-1.3333817E+002
 1.3350120E+003, 0.0000000E+000, 6.2536952E+000,-3.7145687E+001,-5.1293277E+000,-5.2515325E-004, 9.3937473E-002, 0.0000000E+000,-3.5948877E+001,-3.5927907E+001, 2.3914532E-001,-3.2016089E-011,-1.2070962E-001,-1.2745888E+002
 1.3500106E+003, 0.0000000E+000, 7.3923805E+000,-3.5621887E+001,-3.7610495E+000,-4.7442094E-004, 5.7516408E-002, 0.0000000E+000,-3.1951379E+001,-3.1933514E+001, 2.2000972E-001,-3.0440554E-011,-1.1483290E-001,-1.2385821E+002
 1.3650214E+003, 0.0000000E+000, 8.2686497E+000,-3.4340597E+001,-2.6136619E+000,-4.3159454E-004, 6.8091782E-002, 0.0000000E+000,-2.8634617E+001,-2.8617949E+001, 2.0515907E-001,-2.9313376E-011,-1.1059901E-001,-1.1959582E+002
 1.3800337E+003, 0.0000000E+000, 8.9264609E+000,-3.2988363E+001,-1.6623273E+000,-3.9431697E-004, 4.3408715E-002, 0.0000000E+000,-2.5691979E+001,-2.5681215E+001, 1.9039653E-001,-2.7992475E-011,-1.0557902E-001,-1.1687236E+002
 1.3950104E+003, 0.0000000E+000, 9.4308838E+000,-3.1855245E+001,-8.3405660E-001,-3.6137111E-004, 4.6490619E-002, 0.0000000E+000,-2.3226786E+001,-2.3212289E+001, 1.7909281E-001,-2.7128388E-011,-1.0220442E-001,-1.1396770E+002
 1.4100070E+003, 0.0000000E+000, 9.7939479E+000,-3.0761249E+001,-1.1411230E-001,-3.3209129E-004, 3.6345604E-002, 0.0000000E+000,-2.1055012E+001,-2.1045400E+001, 1.6721903E-001,-2.5877570E-011,-9.7473930E-002,-1.1169458E+002
 1.4250242E+003, 0.0000000E+000, 1.0044487E+001,-2.9743165E+001, 6.1868345E-001,-3.0686894E-004, 3.4529472E-002, 0.0000000E+000,-1.9054492E+001,-1.9045772E+001, 1.5670550E-001,-2.4829268E-011,-9.3463903E-002,-1.0952946E+002
