s,C,C,C,C,C,C,C,C,C,C,C,C
 3.7629095E+000, 5.7180198E+001, 3.7686829E+001, 2.6176213E+001, 1.7371295E+001, 5.7214137E+001, 3.4745157E+001, 2.2728716E+001, 1.3781901E+001, 6.2700375E+001, 3.9904715E+001, 2.6662128E+001, 1.6859657E+001
 3.8674348E+000, 5.7180198E+001, 3.7686829E+001, 2.6176213E+001, 1.7371295E+001, 5.7214137E+001, 3.4745157E+001, 2.2728716E+001, 1.3781901E+001, 6.2700375E+001, 3.9904715E+001, 2.6662128E+001, 1.6859657E+001
 3.9719600E+000, 5.6709637E+001, 3.7397715E+001, 2.6029601E+001, 1.7340813E+001, 5.9675742E+001, 3.6365599E+001, 2.3816548E+001, 1.4492714E+001, 6.3745794E+001, 4.0747576E+001, 2.7358907E+001, 1.7364694E+001
 4.0764853E+000, 5.6709637E+001, 3.7397715E+001, 2.6029601E+001, 1.7340813E+001, 5.9675742E+001, 3.6365599E+001, 2.3816548E+001, 1.4492714E+001, 6.3745794E+001, 4.0747576E+001, 2.7358907E+001, 1.7364694E+001
 4.1810106E+000, 5.6199286E+001, 3.7058113E+001, 2.5850275E+001, 1.7237412E+001, 6.1930600E+001, 3.7870922E+001, 2.4831453E+001, 1.5148773E+001, 6.4530078E+001, 4.1429655E+001, 2.7919902E+001, 1.7773273E+001
 4.2855358E+000, 5.6199286E+001, 3.7058113E+001, 2.5850275E+001, 1.7237412E+001, 6.1930600E+001, 3.7870922E+001, 2.4831453E+001, 1.5148773E+001, 6.4530078E+001, 4.1429655E+001, 2.7919902E+001, 1.7773273E+001
 4.3900611E+000, 5.5748950E+001, 3.6646783E+001, 2.5635529E+001, 1.7078488E+001, 6.4004207E+001, 3.9251378E+001, 2.5765681E+001, 1.5750195E+001, 6.5159122E+001, 4.1902359E+001, 2.8345330E+001, 1.8087994E+001
 4.4945864E+000, 5.5748950E+001, 3.6646783E+001, 2.5635529E+001, 1.7078488E+001, 6.4004207E+001, 3.9251378E+001, 2.5765681E+001, 1.5750195E+001, 6.5159122E+001, 4.1902359E+001, 2.8345330E+001, 1.8087994E+001
 4.5991116E+000, 5.5495555E+001, 3.6208086E+001, 2.5390831E+001, 1.6890058E+001, 6.6005111E+001, 4.0540769E+001, 2.6642931E+001, 1.6317520E+001, 6.5748972E+001, 4.2229356E+001, 2.8666963E+001, 1.8330673E+001
 4.7036369E+000, 5.5495555E+001, 3.6208086E+001, 2.5390831E+001, 1.6890058E+001, 6.6005111E+001, 4.0540769E+001, 2.6642931E+001, 1.6317520E+001, 6.5748972E+001, 4.2229356E+001, 2.8666963E+001, 1.8330673E+001
 4.8081622E+000, 5.5414155E+001, 3.5787091E+001, 2.5105017E+001, 1.6685847E+001, 6.7897626E+001, 4.1725651E+001, 2.7448516E+001, 1.6848410E+001, 6.6288405E+001, 4.2456288E+001, 2.8898664E+001, 1.8511725E+001
 4.9126874E+000, 5.5414155E+001, 3.5787091E+001, 2.5105017E+001, 1.6685847E+001, 6.7897626E+001, 4.1725651E+001, 2.7448516E+001, 1.6848410E+001, 6.6288405E+001, 4.2456288E+001, 2.8898664E+001, 1.8511725E+001
 5.0172127E+000, 5.5402365E+001, 3.5446974E+001, 2.4775918E+001, 1.6470793E+001, 6.9665973E+001, 4.2823922E+001, 2.8191218E+001, 1.7348835E+001, 6.6718003E+001, 4.2631900E+001, 2.9058166E+001, 1.8639537E+001
 5.1217379E+000, 5.5402365E+001, 3.5446974E+001, 2.4775918E+001, 1.6470793E+001, 6.9665973E+001, 4.2823922E+001, 2.8191218E+001, 1.7348835E+001, 6.6718003E+001, 4.2631900E+001, 2.9058166E+001, 1.8639537E+001
 5.2262632E+000, 5.5405669E+001, 3.5235157E+001, 2.4432001E+001, 1.6246645E+001, 7.1308126E+001, 4.3863609E+001, 2.8876841E+001, 1.7819155E+001, 6.7051599E+001, 4.2794442E+001, 2.9170262E+001, 1.8722304E+001
 5.3307885E+000, 5.5405669E+001, 3.5235157E+001, 2.4432001E+001, 1.6246645E+001, 7.1308126E+001, 4.3863609E+001, 2.8876841E+001, 1.7819155E+001, 6.7051599E+001, 4.2794442E+001, 2.9170262E+001, 1.8722304E+001
 5.4353137E+000, 5.5428932E+001, 3.5156440E+001, 2.4104550E+001, 1.6014435E+001, 7.2851815E+001, 4.4852886E+001, 2.9523017E+001, 1.8254986E+001, 6.7329930E+001, 4.2972957E+001, 2.9278178E+001, 1.8766274E+001
 5.5398390E+000, 5.5428932E+001, 3.5156440E+001, 2.4104550E+001, 1.6014435E+001, 7.2851815E+001, 4.4852886E+001, 2.9523017E+001, 1.8254986E+001, 6.7329930E+001, 4.2972957E+001, 2.9278178E+001, 1.8766274E+001
 5.6443643E+000, 5.5501448E+001, 3.5146366E+001, 2.3830447E+001, 1.5780124E+001, 7.4345106E+001, 4.5794368E+001, 3.0131908E+001, 1.8656024E+001, 6.7616623E+001, 4.3156734E+001, 2.9347691E+001, 1.8776503E+001
 5.7488895E+000, 5.5501448E+001, 3.5146366E+001, 2.3830447E+001, 1.5780124E+001, 7.4345106E+001, 4.5794368E+001, 3.0131908E+001, 1.8656024E+001, 6.7616623E+001, 4.3156734E+001, 2.9347691E+001, 1.8776503E+001
 5.8534148E+000, 5.5640703E+001, 3.5156732E+001, 2.3641903E+001, 1.5547562E+001, 7.5805762E+001, 4.6679130E+001, 3.0720257E+001, 1.9023957E+001, 6.7945115E+001, 4.3329116E+001, 2.9422306E+001, 1.8761824E+001
 5.9579401E+000, 5.5640703E+001, 3.5156732E+001, 2.3641903E+001, 1.5547562E+001, 7.5805762E+001, 4.6679130E+001, 3.0720257E+001, 1.9023957E+001, 6.7945115E+001, 4.3329116E+001, 2.9422306E+001, 1.8761824E+001
 6.0624653E+000, 5.5823024E+001, 3.5171613E+001, 2.3550878E+001, 1.5325303E+001, 7.7211827E+001, 4.7515458E+001, 3.1283567E+001, 1.9361357E+001, 6.8328695E+001, 4.3478498E+001, 2.9498706E+001, 1.8731692E+001
 6.1669906E+000, 5.5823024E+001, 3.5171613E+001, 2.3550878E+001, 1.5325303E+001, 7.7211827E+001, 4.7515458E+001, 3.1283567E+001, 1.9361357E+001, 6.8328695E+001, 4.3478498E+001, 2.9498706E+001, 1.8731692E+001
 6.2715159E+000, 5.5985690E+001, 3.5197119E+001, 2.3528506E+001, 1.5124321E+001, 7.8509709E+001, 4.8303616E+001, 3.1813890E+001, 1.9672183E+001, 6.8722551E+001, 4.3614703E+001, 2.9567438E+001, 1.8697662E+001
 6.3760411E+000, 5.5985690E+001, 3.5197119E+001, 2.3528506E+001, 1.5124321E+001, 7.8509709E+001, 4.8303616E+001, 3.1813890E+001, 1.9672183E+001, 6.8722551E+001, 4.3614703E+001, 2.9567438E+001, 1.8697662E+001
 6.4805664E+000, 5.6113909E+001, 3.5243851E+001, 2.3536129E+001, 1.4954742E+001, 7.9657790E+001, 4.9064393E+001, 3.2317762E+001, 1.9968986E+001, 6.9072585E+001, 4.3756915E+001, 2.9632029E+001, 1.8670205E+001
 6.5850916E+000, 5.6113909E+001, 3.5243851E+001, 2.3536129E+001, 1.4954742E+001, 7.9657790E+001, 4.9064393E+001, 3.2317762E+001, 1.9968986E+001, 6.9072585E+001, 4.3756915E+001, 2.9632029E+001, 1.8670205E+001
 6.6896169E+000, 5.6217357E+001, 3.5311496E+001, 2.3543294E+001, 1.4828977E+001, 8.0680167E+001, 4.9806662E+001, 3.2792805E+001, 2.0256068E+001, 6.9328623E+001, 4.3917868E+001, 2.9688581E+001, 1.8654485E+001
 6.7941422E+000, 5.6217357E+001, 3.5311496E+001, 2.3543294E+001, 1.4828977E+001, 8.0680167E+001, 4.9806662E+001, 3.2792805E+001, 2.0256068E+001, 6.9328623E+001, 4.3917868E+001, 2.9688581E+001, 1.8654485E+001
 6.8986674E+000, 5.6322695E+001, 3.5375737E+001, 2.3537070E+001, 1.4748612E+001, 8.1625655E+001, 5.0507276E+001, 3.3237290E+001, 2.0536659E+001, 6.9501426E+001, 4.4094113E+001, 2.9737284E+001, 1.8650971E+001
 7.0031927E+000, 5.6322695E+001, 3.5375737E+001, 2.3537070E+001, 1.4748612E+001, 8.1625655E+001, 5.0507276E+001, 3.3237290E+001, 2.0536659E+001, 6.9501426E+001, 4.4094113E+001, 2.9737284E+001, 1.8650971E+001
 7.1077180E+000, 5.6450888E+001, 3.5426343E+001, 2.3522622E+001, 1.4712805E+001, 8.2559548E+001, 5.1167551E+001, 3.3665640E+001, 2.0811707E+001, 6.9608012E+001, 4.4261078E+001, 2.9781148E+001, 1.8657372E+001
 7.2122432E+000, 5.6450888E+001, 3.5426343E+001, 2.3522622E+001, 1.4712805E+001, 8.2559548E+001, 5.1167551E+001, 3.3665640E+001, 2.0811707E+001, 6.9608012E+001, 4.4261078E+001, 2.9781148E+001, 1.8657372E+001
 7.3167685E+000, 5.6591652E+001, 3.5451891E+001, 2.3514947E+001, 1.4714296E+001, 8.3472521E+001, 5.1767570E+001, 3.4078478E+001, 2.1076005E+001, 6.9670827E+001, 4.4406619E+001, 2.9823601E+001, 1.8670556E+001
 7.4212938E+000, 5.6591652E+001, 3.5451891E+001, 2.3514947E+001, 1.4714296E+001, 8.3472521E+001, 5.1767570E+001, 3.4078478E+001, 2.1076005E+001, 6.9670827E+001, 4.4406619E+001, 2.9823601E+001, 1.8670556E+001
 7.5258190E+000, 5.6698406E+001, 3.5452306E+001, 2.3527291E+001, 1.4738126E+001, 8.4344944E+001, 5.2322284E+001, 3.4471502E+001, 2.1331264E+001, 6.9707647E+001, 4.4511533E+001, 2.9867473E+001, 1.8687762E+001
 7.6303443E+000, 5.6698406E+001, 3.5452306E+001, 2.3527291E+001, 1.4738126E+001, 8.4344944E+001, 5.2322284E+001, 3.4471502E+001, 2.1331264E+001, 6.9707647E+001, 4.4511533E+001, 2.9867473E+001, 1.8687762E+001
 7.7348695E+000, 5.6719872E+001, 3.5443923E+001, 2.3565451E+001, 1.4769953E+001, 8.5149099E+001, 5.2842230E+001, 3.4852285E+001, 2.1573967E+001, 6.9735599E+001, 4.4572907E+001, 2.9914615E+001, 1.8707005E+001
 7.8393948E+000, 5.6719872E+001, 3.5443923E+001, 2.3565451E+001, 1.4769953E+001, 8.5149099E+001, 5.2842230E+001, 3.4852285E+001, 2.1573967E+001, 6.9735599E+001, 4.4572907E+001, 2.9914615E+001, 1.8707005E+001
 7.9439201E+000, 5.6646335E+001, 3.5447667E+001, 2.3625449E+001, 1.4801558E+001, 8.5832301E+001, 5.3333624E+001, 3.5214235E+001, 2.1802648E+001, 6.9776858E+001, 4.4601614E+001, 2.9965042E+001, 1.8726797E+001
 8.0484453E+000, 5.6646335E+001, 3.5447667E+001, 2.3625449E+001, 1.4801558E+001, 8.5832301E+001, 5.3333624E+001, 3.5214235E+001, 2.1802648E+001, 6.9776858E+001, 4.4601614E+001, 2.9965042E+001, 1.8726797E+001
 8.1529706E+000, 5.6520338E+001, 3.5475308E+001, 2.3687944E+001, 1.4829405E+001, 8.6410142E+001, 5.3816753E+001, 3.5554072E+001, 2.2017094E+001, 6.9842746E+001, 4.4614357E+001, 3.0017407E+001, 1.8746366E+001
 8.2574959E+000, 5.6520338E+001, 3.5475308E+001, 2.3687944E+001, 1.4829405E+001, 8.6410142E+001, 5.3816753E+001, 3.5554072E+001, 2.2017094E+001, 6.9842746E+001, 4.4614357E+001, 3.0017407E+001, 1.8746366E+001
 8.3620211E+000, 5.6403358E+001, 3.5523119E+001, 2.3743530E+001, 1.4852267E+001, 8.6898156E+001, 5.4285364E+001, 3.5866236E+001, 2.2219485E+001, 6.9916711E+001, 4.4624742E+001, 3.0069483E+001, 1.8765136E+001
 8.4665464E+000, 5.6403358E+001, 3.5523119E+001, 2.3743530E+001, 1.4852267E+001, 8.6898156E+001, 5.4285364E+001, 3.5866236E+001, 2.2219485E+001, 6.9916711E+001, 4.4624742E+001, 3.0069483E+001, 1.8765136E+001
 8.5710717E+000, 5.6332699E+001, 3.5574698E+001, 2.3782757E+001, 1.4869572E+001, 8.7363701E+001, 5.4720969E+001, 3.6160102E+001, 2.2409290E+001, 6.9971792E+001, 4.4643451E+001, 3.0118651E+001, 1.8782285E+001
 8.6755969E+000, 5.6332699E+001, 3.5574698E+001, 2.3782757E+001, 1.4869572E+001, 8.7363701E+001, 5.4720969E+001, 3.6160102E+001, 2.2409290E+001, 6.9971792E+001, 4.4643451E+001, 3.0118651E+001, 1.8782285E+001
 8.7801222E+000, 5.6302632E+001, 3.5609368E+001, 2.3802257E+001, 1.4880957E+001, 8.7817423E+001, 5.5124552E+001, 3.6435776E+001, 2.2593244E+001, 6.9985829E+001, 4.4678547E+001, 3.0161075E+001, 1.8796703E+001
 8.8846475E+000, 5.6302632E+001, 3.5609368E+001, 2.3802257E+001, 1.4880957E+001, 8.7817423E+001, 5.5124552E+001, 3.6435776E+001, 2.2593244E+001, 6.9985829E+001, 4.4678547E+001, 3.0161075E+001, 1.8796703E+001
 8.9891727E+000, 5.6274384E+001, 3.5609043E+001, 2.3807530E+001, 1.4887139E+001, 8.8239496E+001, 5.5486288E+001, 3.6697934E+001, 2.2770997E+001, 6.9970286E+001, 4.4733831E+001, 3.0192470E+001, 1.8807416E+001
 9.0936980E+000, 5.6274384E+001, 3.5609043E+001, 2.3807530E+001, 1.4887139E+001, 8.8239496E+001, 5.5486288E+001, 3.6697934E+001, 2.2770997E+001, 6.9970286E+001, 4.4733831E+001, 3.0192470E+001, 1.8807416E+001
 9.1982232E+000, 5.6207067E+001, 3.5566638E+001, 2.3808240E+001, 1.4890063E+001, 8.8634030E+001, 5.5802324E+001, 3.6943393E+001, 2.2941769E+001, 6.9955534E+001, 4.4804952E+001, 3.0208523E+001, 1.8814322E+001
 9.3027485E+000, 5.6207067E+001, 3.5566638E+001, 2.3808240E+001, 1.4890063E+001, 8.8634030E+001, 5.5802324E+001, 3.6943393E+001, 2.2941769E+001, 6.9955534E+001, 4.4804952E+001, 3.0208523E+001, 1.8814322E+001
 9.4072738E+000, 5.6094720E+001, 3.5491192E+001, 2.3812985E+001, 1.4892461E+001, 8.8993359E+001, 5.6074069E+001, 3.7181018E+001, 2.3104188E+001, 6.9962734E+001, 4.4876955E+001, 3.0205532E+001, 1.8818942E+001
 9.5117990E+000, 5.6094720E+001, 3.5491192E+001, 2.3812985E+001, 1.4892461E+001, 8.8993359E+001, 5.6074069E+001, 3.7181018E+001, 2.3104188E+001, 6.9962734E+001, 4.4876955E+001, 3.0205532E+001, 1.8818942E+001
 9.6163243E+000, 5.5972081E+001, 3.5405244E+001, 2.3825449E+001, 1.4896773E+001, 8.9340038E+001, 5.6334879E+001, 3.7406746E+001, 2.3257157E+001, 7.0001471E+001, 4.4932479E+001, 3.0180139E+001, 1.8823931E+001
 9.7208496E+000, 5.5972081E+001, 3.5405244E+001, 2.3825449E+001, 1.4896773E+001, 8.9340038E+001, 5.6334879E+001, 3.7406746E+001, 2.3257157E+001, 7.0001471E+001, 4.4932479E+001, 3.0180139E+001, 1.8823931E+001
 9.8253748E+000, 5.5893097E+001, 3.5335353E+001, 2.3842318E+001, 1.4900197E+001, 8.9681046E+001, 5.6593641E+001, 3.7617626E+001, 2.3399441E+001, 7.0061390E+001, 4.4958147E+001, 3.0129871E+001, 1.8831638E+001
 9.9299001E+000, 5.5893097E+001, 3.5335353E+001, 2.3842318E+001, 1.4900197E+001, 8.9681046E+001, 5.6593641E+001, 3.7617626E+001, 2.3399441E+001, 7.0061390E+001, 4.4958147E+001, 3.0129871E+001, 1.8831638E+001
 1.0034425E+001, 5.5901927E+001, 3.5299064E+001, 2.3854517E+001, 1.4906139E+001, 9.0031182E+001, 5.6852840E+001, 3.7810705E+001, 2.3531105E+001, 7.0112094E+001, 4.4950343E+001, 3.0075992E+001, 1.8841971E+001
 1.0138951E+001, 5.5901927E+001, 3.5299064E+001, 2.3854517E+001, 1.4906139E+001, 9.0031182E+001, 5.6852840E+001, 3.7810705E+001, 2.3531105E+001, 7.0112094E+001, 4.4950343E+001, 3.0075992E+001, 1.8841971E+001
 1.0243476E+001, 5.5948155E+001, 3.5303476E+001, 2.3852760E+001, 1.4913817E+001, 9.0340666E+001, 5.7109213E+001, 3.7985723E+001, 2.3654328E+001, 7.0129535E+001, 4.4915295E+001, 3.0000139E+001, 1.8852129E+001
 1.0348001E+001, 5.5948155E+001, 3.5303476E+001, 2.3852760E+001, 1.4913817E+001, 9.0340666E+001, 5.7109213E+001, 3.7985723E+001, 2.3654328E+001, 7.0129535E+001, 4.4915295E+001, 3.0000139E+001, 1.8852129E+001
 1.0452526E+001, 5.6005899E+001, 3.5349843E+001, 2.3832366E+001, 1.4920355E+001, 9.0578519E+001, 5.7346285E+001, 3.8143748E+001, 2.3767730E+001, 7.0118652E+001, 4.4864273E+001, 2.9928597E+001, 1.8858122E+001
 1.0557052E+001, 5.6005899E+001, 3.5349843E+001, 2.3832366E+001, 1.4920355E+001, 9.0578519E+001, 5.7346285E+001, 3.8143748E+001, 2.3767730E+001, 7.0118652E+001, 4.4864273E+001, 2.9928597E+001, 1.8858122E+001
 1.0661577E+001, 5.6069880E+001, 3.5430431E+001, 2.3794405E+001, 1.4923043E+001, 9.0765620E+001, 5.7570409E+001, 3.8282509E+001, 2.3877382E+001, 7.0113600E+001, 4.4811641E+001, 2.9878673E+001, 1.8856247E+001
 1.0766102E+001, 5.6069880E+001, 3.5430431E+001, 2.3794405E+001, 1.4923043E+001, 9.0765620E+001, 5.7570409E+001, 3.8282509E+001, 2.3877382E+001, 7.0113600E+001, 4.4811641E+001, 2.9878673E+001, 1.8856247E+001
 1.0870627E+001, 5.6146296E+001, 3.5522345E+001, 2.3743890E+001, 1.4920063E+001, 9.0936332E+001, 5.7769780E+001, 3.8415333E+001, 2.3981962E+001, 7.0151497E+001, 4.4762940E+001, 2.9856246E+001, 1.8845171E+001
 1.0975153E+001, 5.6146296E+001, 3.5522345E+001, 2.3743890E+001, 1.4920063E+001, 9.0936332E+001, 5.7769780E+001, 3.8415333E+001, 2.3981962E+001, 7.0151497E+001, 4.4762940E+001, 2.9856246E+001, 1.8845171E+001
