m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.1300000E+000, 4.8012655E+000, 1.1908053E+001, 2.9489209E+001, 2.9580835E+001, 1.1619607E+001, 4.4537895E+000
 1.1500000E+000, 4.7641352E+000, 1.1790366E+001, 2.8847945E+001, 2.8962208E+001, 1.1496347E+001, 4.4566637E+000
 1.1700000E+000, 4.7230716E+000, 1.1655145E+001, 2.8191665E+001, 2.8320533E+001, 1.1363639E+001, 4.4601480E+000
 1.1900000E+000, 4.6920694E+000, 1.1492413E+001, 2.7561774E+001, 2.7661994E+001, 1.1211389E+001, 4.4593648E+000
 1.2100000E+000, 4.6774497E+000, 1.1348069E+001, 2.6914175E+001, 2.7007758E+001, 1.1024337E+001, 4.4435433E+000
 1.2300000E+000, 4.6662351E+000, 1.1204769E+001, 2.6260735E+001, 2.6354525E+001, 1.0842765E+001, 4.4268746E+000
 1.2500000E+000, 4.6478433E+000, 1.1059759E+001, 2.5588815E+001, 2.5706684E+001, 1.0652615E+001, 4.4110090E+000
 1.2700000E+000, 4.6200486E+000, 1.0885715E+001, 2.4918969E+001, 2.5044383E+001, 1.0451764E+001, 4.3882977E+000
 1.2900000E+000, 4.5860657E+000, 1.0734381E+001, 2.4247386E+001, 2.4402260E+001, 1.0243184E+001, 4.3618177E+000
 1.3100000E+000, 4.5423726E+000, 1.0599569E+001, 2.3592226E+001, 2.3753644E+001, 1.0040039E+001, 4.3337852E+000
 1.3300000E+000, 4.4930152E+000, 1.0446688E+001, 2.2931105E+001, 2.3123371E+001, 9.8264555E+000, 4.3024328E+000
 1.3500000E+000, 4.4460795E+000, 1.0312787E+001, 2.2276794E+001, 2.2487510E+001, 9.6022956E+000, 4.2694044E+000
 1.3700000E+000, 4.3965031E+000, 1.0155608E+001, 2.1626327E+001, 2.1851140E+001, 9.3737167E+000, 4.2098205E+000
 1.3900000E+000, 4.3389329E+000, 1.0018381E+001, 2.0971079E+001, 2.1215833E+001, 9.1306708E+000, 4.1375860E+000
 1.4100000E+000, 4.2703502E+000, 9.8422349E+000, 2.0362340E+001, 2.0621537E+001, 8.8845135E+000, 4.0542577E+000
 1.4300000E+000, 4.1991398E+000, 9.6678367E+000, 1.9767421E+001, 2.0032463E+001, 8.6344236E+000, 3.9732570E+000
 1.4500000E+000, 4.1228518E+000, 9.4405976E+000, 1.9181533E+001, 1.9452274E+001, 8.3898693E+000, 3.9015938E+000
 1.4700000E+000, 4.0378870E+000, 9.2173191E+000, 1.8588193E+001, 1.8883071E+001, 8.1600038E+000, 3.8373752E+000
 1.4900000E+000, 3.9539433E+000, 8.9744890E+000, 1.7977892E+001, 1.8310251E+001, 7.9516399E+000, 3.7761734E+000
 1.5100000E+000, 3.8669285E+000, 8.7270616E+000, 1.7383981E+001, 1.7745941E+001, 7.7534807E+000, 3.7063425E+000
 1.5300000E+000, 3.7891650E+000, 8.4605886E+000, 1.6807799E+001, 1.7195741E+001, 7.5622956E+000, 3.6162488E+000
 1.5500000E+000, 3.7153288E+000, 8.1900645E+000, 1.6244538E+001, 1.6641473E+001, 7.3567306E+000, 3.5175225E+000
 1.5700000E+000, 3.6358038E+000, 7.9169387E+000, 1.5695576E+001, 1.6083873E+001, 7.1393398E+000, 3.4201324E+000
 1.5900000E+000, 3.5625098E+000, 7.6616294E+000, 1.5144995E+001, 1.5532214E+001, 6.9307005E+000, 3.3241435E+000
 1.6100000E+000, 3.4809625E+000, 7.4055257E+000, 1.4628038E+001, 1.4990635E+001, 6.7370645E+000, 3.2275341E+000
 1.6300000E+000, 3.4062336E+000, 7.1656065E+000, 1.4114282E+001, 1.4462928E+001, 6.5614511E+000, 3.1393774E+000
 1.6500000E+000, 3.3142048E+000, 6.9172432E+000, 1.3621782E+001, 1.3928672E+001, 6.3847201E+000, 3.0510164E+000
 1.6700000E+000, 3.2290772E+000, 6.6828907E+000, 1.3147835E+001, 1.3426119E+001, 6.2163284E+000, 2.9678684E+000
 1.6900000E+000, 3.1290068E+000, 6.4409323E+000, 1.2682819E+001, 1.2937791E+001, 6.0527431E+000, 2.9005718E+000
 1.7100000E+000, 3.0292232E+000, 6.2126469E+000, 1.2257911E+001, 1.2479158E+001, 5.8965771E+000, 2.8343133E+000
 1.7300000E+000, 2.9249679E+000, 5.9898410E+000, 1.1841905E+001, 1.2036560E+001, 5.7340430E+000, 2.7744405E+000
 1.7500000E+000, 2.8476622E+000, 5.7839755E+000, 1.1443763E+001, 1.1617486E+001, 5.5689830E+000, 2.7120181E+000
 1.7700000E+000, 2.7652861E+000, 5.5866566E+000, 1.1055973E+001, 1.1219565E+001, 5.3968742E+000, 2.6478017E+000
 1.7900000E+000, 2.6964652E+000, 5.3964095E+000, 1.0685687E+001, 1.0830065E+001, 5.2217139E+000, 2.5749450E+000
 1.8100000E+000, 2.6267786E+000, 5.2159014E+000, 1.0316145E+001, 1.0445671E+001, 5.0246522E+000, 2.4979731E+000
 1.8300000E+000, 2.5652668E+000, 5.0468208E+000, 9.9621425E+000, 1.0071185E+001, 4.8255709E+000, 2.4256012E+000
 1.8500000E+000, 2.5025990E+000, 4.8821474E+000, 9.5893846E+000, 9.7055184E+000, 4.6366734E+000, 2.3544590E+000
 1.8700000E+000, 2.4342530E+000, 4.7196930E+000, 9.2444303E+000, 9.3533266E+000, 4.4620957E+000, 2.2779862E+000
 1.8900000E+000, 2.3683975E+000, 4.5535092E+000, 8.8938671E+000, 9.0041542E+000, 4.2890311E+000, 2.2055537E+000
 1.9100000E+000, 2.3005103E+000, 4.3827189E+000, 8.5536296E+000, 8.6569683E+000, 4.1309599E+000, 2.1284742E+000
 1.9300000E+000, 2.2328129E+000, 4.2012842E+000, 8.1944775E+000, 8.2878845E+000, 3.9754663E+000, 2.0533837E+000
 1.9500000E+000, 2.1509246E+000, 4.0117583E+000, 7.8182226E+000, 7.9045769E+000, 3.8133954E+000, 1.9773764E+000
 1.9700000E+000, 2.0696917E+000, 3.8072179E+000, 7.3791066E+000, 7.4568492E+000, 3.6409183E+000, 1.9069336E+000
 1.9900000E+000, 1.9658433E+000, 3.5658300E+000, 6.7721632E+000, 6.8595923E+000, 3.4212092E+000, 1.8376856E+000
