m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 5.1000000E-001, 3.9005154E+000, 1.2249080E+001, 3.9683599E+001, 3.9238890E+001, 1.2568134E+001, 4.1409706E+000
 5.3000000E-001, 3.9662506E+000, 1.2587981E+001, 4.0145000E+001, 3.9695636E+001, 1.2951610E+001, 4.2476917E+000
 5.5000000E-001, 4.0375253E+000, 1.2967707E+001, 4.0577356E+001, 4.0123793E+001, 1.3308680E+001, 4.3557280E+000
 5.7000000E-001, 4.1242959E+000, 1.3367028E+001, 4.0988311E+001, 4.0523728E+001, 1.3632223E+001, 4.4790993E+000
 5.9000000E-001, 4.2298327E+000, 1.3786206E+001, 4.1358040E+001, 4.0864027E+001, 1.3913751E+001, 4.6147380E+000
 6.1000000E-001, 4.3550852E+000, 1.4163920E+001, 4.1697651E+001, 4.1174247E+001, 1.4169500E+001, 4.7568475E+000
 6.3000000E-001, 4.4901610E+000, 1.4521305E+001, 4.1946304E+001, 4.1440003E+001, 1.4398789E+001, 4.9099585E+000
 6.5000000E-001, 4.6351507E+000, 1.4877858E+001, 4.2151291E+001, 4.1681632E+001, 1.4642424E+001, 5.0678631E+000
 6.7000000E-001, 4.7854160E+000, 1.5213959E+001, 4.2329292E+001, 4.1873675E+001, 1.4898026E+001, 5.2093550E+000
 6.9000000E-001, 4.9430908E+000, 1.5463171E+001, 4.2469511E+001, 4.2021030E+001, 1.5143947E+001, 5.3447285E+000
 7.1000000E-001, 5.1262778E+000, 1.5666425E+001, 4.2641198E+001, 4.2158535E+001, 1.5355465E+001, 5.4925681E+000
 7.3000000E-001, 5.3257598E+000, 1.5866513E+001, 4.2776036E+001, 4.2270880E+001, 1.5536652E+001, 5.6341244E+000
 7.5000000E-001, 5.5388415E+000, 1.6046514E+001, 4.2858364E+001, 4.2330745E+001, 1.5694948E+001, 5.7699074E+000
 7.7000000E-001, 5.7454443E+000, 1.6193978E+001, 4.2845144E+001, 4.2345696E+001, 1.5843554E+001, 5.9070500E+000
 7.9000000E-001, 5.9290708E+000, 1.6320071E+001, 4.2780758E+001, 4.2325428E+001, 1.5981403E+001, 6.0343123E+000
 8.1000000E-001, 6.0909066E+000, 1.6444755E+001, 4.2675512E+001, 4.2258456E+001, 1.6099304E+001, 6.1522345E+000
 8.3000000E-001, 6.2663876E+000, 1.6532101E+001, 4.2523304E+001, 4.2139679E+001, 1.6225273E+001, 6.2480403E+000
 8.5000000E-001, 6.4514575E+000, 1.6594940E+001, 4.2291295E+001, 4.1986467E+001, 1.6351462E+001, 6.3397382E+000
 8.7000000E-001, 6.6515494E+000, 1.6634310E+001, 4.1995131E+001, 4.1818796E+001, 1.6453632E+001, 6.4267058E+000
 8.9000000E-001, 6.8510065E+000, 1.6676166E+001, 4.1665934E+001, 4.1629540E+001, 1.6537905E+001, 6.5177579E+000
 9.1000000E-001, 7.0239099E+000, 1.6717141E+001, 4.1316326E+001, 4.1392279E+001, 1.6579449E+001, 6.5884659E+000
 9.3000000E-001, 7.1569594E+000, 1.6756683E+001, 4.0984000E+001, 4.1138769E+001, 1.6581363E+001, 6.6455106E+000
 9.5000000E-001, 7.2719594E+000, 1.6778778E+001, 4.0631722E+001, 4.0871025E+001, 1.6575988E+001, 6.6871371E+000
 9.7000000E-001, 7.3717083E+000, 1.6798447E+001, 4.0247797E+001, 4.0563872E+001, 1.6566635E+001, 6.7315706E+000
 9.9000000E-001, 7.4401468E+000, 1.6785325E+001, 3.9848218E+001, 4.0227374E+001, 1.6534100E+001, 6.7705251E+000
 1.0100000E+000, 7.4742760E+000, 1.6748683E+001, 3.9432270E+001, 3.9855412E+001, 1.6466263E+001, 6.8123571E+000
 1.0300000E+000, 7.4845108E+000, 1.6721230E+001, 3.8989313E+001, 3.9438094E+001, 1.6374893E+001, 6.8456384E+000
 1.0500000E+000, 7.4674799E+000, 1.6677234E+001, 3.8532226E+001, 3.8978767E+001, 1.6305206E+001, 6.8658425E+000
 1.0700000E+000, 7.4395873E+000, 1.6605992E+001, 3.8079362E+001, 3.8518401E+001, 1.6235169E+001, 6.8710997E+000
 1.0900000E+000, 7.3874073E+000, 1.6501996E+001, 3.7584118E+001, 3.8049940E+001, 1.6157651E+001, 6.8656753E+000
 1.1100000E+000, 7.3273255E+000, 1.6369825E+001, 3.7085709E+001, 3.7584365E+001, 1.6038175E+001, 6.8647369E+000
 1.1300000E+000, 7.2689703E+000, 1.6224120E+001, 3.6575538E+001, 3.7066914E+001, 1.5876159E+001, 6.8516458E+000
 1.1500000E+000, 7.2318636E+000, 1.6054231E+001, 3.6028735E+001, 3.6516560E+001, 1.5703760E+001, 6.8239260E+000
 1.1700000E+000, 7.1753204E+000, 1.5889099E+001, 3.5477425E+001, 3.5970243E+001, 1.5534089E+001, 6.7802379E+000
 1.1900000E+000, 7.1087447E+000, 1.5720466E+001, 3.4932557E+001, 3.5416444E+001, 1.5373429E+001, 6.7401903E+000
 1.2100000E+000, 7.0282549E+000, 1.5554728E+001, 3.4374054E+001, 3.4826121E+001, 1.5210363E+001, 6.7039546E+000
 1.2300000E+000, 6.9317966E+000, 1.5387347E+001, 3.3799942E+001, 3.4209595E+001, 1.5063281E+001, 6.6523537E+000
 1.2500000E+000, 6.8374543E+000, 1.5214774E+001, 3.3209862E+001, 3.3552573E+001, 1.4922993E+001, 6.5845512E+000
 1.2700000E+000, 6.7485702E+000, 1.5021120E+001, 3.2622414E+001, 3.2868398E+001, 1.4772628E+001, 6.5210975E+000
 1.2900000E+000, 6.6616823E+000, 1.4817739E+001, 3.2006425E+001, 3.2170730E+001, 1.4620482E+001, 6.4485267E+000
 1.3100000E+000, 6.5989337E+000, 1.4593071E+001, 3.1389510E+001, 3.1467288E+001, 1.4455953E+001, 6.3623498E+000
 1.3300000E+000, 6.5355304E+000, 1.4357190E+001, 3.0740953E+001, 3.0751535E+001, 1.4266768E+001, 6.2772113E+000
 1.3500000E+000, 6.4722979E+000, 1.4130771E+001, 3.0082532E+001, 3.0048976E+001, 1.4073375E+001, 6.2039017E+000
 1.3700000E+000, 6.4002859E+000, 1.3925662E+001, 2.9403596E+001, 2.9357002E+001, 1.3861523E+001, 6.1325507E+000
 1.3900000E+000, 6.3020547E+000, 1.3717977E+001, 2.8737942E+001, 2.8669739E+001, 1.3656492E+001, 6.0652357E+000
 1.4100000E+000, 6.1857363E+000, 1.3501796E+001, 2.8092699E+001, 2.8002766E+001, 1.3423344E+001, 5.9922235E+000
 1.4300000E+000, 6.0622703E+000, 1.3274633E+001, 2.7451564E+001, 2.7327949E+001, 1.3222110E+001, 5.9128506E+000
 1.4500000E+000, 5.9531779E+000, 1.3048485E+001, 2.6824805E+001, 2.6676706E+001, 1.2994308E+001, 5.8272341E+000
 1.4700000E+000, 5.8593924E+000, 1.2829044E+001, 2.6173689E+001, 2.6018679E+001, 1.2777831E+001, 5.7355928E+000
 1.4900000E+000, 5.7592094E+000, 1.2603211E+001, 2.5523931E+001, 2.5381335E+001, 1.2538435E+001, 5.6399170E+000
 1.5100000E+000, 5.6473612E+000, 1.2372686E+001, 2.4877557E+001, 2.4745389E+001, 1.2314061E+001, 5.5507639E+000
 1.5300000E+000, 5.5342829E+000, 1.2140117E+001, 2.4248279E+001, 2.4113169E+001, 1.2091486E+001, 5.4638029E+000
 1.5500000E+000, 5.4195883E+000, 1.1901161E+001, 2.3620765E+001, 2.3486295E+001, 1.1880152E+001, 5.3789257E+000
 1.5700000E+000, 5.3052611E+000, 1.1671265E+001, 2.2987794E+001, 2.2894377E+001, 1.1656495E+001, 5.2943690E+000
 1.5900000E+000, 5.1913929E+000, 1.1458973E+001, 2.2368799E+001, 2.2304099E+001, 1.1426763E+001, 5.2041523E+000
 1.6100000E+000, 5.0868258E+000, 1.1255127E+001, 2.1761146E+001, 2.1724527E+001, 1.1177432E+001, 5.1177678E+000
 1.6300000E+000, 4.9717370E+000, 1.1041619E+001, 2.1162023E+001, 2.1153435E+001, 1.0937889E+001, 5.0328005E+000
 1.6500000E+000, 4.8422753E+000, 1.0811112E+001, 2.0600612E+001, 2.0608242E+001, 1.0704208E+001, 4.9580368E+000
 1.6700000E+000, 4.7336448E+000, 1.0552655E+001, 2.0054487E+001, 2.0070170E+001, 1.0465438E+001, 4.8906395E+000
 1.6900000E+000, 4.6359528E+000, 1.0287646E+001, 1.9521204E+001, 1.9539400E+001, 1.0227964E+001, 4.8182945E+000
 1.7100000E+000, 4.5430688E+000, 1.0028262E+001, 1.8986872E+001, 1.9015871E+001, 9.9943702E+000, 4.7222250E+000
 1.7300000E+000, 4.4516944E+000, 9.7775625E+000, 1.8445353E+001, 1.8485075E+001, 9.7763310E+000, 4.6188237E+000
 1.7500000E+000, 4.3583501E+000, 9.5358878E+000, 1.7909029E+001, 1.7960088E+001, 9.5720551E+000, 4.5292305E+000
 1.7700000E+000, 4.2601897E+000, 9.2974894E+000, 1.7378063E+001, 1.7449727E+001, 9.3665381E+000, 4.4388331E+000
 1.7900000E+000, 4.1692795E+000, 9.0573209E+000, 1.6848156E+001, 1.6943634E+001, 9.1486397E+000, 4.3463077E+000
 1.8100000E+000, 4.0859376E+000, 8.8164836E+000, 1.6318863E+001, 1.6425650E+001, 8.9341844E+000, 4.2501362E+000
 1.8300000E+000, 4.0037676E+000, 8.5713959E+000, 1.5793475E+001, 1.5896131E+001, 8.7184329E+000, 4.1465153E+000
 1.8500000E+000, 3.9248025E+000, 8.3206476E+000, 1.5268159E+001, 1.5370461E+001, 8.5037422E+000, 4.0369416E+000
 1.8700000E+000, 3.8320206E+000, 8.0633968E+000, 1.4728947E+001, 1.4842317E+001, 8.2891335E+000, 3.9184595E+000
 1.8900000E+000, 3.7396715E+000, 7.8058799E+000, 1.4186241E+001, 1.4306715E+001, 8.0457562E+000, 3.7975036E+000
 1.9100000E+000, 3.6239047E+000, 7.5286807E+000, 1.3628679E+001, 1.3760468E+001, 7.7866760E+000, 3.6592640E+000
 1.9300000E+000, 3.5031844E+000, 7.2277615E+000, 1.3018608E+001, 1.3149682E+001, 7.4938614E+000, 3.5086761E+000
 1.9500000E+000, 3.3656090E+000, 6.8938441E+000, 1.2356584E+001, 1.2481769E+001, 7.1550338E+000, 3.3452444E+000
 1.9700000E+000, 3.2231604E+000, 6.5064621E+000, 1.1550866E+001, 1.1663479E+001, 6.7423169E+000, 3.1761015E+000
 1.9900000E+000, 3.0593472E+000, 6.0119757E+000, 1.0456282E+001, 1.0550087E+001, 6.2228575E+000, 2.9865097E+000
