s,kg,kg,kg,kg,,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.8015904E+001, 5.6272868E+000, 9.7186657E-001, 8.8869231E-001, 1.3335266E+000, 8.3123201E-003, 2.6330772E-001, 1.4696596E-002, 3.9370464E-003, 3.7314152E-002, 3.0414192E-002, 1.2327562E-002, 4.4738536E-003, 1.3815465E-003, 1.1834251E-002, 1.3269749E-002, 7.7765471E-003, 2.6487327E-003, 1.1074002E-003
 1.9022551E+001, 5.6199845E+000, 9.7099679E-001, 8.8857281E-001, 1.3334489E+000, 8.8412360E-003, 2.6865948E-001, 1.5348158E-002, 4.1327289E-003, 3.8495703E-002, 3.1978384E-002, 1.3246086E-002, 4.9382099E-003, 1.3584780E-003, 1.2487671E-002, 1.3985893E-002, 8.2981260E-003, 3.0292784E-003, 1.3266331E-003
 2.0004031E+001, 5.6123097E+000, 9.7008071E-001, 8.8844185E-001, 1.3333673E+000, 9.6437226E-003, 2.7006807E-001, 1.5920810E-002, 4.3029539E-003, 3.9656433E-002, 3.3562330E-002, 1.4139100E-002, 5.3790513E-003, 1.4396828E-003, 1.3140204E-002, 1.4695991E-002, 8.7877949E-003, 3.3807560E-003, 1.5437697E-003
 2.1010786E+001, 5.6038503E+000, 9.6908580E-001, 8.8829520E-001, 1.3332794E+000, 1.1490097E-002, 2.6689149E-001, 1.6344267E-002, 4.4320266E-003, 4.0845429E-002, 3.5071605E-002, 1.5059553E-002, 5.9135242E-003, 1.6808072E-003, 1.3831971E-002, 1.5385534E-002, 9.2694278E-003, 3.7674061E-003, 1.7627425E-003
 2.2011658E+001, 5.5936714E+000, 9.6794176E-001, 8.8812464E-001, 1.3331814E+000, 1.3759833E-002, 2.7148304E-001, 1.6917092E-002, 4.5945255E-003, 4.2657738E-002, 3.6878615E-002, 1.6238770E-002, 6.3881273E-003, 1.9880487E-003, 1.4740923E-002, 1.6171007E-002, 9.8632343E-003, 4.1585104E-003, 1.9851820E-003
 2.3012040E+001, 5.5813537E+000, 9.6657986E-001, 8.8792194E-001, 1.3330686E+000, 1.7017639E-002, 2.7555953E-001, 1.7864380E-002, 4.8610521E-003, 4.6602312E-002, 4.1323975E-002, 1.9989492E-002, 8.1110705E-003, 3.1044909E-003, 1.6523730E-002, 1.8032872E-002, 1.2043181E-002, 5.4693973E-003, 2.6638110E-003
 2.4009887E+001, 5.5658309E+000, 9.6475845E-001, 8.8765433E-001, 1.3329180E+000, 2.3524970E-002, 2.9002054E-001, 1.9270381E-002, 5.2569250E-003, 5.9267934E-002, 5.3833367E-002, 3.2948880E-002, 1.6443499E-002, 8.3773356E-003, 2.1516320E-002, 2.4019205E-002, 2.0436920E-002, 1.0667459E-002, 6.0755842E-003
 2.5016579E+001, 5.5458350E+000, 9.6243385E-001, 8.8730294E-001, 1.3327180E+000, 2.5696246E-002, 3.1344624E-001, 2.2397010E-002, 6.3875444E-003, 6.9528368E-002, 8.2947532E-002, 7.1719977E-002, 3.4883248E-002, 1.8725889E-002, 2.9152435E-002, 4.2116337E-002, 4.1584453E-002, 2.0372138E-002, 1.4265879E-002
 2.6011060E+001, 5.5221439E+000, 9.5950976E-001, 8.8684318E-001, 1.3324494E+000, 3.1855877E-002, 3.1993833E-001, 2.9879224E-002, 9.4619166E-003, 1.0282009E-001, 1.3969411E-001, 1.5306963E-001, 1.0553363E-001, 5.8822709E-002, 5.7204773E-002, 7.9289842E-002, 7.2682664E-002, 5.7266663E-002, 4.9723005E-002
 2.7000627E+001, 5.4946015E+000, 9.5566677E-001, 8.8621303E-001, 1.3320687E+000, 3.4131707E-002, 3.2495347E-001, 4.0834050E-002, 1.3451424E-002, 1.3954522E-001, 1.8939832E-001, 2.1731290E-001, 1.6580855E-001, 9.6506555E-002, 8.6821539E-002, 1.0696038E-001, 9.9809719E-002, 8.8098742E-002, 7.6017978E-002
 2.8002249E+001, 5.4635507E+000, 9.5142636E-001, 8.8545931E-001, 1.3316138E+000, 3.7218709E-002, 3.3971030E-001, 5.4195141E-002, 1.7604881E-002, 1.6619723E-001, 2.3958223E-001, 2.9561181E-001, 2.3784344E-001, 1.4072898E-001, 1.1227660E-001, 1.3680644E-001, 1.3726379E-001, 1.2424153E-001, 1.0187406E-001
 2.9007102E+001, 5.4299147E+000, 9.4697438E-001, 8.8465051E-001, 1.3311338E+000, 4.1865019E-002, 3.5601474E-001, 6.0281349E-002, 2.1006938E-002, 1.7815974E-001, 2.6692409E-001, 3.2886623E-001, 2.6044535E-001, 1.5564977E-001, 1.2402167E-001, 1.5372930E-001, 1.5549111E-001, 1.3709901E-001, 1.1151899E-001
 3.0003157E+001, 5.3941807E+000, 9.4230090E-001, 8.8382768E-001, 1.3306534E+000, 4.1542277E-002, 3.6961230E-001, 6.8670318E-002, 2.5632695E-002, 1.7431513E-001, 2.6816661E-001, 3.2093970E-001, 2.3657977E-001, 1.3974902E-001, 1.2199873E-001, 1.5113765E-001, 1.4966519E-001, 1.2681503E-001, 1.0380458E-001
 3.1008053E+001, 5.3576356E+000, 9.3765474E-001, 8.8300909E-001, 1.3301876E+000, 3.9003588E-002, 2.8917481E-001, 7.2538805E-002, 2.8415074E-002, 1.7105157E-001, 2.7732846E-001, 3.2762030E-001, 2.6754094E-001, 1.6568036E-001, 1.2221175E-001, 1.5267923E-001, 1.5680664E-001, 1.3942910E-001, 1.1289368E-001
 3.2002879E+001, 5.3244747E+000, 9.3335701E-001, 8.8222055E-001, 1.3297448E+000, 2.9751489E-002, 1.8835917E-001, 7.1535302E-002, 2.9802470E-002, 1.6764969E-001, 2.9779583E-001, 3.6396846E-001, 2.7081814E-001, 1.6345541E-001, 1.2735852E-001, 1.6474151E-001, 1.7086657E-001, 1.4140325E-001, 1.1689872E-001
 3.3003778E+001, 5.2983277E+000, 9.2985385E-001, 8.8154095E-001, 1.3293721E+000, 2.6135885E-002, 1.4671565E-001, 4.8626449E-002, 1.9255702E-002, 1.0225752E-001, 1.8949177E-001, 2.2326290E-001, 1.5461626E-001, 9.6445865E-002, 7.4881573E-002, 9.9440054E-002, 1.0487094E-001, 8.2750911E-002, 7.1049342E-002
 3.4004887E+001, 5.2768450E+000, 9.2691481E-001, 8.8091753E-001, 1.3290316E+000, 2.3246036E-002, 1.2252831E-001, 3.4741707E-002, 1.2552763E-002, 8.6778652E-002, 1.6729127E-001, 2.0217899E-001, 1.3897669E-001, 8.4348916E-002, 6.3126205E-002, 8.9025126E-002, 9.3135296E-002, 7.6100950E-002, 6.5415409E-002
 3.5003667E+001, 5.2581490E+000, 9.2420834E-001, 8.8030126E-001, 1.3286881E+000, 1.7676396E-002, 1.0862846E-001, 3.4730725E-002, 1.2699070E-002, 8.2402001E-002, 1.6258598E-001, 2.0088581E-001, 1.4080882E-001, 8.5330195E-002, 6.0289934E-002, 8.6992883E-002, 9.2091089E-002, 7.3852064E-002, 6.5833795E-002
 3.6005143E+001, 5.2433458E+000, 9.2173244E-001, 8.7970555E-001, 1.3283504E+000, 1.2849391E-002, 9.6262267E-002, 3.1387891E-002, 1.1585519E-002, 6.9031121E-002, 1.3468963E-001, 1.6752743E-001, 1.3319708E-001, 8.3535208E-002, 5.0156037E-002, 7.0353240E-002, 7.5781787E-002, 6.7711575E-002, 6.3856322E-002
 3.7006803E+001, 5.2326498E+000, 9.1997868E-001, 8.7918248E-001, 1.3280518E+000, 9.6932344E-003, 8.7319965E-002, 2.1569584E-002, 7.2771644E-003, 4.0519546E-002, 7.9047444E-002, 8.7002097E-002, 6.8457050E-002, 4.4523765E-002, 2.5783268E-002, 3.6775224E-002, 4.2364850E-002, 3.5813875E-002, 3.0982530E-002
 3.8007199E+001, 5.2249244E+000, 9.1863962E-001, 8.7870379E-001, 1.3277725E+000, 6.2781555E-003, 7.9215398E-002, 1.8313712E-002, 6.0827017E-003, 3.4385530E-002, 6.7077701E-002, 7.2489553E-002, 5.9404576E-002, 3.7315009E-002, 2.1038964E-002, 3.1437947E-002, 3.5430877E-002, 3.0356736E-002, 2.6270363E-002
 3.9012180E+001, 5.2200793E+000, 9.1771003E-001, 8.7828604E-001, 1.3275231E+000, 4.5692450E-003, 7.2745558E-002, 1.4556450E-002, 4.6167358E-003, 2.2138592E-002, 3.9543530E-002, 3.2030670E-002, 2.5204342E-002, 1.6462325E-002, 1.1798886E-002, 1.5445013E-002, 1.5629516E-002, 1.4251739E-002, 1.0106556E-002
 4.0004101E+001, 5.2167577E+000, 9.1701184E-001, 8.7791208E-001, 1.3272928E+000, 3.6715772E-003, 6.7173385E-002, 1.2958661E-002, 4.0039897E-003, 1.7695176E-002, 3.0171077E-002, 1.9422433E-002, 1.2133106E-002, 7.9377728E-003, 8.7675552E-003, 1.0244487E-002, 8.9255538E-003, 7.7812057E-003, 4.1970219E-003
 4.1007790E+001, 5.2141936E+000, 9.1645268E-001, 8.7756989E-001, 1.3270748E+000, 3.0799550E-003, 6.2331902E-002, 1.2021507E-002, 3.6795395E-003, 1.5684026E-002, 2.6752513E-002, 1.6153655E-002, 8.5866001E-003, 5.0151760E-003, 7.4504229E-003, 8.6194363E-003, 6.9980221E-003, 5.6514839E-003, 2.4285909E-003
 4.2006435E+001, 5.2120918E+000, 9.1598545E-001, 8.7725211E-001, 1.3268655E+000, 2.6549740E-003, 5.8023707E-002, 1.1303051E-002, 3.4418827E-003, 1.4287205E-002, 2.4637490E-002, 1.4491023E-002, 7.1844990E-003, 3.8098256E-003, 6.5751847E-003, 7.6212918E-003, 6.0381756E-003, 4.7187570E-003, 1.6458817E-003
 4.3003231E+001, 5.2103284E+000, 9.1558835E-001, 8.7695687E-001, 1.3266646E+000, 2.3331729E-003, 5.4081115E-002, 1.0650199E-002, 3.2350357E-003, 1.3091539E-002, 2.2892496E-002, 1.3253037E-002, 6.2707752E-003, 3.0865234E-003, 5.8512387E-003, 6.8316513E-003, 5.3288424E-003, 4.0522771E-003, 1.1351257E-003
 4.4000027E+001, 5.2088125E+000, 9.1524402E-001, 8.7668036E-001, 1.3264702E+000, 2.0788584E-003, 5.0578891E-002, 1.0054414E-002, 3.0464151E-003, 1.2035058E-002, 2.1341851E-002, 1.2226374E-002, 5.5617437E-003, 2.5265829E-003, 5.2193392E-003, 6.1474464E-003, 4.7577750E-003, 3.5415991E-003, 7.5033820E-004
 4.5000892E+001, 5.2074859E+000, 9.1494094E-001, 8.7641976E-001, 1.3262813E+000, 1.8729962E-003, 4.7386803E-002, 9.4967966E-003, 2.8821018E-003, 1.1088421E-002, 1.9979312E-002, 1.1331089E-002, 5.0363103E-003, 2.1240666E-003, 4.6606023E-003, 5.5448573E-003, 4.2933310E-003, 3.1347035E-003, 4.6355361E-004
 4.6007860E+001, 5.2063064E+000, 9.1467051E-001, 8.7617244E-001, 1.3260965E+000, 1.7028954E-003, 4.4507549E-002, 8.9885897E-003, 2.7270498E-003, 1.0233738E-002, 1.8738042E-002, 1.0529180E-002, 4.5355338E-003, 1.8036918E-003, 4.1685301E-003, 5.0026538E-003, 3.8701949E-003, 2.7753727E-003, 1.9705648E-004
 4.7020387E+001, 5.2052454E+000, 9.1442685E-001, 8.7593674E-001, 1.3259152E+000, 1.5589616E-003, 4.1845966E-002, 8.5008594E-003, 2.5818876E-003, 9.4430239E-003, 1.7539055E-002, 9.7511338E-003, 4.0670433E-003, 1.4817086E-003, 3.6844085E-003, 4.4885248E-003, 3.4563548E-003, 2.4168144E-003,-2.5698482E-005
 4.8007156E+001, 5.2042995E+000, 9.1420947E-001, 8.7571541E-001, 1.3257402E+000, 1.4392080E-003, 3.9383755E-002, 8.0657628E-003, 2.4439910E-003, 8.7459863E-003, 1.6497603E-002, 9.0933903E-003, 3.7162287E-003, 1.2347102E-003, 3.2773172E-003, 4.0397441E-003, 3.1072135E-003, 2.1325829E-003,-2.2520417E-004
 4.9013926E+001, 5.2034420E+000, 9.1401243E-001, 8.7550507E-001, 1.3255694E+000, 1.3337513E-003, 3.7164929E-002, 7.6409361E-003, 2.3141437E-003, 8.0830393E-003, 1.5506675E-002, 8.4794200E-003, 3.3145583E-003, 1.0238533E-003, 2.8920572E-003, 3.6305208E-003, 2.7890246E-003, 1.8484970E-003,-4.1152714E-004
 5.0009237E+001, 5.2026557E+000, 9.1383189E-001, 8.7530375E-001, 1.3254018E+000, 1.2437744E-003, 3.5064302E-002, 7.2550416E-003, 2.1870024E-003, 7.4531643E-003, 1.4531696E-002, 7.8564110E-003, 2.9909152E-003, 8.0336320E-004, 2.5215360E-003, 3.2227917E-003, 2.4523758E-003, 1.5877592E-003,-5.5545538E-004
 5.1025876E+001, 5.2019297E+000, 9.1366544E-001, 8.7511041E-001, 1.3252369E+000, 1.1630882E-003, 3.3093836E-002, 6.9035795E-003, 2.0735683E-003, 6.8933572E-003, 1.3685407E-002, 7.3110841E-003, 2.6574493E-003, 5.9881732E-004, 2.1902088E-003, 2.8660687E-003, 2.1704534E-003, 1.3312298E-003,-7.1000524E-004
 5.2010077E+001, 5.2012619E+000, 9.1351269E-001, 8.7492615E-001, 1.3250760E+000, 1.0945462E-003, 3.1330922E-002, 6.5704847E-003, 1.9683417E-003, 6.3498787E-003, 1.2854671E-002, 6.7826966E-003, 2.3602720E-003, 4.0529372E-004, 1.8778840E-003, 2.5291884E-003, 1.8765253E-003, 1.1065416E-003,-8.5572887E-004
 5.3016653E+001, 5.2006456E+000, 9.1337209E-001, 8.7475050E-001, 1.3249192E+000, 1.0323136E-003, 2.9689877E-002, 6.2534996E-003, 1.8645146E-003, 5.8371209E-003, 1.2067975E-002, 6.2667886E-003, 2.0453211E-003, 2.2190557E-004, 1.5814102E-003, 2.2017341E-003, 1.5994407E-003, 8.5584145E-004,-9.9730845E-004
 5.4002739E+001, 5.2000708E+000, 9.1324134E-001, 8.7458177E-001, 1.3247653E+000, 9.7770025E-004, 2.8135478E-002, 5.9780891E-003, 1.7768222E-003, 5.3891759E-003, 1.1373781E-002, 5.8255165E-003, 1.7799241E-003, 4.9016284E-005, 1.3158450E-003, 1.9255294E-003, 1.3618689E-003, 6.6636466E-004,-1.0990839E-003
 5.5016999E+001, 5.1995302E+000, 9.1311881E-001, 8.7441874E-001, 1.3246136E+000, 9.2737790E-004, 2.6725783E-002, 5.7094661E-003, 1.6899869E-003, 4.9521846E-003, 1.0707712E-002, 5.3853767E-003, 1.4956255E-003,-1.4311905E-004, 1.0686855E-003, 1.6510809E-003, 1.1336631E-003, 4.5379305E-004,-1.2285554E-003
 5.6003084E+001, 5.1990225E+000, 9.1300415E-001, 8.7426176E-001, 1.3244646E+000, 8.8336701E-004, 2.5403363E-002, 5.4496755E-003, 1.6091878E-003, 4.5427963E-003, 1.0064945E-002, 4.9687260E-003, 1.2562792E-003,-3.1296757E-004, 8.3171679E-004, 1.3920322E-003, 8.9470041E-004, 2.7398257E-004,-1.3490093E-003
 5.7017344E+001, 5.1985442E+000, 9.1289657E-001, 8.7411051E-001, 1.3243182E+000, 8.4242178E-004, 2.4081594E-002, 5.1925744E-003, 1.5319408E-003, 4.1527347E-003, 9.4620901E-003, 4.6019449E-003, 1.0094628E-003,-4.6500339E-004, 6.0381211E-004, 1.1588616E-003, 7.0210525E-004, 8.0961720E-005,-1.4612148E-003
 5.8003430E+001, 5.1980920E+000, 9.1279529E-001, 8.7396455E-001, 1.3241744E+000, 8.0644672E-004, 2.2854469E-002, 4.9558482E-003, 1.4595389E-003, 3.7793066E-003, 8.8847771E-003, 4.2167491E-003, 7.6331826E-004,-6.2619790E-004, 3.9462101E-004, 9.2470098E-004, 4.8930326E-004,-1.0080182E-004,-1.5760528E-003
 5.9009237E+001, 5.1976656E+000, 9.1270022E-001, 8.7382436E-001, 1.3240338E+000, 7.7300829E-004, 2.1757679E-002, 4.7408105E-003, 1.3963610E-003, 3.4481039E-003, 8.3682327E-003, 3.9033137E-003, 5.6477673E-004,-7.6656784E-004, 2.0513668E-004, 7.1784358E-004, 3.0936395E-004,-2.5758101E-004,-1.6649595E-003
 6.0000000E+001, 5.1972584E+000, 9.1260987E-001, 8.7368826E-001, 1.3238949E+000, 7.4254781E-004, 2.0712291E-002, 4.5302688E-003, 1.3363894E-003, 3.1289714E-003, 7.8684865E-003, 3.5965996E-003, 3.8118911E-004,-9.0965993E-004, 2.0791248E-005, 5.2846456E-004, 1.3505595E-004,-4.1742911E-004,-1.7637763E-003
