s,kg,kg,kg,kg,,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.0002686E+001, 9.4440968E-001, 2.1596282E-001, 3.6663196E-001, 6.1301264E-001, 3.9759589E-001, 2.2389031E+002, 2.1013254E+001, 7.7979547E+000, 3.7349217E+001, 4.1214279E+001, 2.9636723E+001, 2.3671683E+001, 2.1904482E+001, 1.9613860E+001, 2.2716459E+001, 1.8724665E+001, 1.5213916E+001, 1.3637621E+001
 1.1001293E+001, 6.7839098E-001, 1.5854761E-001, 3.2745829E-001, 5.8585641E-001, 2.8959939E-001, 2.5117466E+002, 2.2351622E+001, 7.7302285E+000, 3.9087002E+001, 4.2075929E+001, 2.7185836E+001, 1.8323791E+001, 1.4599334E+001, 2.0037234E+001, 2.2236633E+001, 1.6764832E+001, 1.2472431E+001, 1.0064031E+001
 1.2000426E+001, 4.9052910E-001, 1.2051709E-001, 2.8598968E-001, 5.5882612E-001, 2.1416974E-001, 2.3218033E+002, 2.1277405E+001, 6.9273157E+000, 3.8172667E+001, 4.0790354E+001, 2.5551605E+001, 1.6054415E+001, 1.0472768E+001, 1.9191646E+001, 2.0898209E+001, 1.5434257E+001, 1.1079760E+001, 7.8413131E+000
 1.3001496E+001, 3.6518878E-001, 9.2539704E-002, 2.4806435E-001, 5.3273212E-001, 1.8607246E-001, 1.8817831E+002, 1.9724443E+001, 5.9827632E+000, 3.6056630E+001, 3.8516495E+001, 2.1553028E+001, 1.0610427E+001, 5.6006675E+000, 1.7564444E+001, 1.8800061E+001, 1.3066384E+001, 8.4107392E+000, 5.1768503E+000
 1.4003005E+001, 2.5653315E-001, 7.3355902E-002, 2.1320332E-001, 5.0784159E-001, 1.5998510E-001, 1.4844742E+002, 1.7949914E+001, 5.3191172E+000, 3.2859404E+001, 3.5545662E+001, 2.0748712E+001, 1.0642020E+001, 5.3178020E+000, 1.5962358E+001, 1.6902323E+001, 1.2151019E+001, 8.4100402E+000, 5.0285702E+000
 1.5003747E+001, 1.5988634E-001, 5.5706593E-002, 1.8291970E-001, 4.8488908E-001, 1.2872803E-001, 1.1040382E+002, 1.5232237E+001, 4.5135164E+000, 2.7453743E+001, 3.0226032E+001, 1.8265293E+001, 9.3076022E+000, 4.8077025E+000, 1.3413819E+001, 1.4151186E+001, 1.0607371E+001, 7.3360399E+000, 4.3920162E+000
 1.6004952E+001, 9.4666274E-002, 3.7213886E-002, 1.5604524E-001, 4.6469283E-001, 9.2129531E-002, 5.5994575E+001, 1.0900576E+001, 3.2966643E+000, 1.9082070E+001, 2.2456481E+001, 1.4542063E+001, 7.7921197E+000, 3.9609694E+000, 9.9026897E+000, 1.0440967E+001, 8.2166362E+000, 5.9377149E+000, 3.4599686E+000
 1.7000727E+001, 5.4263936E-002, 2.2778632E-002, 1.3551053E-001, 4.4763159E-001, 4.8511201E-002, 2.3155693E+001, 5.6640127E+000, 1.7119228E+000, 1.0206677E+001, 1.3175751E+001, 9.2643819E+000, 5.6319733E+000, 3.1978695E+000, 5.5816821E+000, 6.0818813E+000, 5.2239722E+000, 4.0405905E+000, 2.4790932E+000
 1.8004835E+001, 3.8144801E-002, 1.2921834E-002, 1.2348032E-001, 4.3371327E-001, 2.7333161E-002, 8.9305595E+000, 2.1801982E+000, 6.5194417E-001, 4.2532308E+000, 5.7034288E+000, 4.3113870E+000, 2.8197772E+000, 1.6894697E+000, 2.2512154E+000, 2.7129833E+000, 2.4580563E+000, 1.8708488E+000, 1.2167002E+000
 1.9003192E+001, 3.3705200E-002, 8.0866608E-003, 1.1513310E-001, 4.2284569E-001, 1.6988328E-002, 5.1213171E+000, 9.7967771E-001, 2.7471746E-001, 2.1054089E+000, 2.7195344E+000, 2.2219612E+000, 1.4708454E+000, 9.1256892E-001, 1.1114435E+000, 1.3949525E+000, 1.2499292E+000, 9.2324432E-001, 6.4266116E-001
 2.0003839E+001, 3.2591053E-002, 6.4231393E-003, 1.0873437E-001, 4.1448942E-001, 1.2155848E-002, 4.9339055E+000, 6.4958889E-001, 1.7900507E-001, 1.3219576E+000, 1.5478749E+000, 1.2498831E+000, 7.9563250E-001, 4.8785342E-001, 6.7167885E-001, 7.9794975E-001, 6.8145135E-001, 4.9566917E-001, 3.5288990E-001
 2.1004794E+001, 3.2441094E-002, 5.9376300E-003, 1.0340739E-001, 4.0788093E-001, 1.0518698E-002, 5.2656922E+000, 5.3933721E-001, 1.4640954E-001, 1.0744843E+000, 1.1885199E+000, 8.3488061E-001, 4.8093855E-001, 2.7831778E-001, 5.2081365E-001, 5.8950355E-001, 4.7229252E-001, 3.3253683E-001, 2.2483131E-001
 2.2007843E+001, 3.2440928E-002, 5.8278313E-003, 9.8494031E-002, 4.0233318E-001, 9.6453351E-003, 5.2081767E+000, 5.1126743E-001, 1.3513264E-001, 1.0185015E+000, 1.0965109E+000, 7.0458357E-001, 3.7722565E-001, 2.0646234E-001, 4.7769081E-001, 5.2589778E-001, 4.0678926E-001, 2.8235865E-001, 1.8599354E-001
 2.3010896E+001, 3.2440873E-002, 5.7911864E-003, 9.3919249E-002, 3.9720781E-001, 9.4709843E-003, 4.8196126E+000, 4.9370236E-001, 1.3042714E-001, 9.9541988E-001, 1.0662159E+000, 6.6132249E-001, 3.4126869E-001, 1.8548805E-001, 4.6463914E-001, 5.0823967E-001, 3.8567801E-001, 2.6279365E-001, 1.7117855E-001
 2.4002420E+001, 3.2440851E-002, 5.7757798E-003, 8.9651146E-002, 3.9200622E-001, 9.8090090E-003, 4.6171485E+000, 4.8689166E-001, 1.2866198E-001, 9.9556121E-001, 1.0698221E+000, 6.6037116E-001, 3.4441066E-001, 1.8423676E-001, 4.6748148E-001, 5.1009602E-001, 3.8648271E-001, 2.6428935E-001, 1.7162423E-001
 2.5005473E+001, 3.2440843E-002, 5.7745405E-003, 8.5659433E-002, 3.8618885E-001, 1.0480982E-002, 4.6126477E+000, 5.0686529E-001, 1.3538453E-001, 1.0296131E+000, 1.1231983E+000, 7.0101150E-001, 3.6301179E-001, 1.9571328E-001, 4.8921737E-001, 5.3277157E-001, 4.0663238E-001, 2.7959119E-001, 1.8175285E-001
 2.6004493E+001, 3.2440839E-002, 5.7744775E-003, 8.1882176E-002, 3.7951863E-001, 1.0651114E-002, 4.6501369E+000, 5.4401495E-001, 1.4406129E-001, 1.0863716E+000, 1.2088637E+000, 7.7884066E-001, 4.1021284E-001, 2.2417425E-001, 5.2414363E-001, 5.6774331E-001, 4.4264684E-001, 3.1253965E-001, 2.0272703E-001
 2.7000803E+001, 3.2440837E-002, 5.7744532E-003, 7.8272119E-002, 3.7261445E-001, 9.6385081E-003, 4.6001490E+000, 5.5936355E-001, 1.4790425E-001, 1.0938626E+000, 1.2255733E+000, 8.1011263E-001, 4.4015054E-001, 2.4590632E-001, 5.2913526E-001, 5.7360784E-001, 4.5520156E-001, 3.2968406E-001, 2.1370295E-001
 2.8002264E+001, 3.2440836E-002, 5.7744429E-003, 7.4788166E-002, 3.6648127E-001, 8.5038294E-003, 4.4928073E+000, 5.2151396E-001, 1.3715064E-001, 1.0337097E+000, 1.1367626E+000, 7.5068736E-001, 4.1053698E-001, 2.2852533E-001, 4.9386062E-001, 5.3848715E-001, 4.2412526E-001, 3.0626088E-001, 1.9907263E-001
 2.9000333E+001, 3.2440835E-002, 5.7744381E-003, 7.1401859E-002, 3.6136260E-001, 7.5688332E-003, 4.4916923E+000, 4.7200647E-001, 1.2506316E-001, 9.6342709E-001, 1.0326648E+000, 6.6060490E-001, 3.5251542E-001, 1.9303759E-001, 4.5176328E-001, 4.9407363E-001, 3.8034438E-001, 2.6639868E-001, 1.7491539E-001
 3.0000000E+001, 3.2440835E-002, 5.7744356E-003, 6.8082495E-002, 3.5709980E-001, 6.8904573E-003, 4.5254636E+000, 4.3727402E-001, 1.1576940E-001, 9.1290438E-001, 9.5906697E-001, 5.8829982E-001, 3.0893607E-001, 1.6740811E-001, 4.2182704E-001, 4.6220199E-001, 3.4537283E-001, 2.3803589E-001, 1.5731782E-001
