s,kg,kg,kg,kg,,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.0002346E+001, 4.7304608E+000, 8.6511337E-001, 8.5519290E-001, 1.2979916E+000, 3.3881296E-001, 1.7938163E+001, 1.1974570E+000, 4.2206495E-001, 3.9556174E+000, 3.1642035E+000, 2.2491341E+000, 1.8400229E+000, 1.4195386E+000, 1.4358475E+000, 1.6929938E+000, 1.5602089E+000, 1.1488490E+000, 9.5459800E-001
 1.1002942E+001, 4.4409331E+000, 8.2517112E-001, 8.4633673E-001, 1.2917105E+000, 3.9848798E-001, 2.2974853E+001, 1.7997588E+000, 6.9140871E-001, 5.3883746E+000, 4.3578278E+000, 3.3074860E+000, 2.9948483E+000, 2.7602521E+000, 2.0925606E+000, 2.4946259E+000, 2.3609339E+000, 1.9035498E+000, 1.7965961E+000
 1.2000343E+001, 4.1055603E+000, 7.7674033E-001, 8.3320149E-001, 1.2828786E+000, 4.5576113E-001, 4.1017090E+001, 2.7780002E+000, 1.0894082E+000, 7.3286622E+000, 6.0670387E+000, 4.7499527E+000, 4.6238839E+000, 4.5153082E+000, 2.9906188E+000, 3.6136727E+000, 3.3365808E+000, 2.8603454E+000, 2.7579592E+000
 1.3001006E+001, 3.7285548E+000, 7.2123965E-001, 8.1410337E-001, 1.2704447E+000, 5.1071058E-001, 5.8912349E+001, 3.9574000E+000, 1.7413046E+000, 9.7740720E+000, 8.3997066E+000, 6.7989243E+000, 7.1716308E+000, 8.0119022E+000, 4.3535265E+000, 5.2498062E+000, 4.9176314E+000, 4.4017069E+000, 4.4998775E+000
 1.4000373E+001, 3.3187210E+000, 6.5827185E-001, 7.8958383E-001, 1.2537687E+000, 5.6854148E-001, 6.2452895E+001, 6.4699998E+000, 2.7483788E+000, 1.3428291E+001, 1.3303111E+001, 1.1609237E+001, 1.0879001E+001, 1.0297010E+001, 6.6588659E+000, 8.1817421E+000, 7.6208653E+000, 6.5822814E+000, 6.1484419E+000
 1.5001728E+001, 2.8705841E+000, 5.8893626E-001, 7.6090552E-001, 1.2325143E+000, 6.2329945E-001, 8.3513648E+001, 9.3825140E+000, 3.9394838E+000, 1.7740989E+001, 1.8480577E+001, 1.5200813E+001, 1.3496662E+001, 1.2141957E+001, 9.1711448E+000, 1.1079910E+001, 9.7845738E+000, 8.1505508E+000, 7.4182820E+000
 1.6003150E+001, 2.3902257E+000, 5.1403398E-001, 7.2665563E-001, 1.2060071E+000, 6.4169788E-001, 1.2771158E+002, 1.2636505E+001, 5.1438969E+000, 2.2468438E+001, 2.4556393E+001, 1.8844569E+001, 1.5875505E+001, 1.3827572E+001, 1.2007393E+001, 1.4351275E+001, 1.2042484E+001, 9.8625754E+000, 8.7489857E+000
 1.7001314E+001, 1.9286473E+000, 4.3262879E-001, 6.8524029E-001, 1.1744577E+000, 5.1759844E-001, 1.9772325E+002, 1.6275286E+001, 6.5432014E+000, 2.8032806E+001, 3.1693720E+001, 2.3752958E+001, 1.9926068E+001, 1.7860476E+001, 1.5482345E+001, 1.8169008E+001, 1.4914246E+001, 1.2326287E+001, 1.1212681E+001
 1.8000091E+001, 1.5734722E+000, 3.5168996E-001, 6.3707129E-001, 1.1387200E+000, 4.3759104E-001, 2.0791827E+002, 1.7471681E+001, 6.3848958E+000, 3.0454645E+001, 3.4235117E+001, 2.2973598E+001, 1.7033881E+001, 1.4482758E+001, 1.6842763E+001, 1.9142688E+001, 1.4629879E+001, 1.1302365E+001, 9.9169909E+000
 1.9002291E+001, 1.2888425E+000, 2.8925843E-001, 5.8528289E-001, 1.1002560E+000, 3.6937221E-001, 2.1972296E+002, 1.8840377E+001, 6.5124894E+000, 3.2906172E+001, 3.6648722E+001, 2.2491687E+001, 1.5984020E+001, 1.2632031E+001, 1.7885635E+001, 1.9562300E+001, 1.4220550E+001, 1.0690120E+001, 8.5665003E+000
 2.0003981E+001, 1.0515263E+000, 2.4175679E-001, 5.3362260E-001, 1.0606860E+000, 3.4552417E-001, 1.6690415E+002, 2.0113321E+001, 6.7822512E+000, 3.4473586E+001, 3.9361491E+001, 2.3262935E+001, 1.4834887E+001, 1.1796436E+001, 1.8696054E+001, 2.0183626E+001, 1.4374099E+001, 1.0336639E+001, 7.9335288E+000
 2.1000663E+001, 8.4435291E-001, 2.0127714E-001, 4.8328184E-001, 1.0206783E+000, 2.9083579E-001, 1.4830812E+002, 2.1086605E+001, 7.0255607E+000, 3.5729431E+001, 4.1674430E+001, 2.5232756E+001, 1.5177062E+001, 9.3859766E+000, 1.9277040E+001, 2.0691507E+001, 1.5037905E+001, 1.0653538E+001, 7.3050344E+000
 2.2000803E+001, 6.7246637E-001, 1.6669944E-001, 4.3577247E-001, 9.8145839E-001, 2.4898211E-001, 1.5837069E+002, 2.0036440E+001, 6.2687230E+000, 3.4393307E+001, 3.9711241E+001, 2.3556356E+001, 1.3797770E+001, 8.8567147E+000, 1.8278602E+001, 1.9184101E+001, 1.4063529E+001, 1.0047419E+001, 6.7124224E+000
 2.3002697E+001, 5.3315800E-001, 1.3776379E-001, 3.9204199E-001, 9.4448058E-001, 1.9950182E-001, 1.4281964E+002, 1.8503434E+001, 5.8044679E+000, 3.2376680E+001, 3.7416359E+001, 2.2344250E+001, 1.1603076E+001, 6.5693567E+000, 1.6666284E+001, 1.7548848E+001, 1.3101130E+001, 8.9439017E+000, 5.5819661E+000
 2.4001573E+001, 4.2652252E-001, 1.1320746E-001, 3.5368315E-001, 9.1131014E-001, 1.6001559E-001, 1.1329492E+002, 1.5682410E+001, 4.7663317E+000, 2.7823026E+001, 3.2295523E+001, 2.0072536E+001, 1.0627487E+001, 5.3932059E+000, 1.4189416E+001, 1.4849446E+001, 1.1513969E+001, 8.1998663E+000, 4.8821743E+000
 2.5002860E+001, 3.4458565E-001, 9.1701051E-002, 3.1993455E-001, 8.8222779E-001, 1.4077726E-001, 7.5478111E+001, 1.2689403E+001, 3.8087650E+000, 2.2608766E+001, 2.6971139E+001, 1.7125753E+001, 9.1872583E+000, 5.1349469E+000, 1.1676187E+001, 1.2289996E+001, 9.8729351E+000, 7.0988800E+000, 4.3465688E+000
 2.6000137E+001, 2.8223616E-001, 7.3995317E-002, 2.8904490E-001, 8.5717171E-001, 1.0483650E-001, 4.8224118E+001, 9.6292218E+000, 2.8585753E+000, 1.7357909E+001, 2.1606045E+001, 1.4407374E+001, 7.9786311E+000, 4.2616237E+000, 8.9273919E+000, 9.7333849E+000, 8.2667909E+000, 6.0682515E+000, 3.6444002E+000
 2.7002513E+001, 2.3907762E-001, 6.0812309E-002, 2.6162145E-001, 8.3546461E-001, 7.0924845E-002, 4.1088025E+001, 6.5315098E+000, 1.8702597E+000, 1.2484033E+001, 1.5561554E+001, 1.0558878E+001, 6.0438606E+000, 3.2665231E+000, 5.9687720E+000, 6.8714775E+000, 6.1691215E+000, 4.4862229E+000, 2.7431148E+000
 2.8003609E+001, 2.1647560E-001, 5.1276666E-002, 2.4080975E-001, 8.1698491E-001, 4.9671293E-002, 1.8464980E+001, 3.4442328E+000, 9.9310300E-001, 7.9488544E+000, 1.0109145E+001, 7.0876169E+000, 4.3332881E+000, 2.4347019E+000, 3.5118913E+000, 4.4607037E+000, 4.2560641E+000, 3.0545031E+000, 1.9612158E+000
 2.9001908E+001, 2.0371865E-001, 4.4706235E-002, 2.2631594E-001, 8.0166694E-001, 3.1993349E-002, 1.7638421E+001, 2.2831237E+000, 5.8492706E-001, 5.9275004E+000, 7.1853734E+000, 4.9446112E+000, 3.0390625E+000, 1.6971352E+000, 2.4574377E+000, 3.2471013E+000, 3.0850199E+000, 2.1287515E+000, 1.4290749E+000
 3.0000536E+001, 1.9810452E-001, 4.1514244E-002, 2.1479935E-001, 7.8908868E-001, 2.5119592E-002, 1.0702694E+001, 1.4139539E+000, 3.7149342E-001, 4.3661174E+000, 5.0621315E+000, 3.5157513E+000, 2.1136041E+000, 1.1859147E+000, 1.7367489E+000, 2.3466558E+000, 2.2277998E+000, 1.4553672E+000, 1.0223440E+000
 3.1004550E+001, 1.9534422E-001, 3.9585995E-002, 2.0494260E-001, 7.7873289E-001, 1.8125683E-002, 7.0498347E+000, 9.3154782E-001, 2.4202898E-001, 2.2052434E+000, 2.6538038E+000, 2.0386126E+000, 1.2940158E+000, 7.3789506E-001, 1.0347155E+000, 1.3254774E+000, 1.1836227E+000, 8.5678660E-001, 6.0590058E-001
 3.2007706E+001, 1.9423517E-001, 3.8577784E-002, 1.9674983E-001, 7.7044567E-001, 1.4545033E-002, 5.3107551E+000, 5.5940566E-001, 1.4772532E-001, 1.1733359E+000, 1.3428710E+000, 1.0594073E+000, 6.4272545E-001, 3.8347252E-001, 5.8867750E-001, 7.0920342E-001, 5.8945903E-001, 4.0446046E-001, 2.9948588E-001
 3.3006369E+001, 1.9378067E-001, 3.7895950E-002, 1.8988627E-001, 7.6382455E-001, 1.1811590E-002, 5.0534652E+000, 4.6224958E-001, 1.2437744E-001, 9.7255308E-001, 1.0444519E+000, 7.1162777E-001, 4.2602319E-001, 2.3143578E-001, 4.6779604E-001, 5.2741554E-001, 4.0584255E-001, 2.8676634E-001, 2.0110540E-001
 3.4006765E+001, 1.9373844E-001, 3.7603121E-002, 1.8370271E-001, 7.5840403E-001, 1.0656219E-002, 4.9329978E+000, 3.9898855E-001, 1.0826101E-001, 8.4647268E-001, 8.8004792E-001, 5.3113806E-001, 2.9461820E-001, 1.5768690E-001, 3.9939110E-001, 4.3327022E-001, 3.1296085E-001, 2.1833663E-001, 1.4576348E-001
 3.5011127E+001, 1.9372766E-001, 3.7361321E-002, 1.7794685E-001, 7.5378429E-001, 9.4071452E-003, 5.6972185E+000, 3.7724107E-001, 1.0129145E-001, 8.2003943E-001, 8.3185510E-001, 4.7379721E-001, 2.4825442E-001, 1.3402957E-001, 3.7923242E-001, 4.0644745E-001, 2.8727557E-001, 1.9841066E-001, 1.2942802E-001
 3.6010260E+001, 1.9372095E-001, 3.7289012E-002, 1.7260382E-001, 7.4976643E-001, 8.5739441E-003, 4.9113725E+000, 3.4974859E-001, 9.3194519E-002, 7.7833369E-001, 7.7838305E-001, 4.1820666E-001, 2.1301496E-001, 1.1427188E-001, 3.5635016E-001, 3.8362844E-001, 2.6293077E-001, 1.7768640E-001, 1.1506123E-001
 3.7009262E+001, 1.9371639E-001, 3.7257081E-002, 1.6759019E-001, 7.4622248E-001, 8.0408000E-003, 4.9087620E+000, 3.3694147E-001, 9.0081942E-002, 7.5132620E-001, 7.4234218E-001, 3.7693710E-001, 1.8623412E-001, 1.0103478E-001, 3.4018866E-001, 3.6892821E-001, 2.4584579E-001, 1.6000536E-001, 1.0324954E-001
 3.8008264E+001, 1.9371304E-001, 3.7234465E-002, 1.6272940E-001, 7.4307780E-001, 7.5520295E-003, 4.8484310E+000, 3.3204663E-001, 8.8721695E-002, 7.3856620E-001, 7.2924480E-001, 3.6748619E-001, 1.8244434E-001, 9.7069705E-002, 3.3387608E-001, 3.6260944E-001, 2.4102876E-001, 1.5688682E-001, 1.0153874E-001
 3.9007266E+001, 1.9371043E-001, 3.7227045E-002, 1.5801751E-001, 7.4026117E-001, 7.0158182E-003, 4.7448990E+000, 3.2873091E-001, 8.7932337E-002, 7.1738027E-001, 7.1283046E-001, 3.6008348E-001, 1.7978250E-001, 9.5441882E-002, 3.2648479E-001, 3.5436169E-001, 2.3586768E-001, 1.5354708E-001, 9.9435647E-002
 4.0006268E+001, 1.9370830E-001, 3.7224141E-002, 1.5356789E-001, 7.3771319E-001, 6.4145611E-003, 4.4578131E+000, 3.2052373E-001, 8.6641312E-002, 6.9154966E-001, 6.8982530E-001, 3.4779030E-001, 1.7386048E-001, 9.2505123E-002, 3.1768109E-001, 3.4125991E-001, 2.2582614E-001, 1.4882037E-001, 9.5417982E-002
 4.1005270E+001, 1.9370651E-001, 3.7221884E-002, 1.4947762E-001, 7.3541242E-001, 5.6954416E-003, 4.0919749E+000, 3.0387433E-001, 8.3356408E-002, 6.4556042E-001, 6.5208593E-001, 3.2904205E-001, 1.6292153E-001, 8.7060800E-002, 3.0177449E-001, 3.1998423E-001, 2.1049048E-001, 1.4115291E-001, 8.8673265E-002
 4.2003191E+001, 1.9370497E-001, 3.7220087E-002, 1.4578939E-001, 7.3339201E-001, 5.0613512E-003, 3.9157721E+000, 2.8025193E-001, 7.7337287E-002, 5.8447061E-001, 6.0116683E-001, 3.0462369E-001, 1.5036612E-001, 8.0391018E-002, 2.7811336E-001, 2.9058861E-001, 1.9211720E-001, 1.3145994E-001, 8.0904426E-002
 4.3011536E+001, 1.9370361E-001, 3.7218624E-002, 1.4248041E-001, 7.3163332E-001, 4.4382313E-003, 3.6891737E+000, 2.5566653E-001, 7.0342779E-002, 5.2502780E-001, 5.4315364E-001, 2.7711232E-001, 1.3614665E-001, 7.3324563E-002, 2.5063519E-001, 2.5948057E-001, 1.7430280E-001, 1.2058312E-001, 7.2757816E-002
 4.4012788E+001, 1.9370240E-001, 3.7217412E-002, 1.3955133E-001, 7.3009493E-001, 3.9226573E-003, 3.3920827E+000, 2.3167788E-001, 6.3686899E-002, 4.7486934E-001, 4.8611303E-001, 2.5074273E-001, 1.2231726E-001, 6.5540153E-002, 2.2476555E-001, 2.3144620E-001, 1.5795825E-001, 1.0948576E-001, 6.4905566E-002
 4.5002338E+001, 1.9370130E-001, 3.7216404E-002, 1.3702396E-001, 7.2871500E-001, 3.4517330E-003, 3.1626771E+000, 2.0681644E-001, 5.7193885E-002, 4.2779841E-001, 4.2714978E-001, 2.2329853E-001, 1.0941769E-001, 5.8753447E-002, 1.9867027E-001, 2.0654116E-001, 1.4238145E-001, 9.8318184E-002, 5.7928024E-002
 4.6012172E+001, 1.9370030E-001, 3.7215541E-002, 1.3487150E-001, 7.2743143E-001, 2.9048902E-003, 3.0565525E+000, 1.7981299E-001, 5.0208621E-002, 3.8412051E-001, 3.7334154E-001, 1.9264052E-001, 9.5555497E-002, 5.1282678E-002, 1.7349744E-001, 1.8575456E-001, 1.2740770E-001, 8.6105766E-002, 5.1133006E-002
 4.7001401E+001, 1.9369937E-001, 3.7214792E-002, 1.3313751E-001, 7.2624728E-001, 2.4678112E-003, 2.9016787E+000, 1.4787122E-001, 4.1645174E-002, 3.3276283E-001, 3.1691592E-001, 1.5524610E-001, 7.8551501E-002, 4.1824746E-002, 1.4705855E-001, 1.6483142E-001, 1.0916621E-001, 6.9846054E-002, 4.2874144E-002
 4.8002359E+001, 1.9369850E-001, 3.7214138E-002, 1.3174872E-001, 7.2517482E-001, 2.1052280E-003, 2.7330560E+000, 1.2335796E-001, 3.5597358E-002, 2.8905822E-001, 2.6728590E-001, 1.2576584E-001, 6.3815552E-002, 3.3137288E-002, 1.2573417E-001, 1.4567729E-001, 9.3596510E-002, 5.5906697E-002, 3.5319069E-002
 4.9012348E+001, 1.9369768E-001, 3.7213552E-002, 1.3060890E-001, 7.2420022E-001, 1.8087334E-003, 2.5837856E+000, 1.0203313E-001, 3.0107187E-002, 2.4929143E-001, 2.2001346E-001, 1.0140845E-001, 5.1911113E-002, 2.6331902E-002, 1.0580759E-001, 1.2484111E-001, 7.8439708E-002, 4.4827418E-002, 2.9363612E-002
 5.0014059E+001, 1.9369689E-001, 3.7213026E-002, 1.2967975E-001, 7.2331075E-001, 1.5656144E-003, 2.4055070E+000, 8.3555533E-002, 2.4978522E-002, 2.1256919E-001, 1.7830665E-001, 8.2103507E-002, 4.1601760E-002, 2.0495865E-002, 8.8763618E-002, 1.0504964E-001, 6.4983488E-002, 3.5885536E-002, 2.4050073E-002
 5.1003384E+001, 1.9369616E-001, 3.7212555E-002, 1.2892221E-001, 7.2249715E-001, 1.3944451E-003, 2.2584052E+000, 7.0552107E-002, 2.1506204E-002, 1.8550384E-001, 1.4928452E-001, 6.8670096E-002, 3.4991644E-002, 1.6393697E-002, 7.6320816E-002, 9.0037139E-002, 5.5206492E-002, 2.9610495E-002, 2.0206631E-002
 5.2017115E+001, 1.9369545E-001, 3.7212124E-002, 1.2828493E-001, 7.2173704E-001, 1.2476121E-003, 2.1564626E+000, 6.1823053E-002, 1.8862534E-002, 1.6452714E-001, 1.2855790E-001, 5.8904686E-002, 3.0547380E-002, 1.3470679E-002, 6.6733196E-002, 7.8149014E-002, 4.7607874E-002, 2.5068193E-002, 1.7433507E-002
 5.3008808E+001, 1.9369477E-001, 3.7211726E-002, 1.2773822E-001, 7.2102797E-001, 1.1284320E-003, 2.0388083E+000, 5.4000033E-002, 1.6345908E-002, 1.4576144E-001, 1.1024526E-001, 5.0279113E-002, 2.6307996E-002, 1.1245100E-002, 5.7623881E-002, 6.7137882E-002, 4.1210694E-002, 2.1351612E-002, 1.5142406E-002
 5.4000502E+001, 1.9369412E-001, 3.7211363E-002, 1.2727389E-001, 7.2037263E-001, 1.0208642E-003, 1.8415937E+000, 4.8081432E-002, 1.4598193E-002, 1.3105412E-001, 9.8208444E-002, 4.3849170E-002, 2.2380654E-002, 9.5467999E-003, 5.1497197E-002, 5.9285588E-002, 3.6450483E-002, 1.8639491E-002, 1.3332859E-002
 5.5008944E+001, 1.9369349E-001, 3.7211022E-002, 1.2687441E-001, 7.1975382E-001, 9.1352697E-004, 1.7081535E+000, 4.1049118E-002, 1.2495202E-002, 1.1370294E-001, 8.5006887E-002, 3.7360196E-002, 1.8944094E-002, 8.2076409E-003, 4.3626094E-002, 5.0445761E-002, 3.1319621E-002, 1.6272146E-002, 1.1619546E-002
 5.6022234E+001, 1.9369288E-001, 3.7210699E-002, 1.2654292E-001, 7.1916774E-001, 8.0963394E-004, 1.6021296E+000, 3.4096771E-002, 1.0470740E-002, 9.7372039E-002, 7.3783507E-002, 3.2638669E-002, 1.6700688E-002, 7.3978812E-003, 3.6250275E-002, 4.2492580E-002, 2.7097998E-002, 1.4476975E-002, 1.0359410E-002
 5.7000859E+001, 1.9369229E-001, 3.7210400E-002, 1.2628026E-001, 7.1862538E-001, 7.1982764E-004, 1.3198561E+000, 2.8021732E-002, 8.6310488E-003, 8.3658260E-002, 6.3717326E-002, 2.8376668E-002, 1.4624463E-002, 6.6966201E-003, 3.0405153E-002, 3.5815330E-002, 2.3333875E-002, 1.2760787E-002, 9.1782646E-003
 5.8027482E+001, 1.9369172E-001, 3.7210116E-002, 1.2607076E-001, 7.1811398E-001, 6.4692781E-004, 1.1714028E+000, 2.1284047E-002, 6.6327213E-003, 6.8679250E-002, 5.3249212E-002, 2.4390193E-002, 1.2793806E-002, 6.0127716E-003, 2.4244346E-002, 2.9399305E-002, 1.9771330E-002, 1.1072760E-002, 7.9888231E-003
 5.9027932E+001, 1.9369115E-001, 3.7209843E-002, 1.2589714E-001, 7.1762969E-001, 5.9223171E-004, 1.0661900E+000, 1.6688563E-002, 5.2742179E-003, 5.8521776E-002, 4.5465932E-002, 2.1743501E-002, 1.1297959E-002, 5.5239746E-003, 1.9838397E-002, 2.4515252E-002, 1.7233103E-002, 9.6498168E-003, 6.9677289E-003
 6.0000000E+001, 1.9369062E-001, 3.7209590E-002, 1.2575663E-001, 7.1718585E-001, 5.4155110E-004, 5.7952793E-001, 1.4433585E-002, 4.4600500E-003, 5.1998948E-002, 4.0557226E-002, 1.9911240E-002, 1.0439358E-002, 5.1436910E-003, 1.6974369E-002, 2.1072021E-002, 1.5460390E-002, 8.7269648E-003, 6.3853396E-003
