s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,1/m,1/m,1/m,%/m,%/m,%/m,%/m,%/m,%/m
 3.5000233E+002,-4.2858253E+001,-5.7509309E+001,-6.0650835E+001,-6.8242141E+001,-7.2936827E+001,-9.3383555E+001, 4.5395790E+000, 2.3233498E-036, 1.2447079E+000, 1.9913090E-036, 4.8571461E+000, 2.6330140E-030, 3.8824116E+000, 1.9999381E+001, 2.2367481E+000, 4.7554332E-019, 3.1685698E+000, 4.3571006E-021, 1.5863492E+000, 2.0857887E-019, 1.5798599E+000, 1.9999628E+001, 1.5146284E+000, 6.5502925E-004, 9.9434281E-001, 1.1504047E-002, 1.6388046E-003, 1.2198971E+000, 5.5017851E-002, 5.1813140E-001, 2.0002768E+001, 1.2390328E+000, 6.1566092E-004, 9.8839369E-001, 4.5780569E-004, 9.4785078E-001, 3.7689774E-004, 1.0198871E+000, 1.6879357E-001, 1.9967406E+001, 1.1779419E+000, 4.7819696E-002, 1.0036905E+000, 6.9690373E-002, 5.7347459E-002, 5.7647107E-001, 7.5953795E-002,-6.9710145E-001, 2.8312625E-001, 1.9967624E+001, 1.1344592E+000, 3.7145650E+000, 9.8905164E-001, 3.8751701E+000, 1.1234412E+000, 3.5369862E+000, 3.1276892E-001,-5.1403102E-002, 2.0014106E+001, 3.1799808E+000, 8.3535110E-002, 3.0463302E+000, 8.4644329E-002, 9.1406512E-002, 2.8687017E+000, 7.9954374E-002,-2.9588623E+000, 1.9961731E+001, 2.3798540E+000, 2.0805206E-001, 2.4385126E+000, 1.8564430E-001, 2.2571871E+000, 2.9854137E-001,-2.4377823E+000, 1.9960852E+001, 2.0110252E+000, 2.4531956E+000, 2.1457589E+000, 2.6593739E+000, 2.2853872E+000, 2.1549331E+000,-1.3622502E+000, 1.9990345E+001, 8.9478729E-006, 3.1311712E-004, 4.9907955E-004, 2.2301004E-003, 2.0057506E-002, 4.2288312E-002, 1.0293042E-002, 2.0396979E-002, 5.3751068E-002
 3.6000296E+002,-4.2756287E+001,-5.7473850E+001,-6.0519183E+001,-6.8097205E+001,-7.2834688E+001,-9.3307618E+001, 4.5820921E+000, 1.1584442E-036, 1.2328058E+000, 1.0966839E-036, 4.8995361E+000, 2.1587319E-029, 3.9108956E+000, 1.9999339E+001, 2.1751459E+000, 3.5900849E-018, 3.2695544E+000, 8.7240812E-021, 1.5493292E+000, 3.0579605E-019, 1.4477086E+000, 1.9999343E+001, 1.5115786E+000, 1.2531258E-002, 1.0328441E+000, 3.8444479E-002, 2.3787734E-003, 1.1956556E+000, 1.2131158E-001, 5.3956327E-001, 2.0004238E+001, 1.1856005E+000, 8.4073506E-004, 9.9011124E-001, 7.3316391E-004, 9.4385965E-001, 7.4577413E-004, 9.6086558E-001, 2.0586048E-001, 1.9967646E+001, 1.1476169E+000, 3.8895704E-002, 9.5468946E-001, 4.7374155E-002, 4.1211583E-002, 5.7256256E-001, 6.0331778E-002,-6.6219861E-001, 3.1685540E-001, 1.9967635E+001, 1.0709260E+000, 2.9520354E+000, 9.5233136E-001, 3.1354465E+000, 1.1222082E+000, 3.3612975E+000, 3.0315497E-001,-2.4032720E-002, 2.0012475E+001, 3.1473021E+000, 9.1002735E-002, 3.0277067E+000, 9.0545888E-002, 1.0057696E-001, 2.8481673E+000, 8.2061090E-002,-2.8839593E+000, 1.9961857E+001, 2.3214106E+000, 2.7603098E-001, 2.4026970E+000, 2.5539292E-001, 2.2610130E+000, 3.9576170E-001,-2.3936203E+000, 1.9962085E+001, 2.1298194E+000, 2.3869939E+000, 2.1591700E+000, 2.6540239E+000, 2.3420695E+000, 2.3076483E+000,-1.3605031E+000, 1.9989113E+001, 1.2988103E-005, 2.2501524E-004, 5.4915018E-004, 6.8613192E-006, 2.2454385E-002, 6.3182775E-002, 1.0043205E-002, 2.0455315E-002, 5.3782913E-002
 3.7000020E+002,-4.2866535E+001,-5.7463042E+001,-6.0548890E+001,-6.8150458E+001,-7.2815134E+001,-9.3310892E+001, 4.5885154E+000, 2.4803722E-033, 1.2213672E+000, 2.1494373E-033, 4.8994626E+000, 3.5776245E-027, 3.9276537E+000, 1.9999474E+001, 2.1470144E+000, 3.0260675E-016, 3.2683470E+000, 5.3263968E-018, 1.5352629E+000, 9.3623335E-017, 1.5374956E+000, 1.9999378E+001, 1.5024843E+000, 1.1089541E-001, 1.1305899E+000, 6.4080076E-002, 1.3065399E-002, 1.1942535E+000, 2.7989658E-001, 4.5937234E-001, 2.0003056E+001, 1.1367195E+000, 5.2297907E-004, 9.4412536E-001, 3.5965494E-004, 9.1893253E-001, 3.3837893E-004, 8.8404407E-001, 1.6405471E-001, 1.9967539E+001, 1.1632803E+000, 2.4299961E-002, 9.7424710E-001, 3.7143488E-002, 3.2933102E-002, 5.6242938E-001, 5.9646047E-002,-6.4873941E-001, 3.0143951E-001, 1.9967125E+001, 1.1078722E+000, 3.1085520E+000, 9.5778702E-001, 3.2198981E+000, 1.1360540E+000, 3.3397222E+000, 2.6766185E-001, 1.4337644E-002, 2.0011134E+001, 3.1296219E+000, 8.6781659E-002, 3.0127184E+000, 8.8500119E-002, 9.5850646E-002, 2.7421851E+000, 8.3054111E-002,-2.8819118E+000, 1.9962346E+001, 2.3785255E+000, 2.7713952E-001, 2.3943760E+000, 2.5770961E-001, 2.2648452E+000, 4.4049209E-001,-2.4209626E+000, 1.9962520E+001, 2.1751773E+000, 2.4821855E+000, 2.2174220E+000, 2.7127745E+000, 2.3701549E+000, 2.2973437E+000,-1.3780237E+000, 1.9993037E+001, 7.1337081E-005, 1.7981474E-004, 5.2334453E-004, 1.5648885E-003, 5.2529263E-002, 9.6527028E-002, 9.9644428E-003, 2.0388147E-002, 5.3743078E-002
 3.8000011E+002,-4.2834722E+001,-5.7430762E+001,-6.0473221E+001,-6.8058073E+001,-7.2772558E+001,-9.3179967E+001, 4.5507112E+000, 1.2729100E-035, 1.2199099E+000, 1.0188033E-035, 4.8619849E+000, 2.2629897E-029, 3.8928435E+000, 1.9999530E+001, 2.1177121E+000, 1.9303229E-018, 3.2173192E+000, 1.4395551E-020, 1.5447495E+000, 3.6026008E-019, 1.5977508E+000, 1.9999599E+001, 1.5719335E+000, 9.8122406E-003, 1.1418614E+000, 4.8703476E-003, 1.1880889E-003, 1.2688042E+000, 4.1218114E-002, 5.6201787E-001, 2.0002539E+001, 1.1978332E+000, 4.7281585E-004, 9.8389382E-001, 3.4631558E-004, 9.7793265E-001, 3.0760923E-004, 9.2730071E-001, 1.9083077E-001, 1.9967316E+001, 1.1480694E+000, 4.6545394E-002, 9.6283650E-001, 5.9905258E-002, 5.1429002E-002, 6.2060109E-001, 6.5617124E-002,-7.2773723E-001, 3.1632982E-001, 1.9967635E+001, 1.0948354E+000, 3.1964517E+000, 9.4823902E-001, 3.2764483E+000, 1.1025314E+000, 3.1164850E+000, 2.6738261E-001, 4.0541681E-002, 2.0008432E+001, 3.0992921E+000, 9.5501294E-002, 3.0019431E+000, 9.6562436E-002, 1.1179112E-001, 2.7453749E+000, 9.2942726E-002,-2.8015886E+000, 1.9961740E+001, 2.3485793E+000, 2.0271877E-001, 2.4180086E+000, 2.2497771E-001, 2.2348505E+000, 2.8012019E-001,-2.4269864E+000, 1.9961750E+001, 2.0075964E+000, 2.3374421E+000, 2.1120311E+000, 2.5495798E+000, 2.3401253E+000, 2.2590544E+000,-1.3426142E+000, 1.9990800E+001, 6.4869656E-006, 2.8080235E-004, 6.1037954E-004, 1.4560936E-004, 3.3045331E-002, 4.6903560E-002, 9.7193044E-003, 2.0590626E-002, 5.3934907E-002
 3.9000232E+002,-4.2981916E+001,-5.7589799E+001,-6.0660649E+001,-6.8225962E+001,-7.2929936E+001,-9.3386038E+001, 4.5468863E+000, 5.8824595E-034, 1.2706983E+000, 5.2368042E-034, 4.8580367E+000, 3.5057066E-028, 3.8931097E+000, 1.9999551E+001, 2.2602422E+000, 2.6183355E-018, 3.1940153E+000, 7.9731180E-021, 1.4965791E+000, 3.2161868E-019, 1.6537588E+000, 1.9999626E+001, 1.3889232E+000, 4.5883727E-003, 1.0752758E+000, 8.8610062E-002, 6.9299839E-003, 1.1515866E+000, 1.1341576E-001, 4.8722096E-001, 2.0003298E+001, 1.1982776E+000, 3.6585009E-004, 1.0330881E+000, 2.4683937E-004, 9.2812122E-001, 2.1756786E-004, 9.6358324E-001, 2.1515327E-001, 1.9967398E+001, 1.1255440E+000, 2.4592316E-002, 9.9642267E-001, 4.2086034E-002, 3.9767242E-002, 5.6912492E-001, 5.5968750E-002,-6.8098150E-001, 3.5329197E-001, 1.9967786E+001, 1.0986941E+000, 2.9795200E+000, 9.6514254E-001, 3.3452114E+000, 1.1306240E+000, 2.9909610E+000, 1.8896547E-001, 2.0895067E-002, 2.0014749E+001, 3.1078988E+000, 9.7285612E-002, 3.0472711E+000, 9.9969991E-002, 1.0302705E-001, 2.7395464E+000, 9.0245141E-002,-2.8036891E+000, 1.9962446E+001, 2.3622186E+000, 2.3285022E-001, 2.4485397E+000, 2.4328280E-001, 2.2598365E+000, 3.6628084E-001,-2.4293550E+000, 1.9961268E+001, 1.9626210E+000, 2.0574870E+000, 2.1537993E+000, 2.0859300E+000, 2.3460631E+000, 1.7694583E+000,-1.3685793E+000, 1.9987234E+001, 3.7837712E-005, 2.1712914E-004, 5.6252769E-004, 6.3950426E-005, 1.4202835E-002, 5.6480119E-002, 9.5670438E-003, 2.0619458E-002, 5.3993587E-002
 4.0000130E+002,-4.2887452E+001,-5.7461544E+001,-6.0624342E+001,-6.8238963E+001,-7.2908837E+001,-9.3376461E+001, 4.4870375E+000, 2.4004339E-036, 1.2439770E+000, 1.3449336E-036, 4.7976857E+000, 6.1545321E-031, 3.8419251E+000, 1.9999299E+001, 2.1884205E+000, 2.9195860E-019, 3.1682982E+000, 1.9943742E-021, 1.5967754E+000, 1.2283480E-019, 1.5678855E+000, 1.9999534E+001, 1.4992782E+000, 2.1376250E-002, 1.0935081E+000, 8.4878900E-002, 1.0140888E-003, 1.2393242E+000, 1.0654924E-001, 4.8525315E-001, 2.0003354E+001, 1.2246043E+000, 2.4298545E-004, 9.8477275E-001, 2.1271920E-004, 9.8253801E-001, 1.6965492E-004, 1.0053296E+000, 2.0865922E-001, 1.9967552E+001, 1.1468423E+000, 3.2343513E-002, 9.6948256E-001, 4.9866426E-002, 3.7571514E-002, 6.1570581E-001, 7.0014246E-002,-6.7804476E-001, 3.4961200E-001, 1.9967843E+001, 1.1164460E+000, 2.8499274E+000, 1.0319531E+000, 2.9874467E+000, 1.1845462E+000, 2.9013067E+000, 3.4569789E-001,-2.2575816E-002, 2.0011390E+001, 3.0863969E+000, 9.7047104E-002, 2.9576081E+000, 9.6977234E-002, 1.1718242E-001, 2.7281482E+000, 9.1347363E-002,-2.7957481E+000, 1.9962396E+001, 2.3596814E+000, 2.5072939E-001, 2.3878922E+000, 2.6988648E-001, 2.2357755E+000, 3.6099912E-001,-2.4267116E+000, 1.9962063E+001, 2.0430864E+000, 2.1208547E+000, 2.1901845E+000, 2.1278846E+000, 2.3943121E+000, 1.9041479E+000,-1.3409750E+000, 1.9989026E+001, 5.5369247E-006, 2.0514047E-004, 6.3981601E-004, 2.2571465E-004, 2.7397143E-003, 7.3139444E-002, 9.3417326E-003, 2.0616881E-002, 5.4242566E-002
 4.1000072E+002,-4.2797561E+001,-5.7448865E+001,-6.0548771E+001,-6.8124937E+001,-7.2835376E+001,-9.3312155E+001, 4.5871290E+000, 2.2525387E-036, 1.2798895E+000, 1.8825472E-036, 4.9001058E+000, 5.2567213E-030, 3.9294125E+000, 1.9999513E+001, 1.9914349E+000, 1.3293965E-018, 3.0838804E+000, 1.0089915E-020, 1.5482225E+000, 3.5961908E-019, 1.6204540E+000, 1.9999494E+001, 1.4576988E+000, 2.5762911E-004, 1.1140391E+000, 1.2955448E-002, 3.3966398E-003, 1.1984198E+000, 7.4770556E-002, 5.2662439E-001, 1.9999910E+001, 1.2131137E+000, 4.0206721E-004, 9.5452266E-001, 2.5089600E-004, 9.8325300E-001, 3.1108182E-004, 9.8164974E-001, 1.9089004E-001, 1.9967435E+001, 1.1637137E+000, 4.0098214E-002, 9.8410468E-001, 5.4709017E-002, 5.5279926E-002, 6.0665310E-001, 6.5789405E-002,-7.2974773E-001, 3.3091584E-001, 1.9967874E+001, 1.0845713E+000, 2.8740506E+000, 9.6895228E-001, 2.8602989E+000, 1.1558660E+000, 2.7819472E+000, 2.9202140E-001,-1.3534340E-004, 2.0009374E+001, 3.1591948E+000, 8.3609788E-002, 3.0497623E+000, 7.8963255E-002, 8.3466525E-002, 2.7936225E+000, 7.6262894E-002,-2.8147901E+000, 1.9962351E+001, 2.3131379E+000, 2.0088821E-001, 2.4348609E+000, 1.5138600E-001, 2.2557445E+000, 2.8991327E-001,-2.3800710E+000, 1.9961364E+001, 2.0757885E+000, 2.0677226E+000, 2.1991818E+000, 2.1891999E+000, 2.3522958E+000, 1.9128269E+000,-1.2837845E+000, 1.9989239E+001, 1.8545653E-005, 3.0182839E-004, 4.5572723E-004, 1.6440531E-003, 2.7432168E-002, 3.5355265E-002, 9.1591039E-003, 2.0849828E-002, 5.4031095E-002
 4.2000046E+002,-4.2755000E+001,-5.7501173E+001,-6.0572446E+001,-6.8141537E+001,-7.2801591E+001,-9.3352187E+001, 4.5246805E+000, 7.7344346E-036, 1.2136720E+000, 6.7338649E-036, 4.8320353E+000, 6.8605876E-030, 3.8675044E+000, 1.9999430E+001, 2.1132829E+000, 1.3703161E-018, 3.1382545E+000, 6.4268325E-021, 1.5371751E+000, 3.4443630E-019, 1.6418402E+000, 1.9999458E+001, 1.5057566E+000, 7.9507592E-003, 1.0922105E+000, 4.3112145E-002, 1.5691371E-002, 1.1299144E+000, 2.2050182E-001, 4.9876121E-001, 2.0000804E+001, 1.1820301E+000, 2.5675652E-004, 9.8124864E-001, 2.1977165E-004, 9.2430073E-001, 1.9775323E-004, 9.7010834E-001, 1.9672670E-001, 1.9967240E+001, 1.1457926E+000, 3.5450900E-002, 9.8246004E-001, 4.9382720E-002, 3.8563568E-002, 5.7128667E-001, 4.5578500E-002,-6.9031095E-001, 3.2997850E-001, 1.9967822E+001, 1.0811048E+000, 2.9231362E+000, 9.7584940E-001, 3.0564388E+000, 1.1190579E+000, 2.8008155E+000, 2.5565543E-001, 5.2181737E-003, 2.0010316E+001, 3.1199544E+000, 7.4985086E-002, 3.0238769E+000, 8.6460850E-002, 9.9369556E-002, 2.7906062E+000, 7.5278601E-002,-2.8205087E+000, 1.9962105E+001, 2.3343426E+000, 1.7703544E-001, 2.4534554E+000, 1.3701676E-001, 2.2486915E+000, 2.4683900E-001,-2.3998486E+000, 1.9960954E+001, 2.2165207E+000, 1.9939340E+000, 2.2104396E+000, 2.0921990E+000, 2.3681391E+000, 1.7297136E+000,-1.3305331E+000, 1.9988120E+001, 8.5674887E-005, 2.1055708E-004, 5.4255777E-004, 3.3023233E-004, 1.7480834E-002, 4.9831545E-002, 9.1449878E-003, 2.0854698E-002, 5.4035997E-002
 4.3000226E+002,-4.2774028E+001,-5.7453318E+001,-6.0529130E+001,-6.8099172E+001,-7.2822644E+001,-9.3252763E+001, 4.4968351E+000, 1.0087117E-035, 1.2306622E+000, 8.2471065E-036, 4.7944309E+000, 9.2602737E-029, 3.8468824E+000, 1.9999500E+001, 2.0958092E+000, 6.4579063E-018, 3.1384875E+000, 1.8169668E-020, 1.5634275E+000, 6.8645005E-019, 1.5600315E+000, 1.9999370E+001, 1.4115561E+000, 2.6434720E-002, 1.1297565E+000, 8.1579447E-002, 1.0464085E-002, 1.1574906E+000, 1.3916101E-001, 4.5235381E-001, 2.0005831E+001, 1.1415012E+000, 2.8516532E-004, 9.5480043E-001, 1.7407185E-004, 8.6230187E-001, 1.9305517E-004, 8.6459652E-001, 1.5675296E-001, 1.9967378E+001, 1.1794486E+000, 4.9998196E-002, 9.9018782E-001, 6.1647730E-002, 4.9156387E-002, 6.1892169E-001, 7.9931529E-002,-6.9883774E-001, 2.8786985E-001, 1.9968082E+001, 1.0647804E+000, 2.5553331E+000, 9.7400427E-001, 2.5257969E+000, 1.1274329E+000, 2.4159038E+000, 2.9955863E-001,-1.0112016E-002, 2.0008051E+001, 3.0914074E+000, 7.7609775E-002, 2.9721582E+000, 7.9579141E-002, 8.2676643E-002, 2.7424320E+000, 7.1911463E-002,-2.7718336E+000, 1.9962496E+001, 2.3326436E+000, 2.0424074E-001, 2.4306199E+000, 2.2064889E-001, 2.2254747E+000, 2.9309938E-001,-2.3959807E+000, 1.9961430E+001, 1.9356913E+000, 1.8891923E+000, 2.1556943E+000, 1.9115966E+000, 2.3588892E+000, 1.6720546E+000,-1.3577793E+000, 1.9986994E+001, 5.7133905E-005, 2.6839388E-004, 4.5141447E-004, 4.5790314E-003, 8.1509226E-003, 2.0009992E-002, 9.0651051E-003, 2.0993870E-002, 5.3829005E-002
 4.4000234E+002,-4.2704968E+001,-5.7397222E+001,-6.0424980E+001,-6.8011110E+001,-7.2701417E+001,-9.3210795E+001, 4.5570394E+000, 7.4593955E-033, 1.2091851E+000, 7.1830662E-033, 4.8643989E+000, 1.8126322E-026, 3.9009557E+000, 1.9999613E+001, 2.1496241E+000, 3.5998194E-016, 3.1353680E+000, 1.8066318E-018, 1.5514834E+000, 2.6572164E-017, 1.5674434E+000, 1.9999455E+001, 1.3997467E+000, 8.0501534E-004, 1.1315459E+000, 5.8615908E-003, 2.4843463E-003, 1.1583941E+000, 1.1932354E-001, 4.8029892E-001, 2.0000915E+001, 1.2010397E+000, 4.8434320E-004, 9.6492427E-001, 3.7636215E-004, 8.8502371E-001, 2.7585094E-004, 8.8564404E-001, 1.8398567E-001, 1.9967218E+001, 1.1415810E+000, 3.4585490E-002, 9.8998269E-001, 5.8403320E-002, 5.0574408E-002, 6.0031059E-001, 7.3109098E-002,-6.6943874E-001, 3.4788269E-001, 1.9968054E+001, 1.0794720E+000, 2.4641830E+000, 9.6792032E-001, 2.4283257E+000, 1.1159329E+000, 2.3381486E+000, 2.3404642E-001,-1.5178324E-002, 2.0005558E+001, 3.0886535E+000, 7.1019217E-002, 3.0393293E+000, 7.8271432E-002, 9.2882263E-002, 2.8171391E+000, 6.8373221E-002,-2.8712802E+000, 1.9961900E+001, 2.3412893E+000, 2.1427844E-001, 2.4283038E+000, 2.0809367E-001, 2.2361454E+000, 3.3877708E-001,-2.4192688E+000, 1.9962030E+001, 2.0426387E+000, 1.8154511E+000, 2.1440796E+000, 1.8203453E+000, 2.3393733E+000, 1.5603685E+000,-1.3010290E+000, 1.9986859E+001, 1.3564531E-005, 2.7613627E-004, 5.0713716E-004, 1.9642949E-004, 1.1333458E-002, 6.5194918E-002, 8.8899417E-003, 2.1144138E-002, 5.3757592E-002
 4.5000013E+002,-4.2944268E+001,-5.7492090E+001,-6.0520802E+001,-6.8095578E+001,-7.2821496E+001,-9.3269883E+001, 4.5039781E+000, 1.4844134E-034, 1.2242869E+000, 1.3187814E-034, 4.8136270E+000, 4.6230328E-028, 3.8481967E+000, 1.9999341E+001, 2.1759988E+000, 2.7395317E-017, 3.2618223E+000, 1.6545912E-019, 1.6453516E+000, 4.1089624E-018, 1.6011280E+000, 1.9999485E+001, 1.2873858E+000, 6.1917719E-003, 1.1139213E+000, 1.6694650E-002, 1.2855031E-002, 1.1263151E+000, 6.0638403E-002, 4.2857239E-001, 2.0000052E+001, 1.2398610E+000, 3.2924999E-004, 9.8504616E-001, 2.3819529E-004, 9.8383230E-001, 2.2571838E-004, 9.8589883E-001, 1.9427896E-001, 1.9967300E+001, 1.1701988E+000, 2.5102976E-002, 9.9698156E-001, 3.1148791E-002, 2.2248492E-002, 6.0259303E-001, 4.5511703E-002,-6.6883522E-001, 3.4829601E-001, 1.9967662E+001, 1.1423030E+000, 2.4336334E+000, 9.8606186E-001, 2.5971016E+000, 1.1583013E+000, 2.3259106E+000, 2.8508362E-001,-4.1468988E-004, 2.0008297E+001, 3.1400904E+000, 7.2831936E-002, 3.0025439E+000, 7.5167966E-002, 8.2169676E-002, 2.8280780E+000, 6.8882787E-002,-2.9160672E+000, 1.9961942E+001, 2.2707802E+000, 2.0626448E-001, 2.4164480E+000, 1.3971578E-001, 2.2427444E+000, 3.1427594E-001,-2.3507986E+000, 1.9961695E+001, 2.0155475E+000, 1.6931408E+000, 2.1573130E+000, 1.7623370E+000, 2.3211006E+000, 1.4395435E+000,-1.3805094E+000, 1.9986365E+001, 7.0188472E-005, 1.2147677E-004, 4.4864643E-004, 2.6128802E-002, 1.2642352E-002, 7.8768634E-002, 8.8481251E-003, 2.0944223E-002, 5.3559662E-002
 4.6000040E+002,-4.2914360E+001,-5.7509748E+001,-6.0555589E+001,-6.8129009E+001,-7.2841132E+001,-9.3337589E+001, 4.5133240E+000, 3.5393448E-036, 1.2158702E+000, 3.3072146E-036, 4.8278425E+000, 3.0649179E-030, 3.8708118E+000, 1.9999572E+001, 2.1572203E+000, 7.1672158E-019, 3.1733131E+000, 5.0535185E-021, 1.5272379E+000, 8.0386965E-019, 1.7253469E+000, 1.9999557E+001, 1.4511226E+000, 7.1668295E-003, 1.0571219E+000, 5.5670506E-002, 3.1636436E-002, 1.1646808E+000, 1.6975551E-001, 4.9760577E-001, 2.0001967E+001, 1.1900102E+000, 3.3894720E-004, 9.2828697E-001, 2.8734677E-004, 9.5977759E-001, 2.7019190E-004, 9.3123967E-001, 1.3709344E-001, 1.9967384E+001, 1.1399265E+000, 1.2529765E-002, 9.6941133E-001, 1.3053501E-002, 1.2158455E-002, 5.7997790E-001, 1.9116915E-002,-6.7534919E-001, 2.9708410E-001, 1.9967152E+001, 1.1245579E+000, 2.3804366E+000, 9.8850262E-001, 2.5250599E+000, 1.1442034E+000, 2.4270826E+000, 2.3260258E-001,-7.8532787E-003, 2.0008479E+001, 3.1402855E+000, 8.3439271E-002, 2.9824869E+000, 9.1168791E-002, 1.0612666E-001, 2.8033274E+000, 8.5638187E-002,-2.9105450E+000, 1.9961832E+001, 2.3296705E+000, 1.3125990E-001, 2.4511459E+000, 1.7658276E-001, 2.2270710E+000, 2.0717749E-001,-2.4151425E+000, 1.9960191E+001, 1.9752930E+000, 1.6911622E+000, 2.1046602E+000, 1.7808375E+000, 2.3410164E+000, 1.4955313E+000,-1.2956455E+000, 1.9985497E+001, 1.7273494E-004, 6.6385167E-005, 5.7945156E-004, 1.9317384E-003, 2.0165317E-003, 8.8811314E-002, 9.0313667E-003, 2.0633305E-002, 5.3654567E-002
 4.7000236E+002,-4.3022612E+001,-5.7513659E+001,-6.0630052E+001,-6.8232660E+001,-7.2913144E+001,-9.3391876E+001, 4.5385643E+000, 9.3114353E-037, 1.2514387E+000, 8.2384298E-037, 4.8592060E+000, 1.1458363E-030, 3.8844587E+000, 1.9999485E+001, 2.1621338E+000, 3.7837875E-019, 3.1077837E+000, 1.9408853E-021, 1.6178097E+000, 1.2244839E-019, 1.6128216E+000, 1.9999619E+001, 1.5249519E+000, 4.0827209E-003, 1.0707335E+000, 9.5108619E-002, 1.7151797E-002, 1.2460559E+000, 1.6946450E-001, 5.1273441E-001, 2.0002530E+001, 1.1918077E+000, 4.3812455E-004, 9.9587748E-001, 2.6856541E-004, 8.9301036E-001, 2.8012531E-004, 9.3446934E-001, 1.4963592E-001, 1.9967485E+001, 1.1548648E+000, 1.9839185E-002, 9.6369259E-001, 2.3670604E-002, 1.5993667E-002, 5.7437349E-001, 3.8166096E-002,-7.1917662E-001, 3.3701470E-001, 1.9967148E+001, 1.0605500E+000, 2.6775266E+000, 1.0391180E+000, 2.6246827E+000, 1.1948375E+000, 2.2810559E+000, 3.7837167E-001,-2.8286947E-003, 2.0008809E+001, 3.1611265E+000, 7.7145308E-002, 3.0723082E+000, 8.2604276E-002, 9.6868232E-002, 2.8133145E+000, 7.1003119E-002,-2.9217744E+000, 1.9961833E+001, 2.3413649E+000, 1.7169138E-001, 2.4228002E+000, 1.8343610E-001, 2.2462202E+000, 2.6057052E-001,-2.4130119E+000, 1.9961136E+001, 2.1079081E+000, 1.6557997E+000, 2.1092114E+000, 1.7976194E+000, 2.3366127E+000, 1.4817969E+000,-1.2906163E+000, 1.9987444E+001, 9.3648812E-005, 8.7325423E-005, 5.2890054E-004, 1.8723147E-002, 2.0606671E-002, 4.8651765E-002, 9.0382215E-003, 2.0379921E-002, 5.3638290E-002
 4.8000148E+002,-4.2699154E+001,-5.7454968E+001,-6.0506439E+001,-6.8068538E+001,-7.2784918E+001,-9.3269392E+001, 4.4962599E+000, 1.6369238E-035, 1.2300867E+000, 1.5064574E-035, 4.7909374E+000, 2.2314094E-029, 3.8404244E+000, 1.9999334E+001, 2.2576592E+000, 1.2512044E-018, 3.2035997E+000, 6.1200459E-021, 1.5533342E+000, 3.1643771E-019, 1.5886707E+000, 1.9999509E+001, 1.4701208E+000, 5.4486502E-003, 1.0502677E+000, 4.1737743E-002, 1.8441811E-002, 1.1844590E+000, 9.2608707E-002, 4.7097448E-001, 2.0004277E+001, 1.0955627E+000, 3.6910649E-004, 9.3937450E-001, 3.8924750E-004, 9.1539306E-001, 3.2943938E-004, 8.2490626E-001, 1.2108974E-001, 1.9967364E+001, 1.1506779E+000, 2.2158140E-002, 9.6667471E-001, 4.0897204E-002, 3.3873272E-002, 5.5193828E-001, 6.2240021E-002,-6.7233858E-001, 2.9707094E-001, 1.9967405E+001, 1.0975421E+000, 2.2603136E+000, 9.4957429E-001, 2.2971462E+000, 1.1464786E+000, 2.1303250E+000, 2.7801953E-001,-1.3711088E-002, 2.0009147E+001, 3.1058242E+000, 6.3758261E-002, 2.9815962E+000, 6.3494257E-002, 7.0902125E-002, 2.8108175E+000, 5.9680674E-002,-2.8492477E+000, 1.9961519E+001, 2.3522194E+000, 1.7992718E-001, 2.4098448E+000, 1.5741929E-001, 2.2678790E+000, 2.2706972E-001,-2.4310967E+000, 1.9961872E+001, 2.0758199E+000, 1.6561914E+000, 2.2033161E+000, 1.6228171E+000, 2.3935130E+000, 1.5296636E+000,-1.3516194E+000, 1.9987541E+001, 1.0069229E-004, 1.8494807E-004, 3.8712560E-004, 9.8002734E-003, 2.2934609E-002, 3.1538506E-002, 9.0597047E-003, 2.0340578E-002, 5.3327317E-002
