s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,1/m,1/m,1/m,%/m,%/m,%/m,%/m,%/m,%/m
 7.0002978E+001,-4.2919925E+001,-5.7530860E+001,-6.0585996E+001,-6.8166413E+001,-7.2830808E+001,-9.3298502E+001, 4.5865033E+000, 1.6448887E-036, 1.2506449E+000, 1.3938729E-036, 4.9128043E+000, 7.6752348E-030, 3.9357452E+000, 1.9999578E+001, 2.1870176E+000, 1.7539971E-018, 3.2655559E+000, 8.5852210E-021, 1.5712238E+000, 4.7140517E-019, 1.7045284E+000, 1.9999516E+001, 1.4951036E+000, 1.3947359E-002, 1.1017512E+000, 1.3748110E-002, 2.3096313E-003, 1.2296705E+000, 9.0184340E-002, 4.6525833E-001, 1.9999284E+001, 1.1551959E+000, 1.9747394E-004, 9.7283005E-001, 1.7660982E-004, 8.8379524E-001, 1.5632121E-004, 8.7267038E-001, 1.5142119E-001, 1.9967610E+001, 1.1554652E+000, 1.8334328E-002, 9.8494564E-001, 2.5373355E-002, 2.2009614E-002, 5.8515507E-001, 3.8955567E-002,-6.8753701E-001, 3.0417034E-001, 1.9967998E+001, 1.0814337E+000, 2.1719767E+000, 9.8446816E-001, 2.1808636E+000, 1.1239720E+000, 1.8770240E+000, 3.2620600E-001,-3.7491376E-003, 2.0006369E+001, 3.1882673E+000, 5.6197534E-002, 3.0302469E+000, 5.9068843E-002, 6.7037299E-002, 2.8363426E+000, 5.5829569E-002,-2.9010512E+000, 1.9962979E+001, 2.3234883E+000, 1.3219385E-001, 2.3982074E+000, 1.3073251E-001, 2.2294961E+000, 1.9954629E-001,-2.3780157E+000, 1.9960639E+001, 2.0230605E+000, 1.2777681E+000, 2.1427961E+000, 1.2479766E+000, 2.3311609E+000, 1.0968156E+000,-1.3121319E+000, 1.9984078E+001, 1.2610587E-005, 1.2017249E-004, 3.6602365E-004, 1.8529436E-005, 7.8792036E-003, 3.4341565E-002, 6.4219867E-003, 8.1974760E-003, 1.7595973E-002
 8.0001824E+001,-4.3057717E+001,-5.7645430E+001,-6.0727448E+001,-6.8326936E+001,-7.3021238E+001,-9.3392173E+001, 4.5146577E+000, 3.7961244E-035, 1.2108997E+000, 3.5657684E-035, 4.8206433E+000, 1.3869979E-029, 3.8601937E+000, 1.9999227E+001, 2.1512683E+000, 6.7997294E-019, 3.2494710E+000, 2.9237928E-021, 1.5326420E+000, 4.0414459E-019, 1.6481967E+000, 1.9999456E+001, 1.4284611E+000, 7.6484493E-002, 1.1122202E+000, 1.9166306E-002, 8.5520640E-003, 1.1781144E+000, 4.0001600E-002, 4.9711633E-001, 1.9999539E+001, 1.1416033E+000, 3.4076815E-004, 9.4942579E-001, 1.9359856E-004, 8.5023635E-001, 1.7001437E-004, 8.5519382E-001, 1.9469300E-001, 1.9967865E+001, 1.1468537E+000, 1.6920828E-002, 9.6909043E-001, 3.0628432E-002, 2.1767613E-002, 5.7660413E-001, 4.4266114E-002,-7.1122344E-001, 3.3478840E-001, 1.9967770E+001, 1.1455885E+000, 2.2775139E+000, 9.6577964E-001, 2.8973283E+000, 1.1402891E+000, 2.2694542E+000, 2.2549451E-001, 4.0739619E-003, 2.0012161E+001, 3.1981936E+000, 6.5723148E-002, 3.0292881E+000, 6.8368176E-002, 7.6960240E-002, 2.8421877E+000, 6.2679865E-002,-2.9588387E+000, 1.9963552E+001, 2.3296746E+000, 1.5999192E-001, 2.4676848E+000, 1.9425021E-001, 2.2328052E+000, 2.4837797E-001,-2.4250847E+000, 1.9960845E+001, 2.0256751E+000, 1.5471456E+000, 2.1556412E+000, 1.6079423E+000, 2.3427268E+000, 1.1380000E+000,-1.2791447E+000, 1.9984576E+001, 4.6694269E-005, 1.1885117E-004, 4.2020291E-004, 4.6100157E-002, 4.3527422E-003, 4.6627781E-002, 6.2010782E-003, 8.6583669E-003, 2.0647114E-002
 9.0001732E+001,-4.2676331E+001,-5.7431597E+001,-6.0522939E+001,-6.8130910E+001,-7.2800608E+001,-9.3210908E+001, 4.5900767E+000, 1.6398857E-035, 1.2457066E+000, 1.1140911E-035, 4.9243080E+000, 1.0422061E-029, 3.9351263E+000, 1.9999513E+001, 2.1428399E+000, 6.0213708E-018, 3.2326422E+000, 6.7628177E-020, 1.5296147E+000, 1.8013578E-018, 1.6122670E+000, 1.9999373E+001, 1.4101286E+000, 6.5284935E-003, 1.1296667E+000, 3.5676905E-002, 7.2003289E-003, 1.1538450E+000, 2.3162740E-001, 4.1709584E-001, 2.0001421E+001, 1.2500415E+000, 2.3334257E-004, 9.5734645E-001, 1.4568665E-004, 8.8877992E-001, 1.5192423E-004, 1.0180527E+000, 1.8439522E-001, 1.9967671E+001, 1.1548214E+000, 1.3513370E-002, 9.5253938E-001, 1.6192282E-002, 1.3577104E-002, 6.0832118E-001, 2.7600796E-002,-6.9334173E-001, 3.3478920E-001, 1.9967439E+001, 1.0710230E+000, 2.7290542E+000, 9.2595420E-001, 2.7118691E+000, 1.1473116E+000, 2.3926263E+000, 2.3003339E-001,-3.4456501E-003, 2.0007013E+001, 3.1946444E+000, 6.6999860E-002, 3.0226042E+000, 6.5989822E-002, 7.3478320E-002, 2.9016975E+000, 6.2363632E-002,-2.9483142E+000, 1.9963149E+001, 2.2846873E+000, 2.0098592E-001, 2.4186191E+000, 1.7463114E-001, 2.2087954E+000, 2.8163308E-001,-2.3452551E+000, 1.9961060E+001, 1.9791453E+000, 1.6881615E+000, 2.1569013E+000, 1.7768198E+000, 2.3528367E+000, 1.4518092E+000,-1.3277540E+000, 1.9985226E+001, 3.9313796E-005, 7.4130988E-005, 4.0119163E-004, 3.6180102E-003, 1.3079057E-002, 6.5569061E-002, 5.9505361E-003, 8.5195732E-003, 2.2808667E-002
 1.0000081E+002,-4.2900215E+001,-5.7444435E+001,-6.0528808E+001,-6.8107651E+001,-7.2787391E+001,-9.3313605E+001, 4.5698738E+000, 1.5416546E-031, 1.2627869E+000, 9.7823097E-032, 4.8710956E+000, 3.0559815E-026, 3.9105271E+000, 1.9999496E+001, 2.2795336E+000, 2.9645519E-017, 3.1583253E+000, 2.3302815E-019, 1.5363838E+000, 1.0328360E-017, 1.7037250E+000, 1.9999539E+001, 1.3262694E+000, 4.8155415E-002, 1.1610839E+000, 4.1155300E-002, 1.2815832E-002, 1.1671197E+000, 2.6375659E-001, 4.2993561E-001, 2.0002554E+001, 1.2232981E+000, 1.7650656E-004, 9.4131571E-001, 1.2340802E-004, 8.9631363E-001, 1.0915101E-004, 9.5693215E-001, 1.8178878E-001, 1.9967597E+001, 1.1600627E+000, 5.6097919E-002, 9.6609229E-001, 5.7044908E-002, 4.6080457E-002, 5.4916881E-001, 6.0206548E-002,-7.0618226E-001, 2.9115096E-001, 1.9967528E+001, 1.1054066E+000, 2.7326231E+000, 9.9317454E-001, 2.8317857E+000, 1.1328597E+000, 2.7269313E+000, 2.1588507E-001, 1.8080624E-002, 2.0008036E+001, 3.1307569E+000, 7.9154485E-002, 2.9832972E+000, 8.6263383E-002, 9.9264726E-002, 2.8086889E+000, 8.0028348E-002,-2.8626697E+000, 1.9962972E+001, 2.3069562E+000, 1.9289678E-001, 2.3822923E+000, 1.5571931E-001, 2.2047753E+000, 2.6270605E-001,-2.3551112E+000, 1.9961389E+001, 2.0905548E+000, 2.2841541E+000, 2.1706262E+000, 2.3896196E+000, 2.3013102E+000, 1.9826957E+000,-1.2948184E+000, 1.9988968E+001, 6.9974444E-005, 2.5159930E-004, 5.4198540E-004, 2.8255256E-003, 3.5267422E-002, 3.7278469E-002, 6.0552036E-003, 1.0181712E-002, 2.5946520E-002
 1.1000258E+002,-4.2581068E+001,-5.7361822E+001,-6.0464445E+001,-6.8034026E+001,-7.2761192E+001,-9.3235823E+001, 4.5424873E+000, 9.8924960E-036, 1.2140955E+000, 2.1264467E-035, 4.8655962E+000, 1.6903133E-029, 3.8884074E+000, 1.9999531E+001, 2.1341318E+000, 7.7426665E-019, 3.1992001E+000, 6.2006223E-021, 1.5634809E+000, 2.2042724E-019, 1.4825973E+000, 1.9999361E+001, 1.4617760E+000, 6.4603883E-003, 1.0879534E+000, 8.7751881E-002, 4.4468110E-002, 1.1395921E+000, 1.0398752E-001, 4.7307410E-001, 2.0002631E+001, 1.2355054E+000, 4.6101253E-004, 9.7204050E-001, 2.7173999E-004, 8.7105120E-001, 2.2366834E-004, 1.0005804E+000, 1.9829633E-001, 1.9967674E+001, 1.1559670E+000, 4.3040265E-002, 9.8817245E-001, 5.9653645E-002, 4.9876858E-002, 5.6880416E-001, 7.4934291E-002,-7.0464396E-001, 3.1420337E-001, 1.9967612E+001, 1.0849642E+000, 2.9884142E+000, 9.8569873E-001, 3.0868258E+000, 1.1602633E+000, 2.9353830E+000, 2.7149095E-001, 4.8335964E-003, 2.0007412E+001, 3.1187931E+000, 8.4732182E-002, 2.9678281E+000, 8.4081726E-002, 9.4955373E-002, 2.7532557E+000, 7.8793903E-002,-2.7913821E+000, 1.9962749E+001, 2.3114954E+000, 2.0944155E-001, 2.4587070E+000, 1.8775649E-001, 2.2484287E+000, 3.1988599E-001,-2.4164086E+000, 1.9961448E+001, 2.0932326E+000, 2.2376582E+000, 2.1902922E+000, 2.3325457E+000, 2.4014885E+000, 2.1219986E+000,-1.4328408E+000, 1.9990382E+001, 2.4279588E-004, 2.7232764E-004, 5.1845634E-004, 2.0395031E-005, 7.7254826E-003, 5.9222600E-002, 7.7101299E-003, 1.1732532E-002, 2.8299135E-002
 1.2000081E+002,-4.2833311E+001,-5.7359690E+001,-6.0441714E+001,-6.8018978E+001,-7.2710239E+001,-9.3169689E+001, 4.5575400E+000, 3.3943893E-036, 1.2437160E+000, 2.2401623E-036, 4.8875059E+000, 1.2080733E-029, 3.9050548E+000, 1.9999520E+001, 2.1296149E+000, 2.0425963E-018, 3.2982373E+000, 9.6826662E-021, 1.5961585E+000, 2.2480871E-019, 1.4967423E+000, 1.9999545E+001, 1.4454349E+000, 4.3302894E-002, 1.1456711E+000, 1.2222723E-002, 5.0464651E-003, 1.1109294E+000, 5.9442390E-002, 4.3420904E-001, 2.0000193E+001, 1.2429295E+000, 4.9773852E-004, 9.7628690E-001, 3.7468536E-004, 9.4283150E-001, 3.2029685E-004, 1.0171384E+000, 1.5935374E-001, 1.9967839E+001, 1.1403171E+000, 2.5809976E-002, 1.0149660E+000, 4.0706413E-002, 3.4414034E-002, 5.8128211E-001, 4.5600252E-002,-6.7325349E-001, 3.3797132E-001, 1.9967835E+001, 1.0628691E+000, 3.8005357E+000, 9.6958256E-001, 3.7989129E+000, 1.1145618E+000, 2.9797847E+000, 2.7583467E-001,-2.6493967E-002, 2.0010389E+001, 3.0882011E+000, 1.0264636E-001, 2.9789000E+000, 1.0871269E-001, 1.0882652E-001, 2.7303738E+000, 9.7283827E-002,-2.8226543E+000, 1.9963350E+001, 2.3090746E+000, 2.5956146E-001, 2.4098565E+000, 2.4204796E-001, 2.2237557E+000, 3.6075902E-001,-2.3667472E+000, 1.9962017E+001, 2.0029153E+000, 1.9501196E+000, 2.1189816E+000, 2.0293130E+000, 2.3772952E+000, 1.6276958E+000,-1.3479240E+000, 1.9984435E+001, 2.7553700E-005, 1.8790063E-004, 5.9419279E-004, 4.6227294E-004, 9.5466166E-003, 5.1825678E-002, 7.2972353E-003, 1.2320474E-002, 3.0890897E-002
 1.3000118E+002,-4.2788333E+001,-5.7552605E+001,-6.0616490E+001,-6.8170015E+001,-7.2905272E+001,-9.3334369E+001, 4.5231053E+000, 1.4029806E-035, 1.2053213E+000, 1.2854032E-035, 4.8331875E+000, 4.6385437E-030, 3.8832958E+000, 1.9999499E+001, 2.0562324E+000, 5.4625451E-019, 3.2174325E+000, 2.1556133E-021, 1.6019200E+000, 1.4781162E-019, 1.5507845E+000, 1.9999398E+001, 1.5802687E+000, 2.9284377E-004, 1.1115046E+000, 1.5200213E-002, 1.0750800E-003, 1.1894847E+000, 7.1589643E-002, 4.9515851E-001, 1.9999183E+001, 1.1732948E+000, 4.5525151E-004, 9.8848348E-001, 4.4420738E-004, 9.4118615E-001, 3.7537002E-004, 9.5061810E-001, 1.9501159E-001, 1.9967688E+001, 1.1541622E+000, 5.9117189E-002, 1.0067736E+000, 6.5483773E-002, 4.8042695E-002, 5.9323529E-001, 7.2951846E-002,-7.2060503E-001, 3.0413355E-001, 1.9967797E+001, 1.0562664E+000, 3.6941223E+000, 9.8276052E-001, 3.7338224E+000, 1.1529018E+000, 3.0200545E+000, 3.1087258E-001,-9.6871119E-003, 2.0011120E+001, 3.1365417E+000, 8.4035687E-002, 3.0817295E+000, 8.6306360E-002, 9.4299798E-002, 2.8112124E+000, 7.7877423E-002,-2.8508379E+000, 1.9962844E+001, 2.3348902E+000, 2.2442064E-001, 2.4231856E+000, 1.9345694E-001, 2.2494488E+000, 3.1763421E-001,-2.4045879E+000, 1.9961766E+001, 1.9278800E+000, 1.9891607E+000, 2.1856934E+000, 2.0547460E+000, 2.3858196E+000, 1.6317039E+000,-1.3435836E+000, 1.9983193E+001, 5.8699367E-006, 2.6231311E-004, 5.1487690E-004, 1.2162414E-004, 1.0182959E-003, 2.9978744E-002, 6.7810452E-003, 1.3390633E-002, 3.2474137E-002
 1.4000029E+002,-4.3021755E+001,-5.7493184E+001,-6.0547563E+001,-6.8111110E+001,-7.2829002E+001,-9.3193179E+001, 4.5501134E+000, 2.1499621E-034, 1.2518094E+000, 2.0528302E-034, 4.8794953E+000, 2.9205474E-028, 3.9060424E+000, 1.9999271E+001, 2.3259921E+000, 1.2176036E-017, 3.1698323E+000, 8.1577076E-020, 1.6035324E+000, 1.1459581E-018, 1.5976695E+000, 1.9999331E+001, 1.3962908E+000, 1.8334073E-002, 1.1050765E+000, 9.1086691E-002, 1.6516228E-002, 1.1891266E+000, 2.9955859E-001, 4.6926185E-001, 2.0002645E+001, 1.1811627E+000, 3.5623792E-004, 9.7567482E-001, 1.9520258E-004, 8.3021532E-001, 2.0417135E-004, 9.1432562E-001, 1.5150410E-001, 1.9967851E+001, 1.1638503E+000, 4.1484781E-002, 9.8919909E-001, 4.0271925E-002, 2.7382453E-002, 5.9478793E-001, 5.7491613E-002,-6.9193876E-001, 3.2648915E-001, 1.9967582E+001, 1.0755532E+000, 3.3015242E+000, 9.6702136E-001, 3.5856253E+000, 1.1500486E+000, 3.2677392E+000, 3.0599328E-001,-7.8004859E-003, 2.0009962E+001, 3.1034938E+000, 7.8303750E-002, 3.0100985E+000, 8.6788218E-002, 1.0101992E-001, 2.7861505E+000, 7.6032803E-002,-2.8761765E+000, 1.9962376E+001, 2.2350108E+000, 2.2704056E-001, 2.3819826E+000, 1.8700561E-001, 2.2179693E+000, 3.0557060E-001,-2.3531653E+000, 1.9960832E+001, 2.1067645E+000, 2.4736897E+000, 2.2074853E+000, 2.6920072E+000, 2.4097454E+000, 2.1387851E+000,-1.3082887E+000, 1.9985542E+001, 9.0178605E-005, 1.4950819E-004, 5.5156876E-004, 1.2646461E-003, 5.4252998E-003, 4.1674512E-002, 6.9405678E-003, 1.3501786E-002, 3.4093332E-002
 1.5000009E+002,-4.2791803E+001,-5.7525683E+001,-6.0606121E+001,-6.8216422E+001,-7.2873067E+001,-9.3330694E+001, 4.5496114E+000, 1.7687534E-034, 1.1970467E+000, 1.1582908E-034, 4.8579201E+000, 3.4520438E-029, 3.8876300E+000, 1.9999393E+001, 2.2370516E+000, 2.9515401E-018, 3.1628622E+000, 4.8362334E-020, 1.5094270E+000, 4.3772062E-019, 1.6266171E+000, 1.9999395E+001, 1.4842046E+000, 7.9719978E-002, 1.1597603E+000, 1.3318191E-001, 1.0931134E-002, 1.1386607E+000, 9.3482709E-001, 4.5084534E-001, 2.0001844E+001, 1.2308412E+000, 4.6272206E-004, 9.8106783E-001, 2.7412083E-004, 9.3069098E-001, 2.5407404E-004, 9.7316712E-001, 1.7665652E-001, 1.9967481E+001, 1.1616187E+000, 4.0025149E-002, 9.9270159E-001, 5.2818124E-002, 3.8841139E-002, 6.1557439E-001, 6.2140403E-002,-7.0479952E-001, 3.2030515E-001, 1.9967750E+001, 1.1270567E+000, 3.7529024E+000, 9.3488891E-001, 3.7495765E+000, 1.1400409E+000, 3.2038651E+000, 2.5108363E-001,-9.1824927E-004, 2.0008961E+001, 3.1087037E+000, 9.1438994E-002, 2.9791470E+000, 9.6941849E-002, 1.0546711E-001, 2.7610035E+000, 8.7315155E-002,-2.8634694E+000, 1.9962518E+001, 2.2763596E+000, 2.0214241E-001, 2.4328963E+000, 2.0826848E-001, 2.2242976E+000, 2.5784390E-001,-2.4129788E+000, 1.9960672E+001, 2.0105140E+000, 2.4583794E+000, 2.1274145E+000, 2.5215933E+000, 2.3471092E+000, 2.1805944E+000,-1.3133628E+000, 1.9988891E+001, 5.9683993E-005, 2.1207262E-004, 5.7585041E-004, 2.6991940E-002, 2.9951375E-002, 1.0006077E-001, 6.8749913E-003, 1.4014730E-002, 3.5657066E-002
 1.6000099E+002,-4.2615532E+001,-5.7378915E+001,-6.0466790E+001,-6.8046712E+001,-7.2736670E+001,-9.3212252E+001, 4.4786411E+000, 2.1083183E-035, 1.2219228E+000, 4.1014283E-035, 4.7790758E+000, 2.8011424E-029, 3.8294667E+000, 1.9999407E+001, 2.1958725E+000, 1.0422583E-018, 3.2064331E+000, 5.6311642E-021, 1.5785668E+000, 2.6522435E-019, 1.6514121E+000, 1.9999583E+001, 1.5159517E+000, 3.6191183E-003, 1.1038380E+000, 5.4618129E-002, 1.1187547E-002, 1.2574957E+000, 4.8266748E-001, 4.9286999E-001, 2.0003931E+001, 1.1904821E+000, 5.6703776E-004, 9.6616689E-001, 6.1795333E-004, 9.5193955E-001, 5.1964648E-004, 8.4742118E-001, 2.0505528E-001, 1.9967646E+001, 1.1752901E+000, 4.0711136E-002, 1.0164044E+000, 5.5824459E-002, 4.4683881E-002, 6.0276486E-001, 7.0651707E-002,-6.7982177E-001, 3.2616738E-001, 1.9967603E+001, 1.1040502E+000, 3.0448267E+000, 9.9082753E-001, 3.3163248E+000, 1.1713893E+000, 3.2457133E+000, 2.7188196E-001, 2.6449626E-002, 2.0006274E+001, 3.1762881E+000, 9.5257058E-002, 3.0306837E+000, 9.9016872E-002, 1.1298814E-001, 2.8227065E+000, 9.0948077E-002,-2.8914057E+000, 1.9962238E+001, 2.3440509E+000, 1.8438386E-001, 2.4053340E+000, 1.9721527E-001, 2.2186881E+000, 2.4418710E-001,-2.4256067E+000, 1.9960330E+001, 2.1185179E+000, 2.5947006E+000, 2.1912546E+000, 2.9249614E+000, 2.3324712E+000, 2.6102995E+000,-1.3019953E+000, 1.9989526E+001, 6.1084005E-005, 2.4397399E-004, 6.1691524E-004, 2.1721591E-004, 2.8657501E-002, 7.8237101E-002, 6.8276175E-003, 1.4663455E-002, 3.7283682E-002
 1.7000013E+002,-4.2738728E+001,-5.7403057E+001,-6.0506452E+001,-6.8098015E+001,-7.2779051E+001,-9.3273990E+001, 4.5252166E+000, 1.0680268E-033, 1.2240081E+000, 8.1517261E-034, 4.8354152E+000, 7.4399274E-028, 3.8646928E+000, 1.9999478E+001, 2.1973634E+000, 1.3707151E-016, 3.1658288E+000, 1.2344665E-018, 1.6304695E+000, 1.2232444E-017, 1.6707687E+000, 1.9999555E+001, 1.4971264E+000, 1.3581494E-002, 1.1414093E+000, 3.7841443E-002, 1.5526256E-002, 1.2415125E+000, 1.1010872E-001, 4.8262145E-001, 2.0000933E+001, 1.1884215E+000, 2.5119945E-004, 9.6850119E-001, 2.4079270E-004, 9.3954949E-001, 2.3267049E-004, 9.2386760E-001, 1.4700925E-001, 1.9967714E+001, 1.1436572E+000, 5.8570269E-002, 9.9902758E-001, 8.0413147E-002, 6.2479176E-002, 5.8402713E-001, 1.1015869E-001,-6.7391146E-001, 3.0910250E-001, 1.9967955E+001, 1.0941919E+000, 4.2563330E+000, 9.8194120E-001, 4.4968302E+000, 1.1532059E+000, 3.8053018E+000, 2.8972869E-001,-2.3362813E-002, 2.0013700E+001, 3.1349408E+000, 1.0969391E-001, 3.0377773E+000, 1.2012044E-001, 1.3671702E-001, 2.8158850E+000, 1.0744860E-001,-2.8973075E+000, 1.9962393E+001, 2.3267996E+000, 2.7825729E-001, 2.3977691E+000, 2.5573396E-001, 2.2461398E+000, 3.6212886E-001,-2.4069528E+000, 1.9960866E+001, 1.9554219E+000, 2.4344099E+000, 2.1399771E+000, 2.6023851E+000, 2.3670730E+000, 2.1204151E+000,-1.3442273E+000, 1.9987463E+001, 8.4773358E-005, 3.4113630E-004, 7.4647493E-004, 4.1351881E-005, 8.1742474E-003, 8.0912602E-002, 6.9245772E-003, 1.5807570E-002, 3.9479421E-002
 1.8000199E+002,-4.2665090E+001,-5.7223922E+001,-6.0251657E+001,-6.7835225E+001,-7.2559757E+001,-9.3077504E+001, 4.5060799E+000, 2.1101777E-034, 1.2625176E+000, 3.5183049E-034, 4.8213411E+000, 6.3284654E-029, 3.8703065E+000, 1.9999501E+001, 2.1717021E+000, 5.6892925E-018, 3.3010599E+000, 3.8905925E-020, 1.5888928E+000, 9.1261520E-019, 1.6074658E+000, 1.9999447E+001, 1.2962197E+000, 3.9144752E-002, 1.0911918E+000, 3.5152138E-001, 9.8439492E-002, 1.1103797E+000, 4.3833077E-001, 4.0211915E-001, 2.0003100E+001, 1.1411895E+000, 3.8406158E-004, 9.4788930E-001, 3.8913814E-004, 9.1976808E-001, 3.0954867E-004, 9.0398567E-001, 1.9940438E-001, 1.9967715E+001, 1.1297920E+000, 4.5615802E-002, 9.6816294E-001, 6.0476160E-002, 5.0747756E-002, 6.1514364E-001, 7.3901450E-002,-6.8478160E-001, 2.8097848E-001, 1.9968090E+001, 1.1123520E+000, 4.0372625E+000, 9.2927924E-001, 4.1542741E+000, 1.0998017E+000, 3.6897096E+000, 2.1381873E-001,-2.4031188E-002, 2.0011802E+001, 3.1198016E+000, 1.1228671E-001, 3.0425297E+000, 1.3037565E-001, 1.5376257E-001, 2.8478471E+000, 1.0900947E-001,-2.8924397E+000, 1.9961977E+001, 2.3446594E+000, 2.6677632E-001, 2.4303844E+000, 2.3556010E-001, 2.2512713E+000, 3.7602720E-001,-2.4361939E+000, 1.9961405E+001, 2.1601645E+000, 2.5216217E+000, 2.2149708E+000, 2.6112655E+000, 2.3687400E+000, 2.2548884E+000,-1.4308089E+000, 1.9985986E+001, 5.3747962E-004, 2.7708275E-004, 8.3954362E-004, 1.5298102E-002, 5.2526240E-003, 5.8105263E-002, 9.5219479E-003, 1.6468599E-002, 4.1948641E-002
 1.9000335E+002,-4.2977906E+001,-5.7443240E+001,-6.0542358E+001,-6.8145719E+001,-7.2823631E+001,-9.3337524E+001, 4.5877504E+000, 9.4369353E-035, 1.2287175E+000, 8.7935145E-035, 4.8996177E+000, 1.2692757E-028, 3.9195964E+000, 1.9999530E+001, 2.1996024E+000, 3.7414807E-018, 3.2590586E+000, 1.5119151E-020, 1.5365542E+000, 4.5499053E-019, 1.5945144E+000, 1.9999423E+001, 1.4133694E+000, 2.8626304E-003, 1.1273682E+000, 9.1417923E-003, 4.1467599E-003, 1.2068266E+000, 1.3189031E-001, 4.4117116E-001, 2.0001467E+001, 1.2374222E+000, 5.9369533E-004, 9.8777839E-001, 3.9003396E-004, 9.1694613E-001, 3.4155330E-004, 9.4000057E-001, 2.0577791E-001, 1.9967321E+001, 1.1467889E+000, 3.6539545E-002, 9.8494015E-001, 5.5275098E-002, 4.2454681E-002, 6.0823387E-001, 7.8955276E-002,-6.6055878E-001, 3.6369634E-001, 1.9967740E+001, 1.1412739E+000, 3.5154685E+000, 9.7085152E-001, 3.8078406E+000, 1.1653312E+000, 3.4982260E+000, 2.8530011E-001, 9.3603169E-003, 2.0007431E+001, 3.1235620E+000, 1.1302498E-001, 3.0122982E+000, 1.1901551E-001, 1.2742932E-001, 2.7160840E+000, 1.0945431E-001,-2.8142554E+000, 1.9962998E+001, 2.2719250E+000, 2.3839101E-001, 2.4407993E+000, 2.1839130E-001, 2.2326195E+000, 3.4056060E-001,-2.4029172E+000, 1.9961299E+001, 2.0498231E+000, 2.7254164E+000, 2.1827342E+000, 2.8733660E+000, 2.3664320E+000, 2.4060008E+000,-1.3622104E+000, 1.9988085E+001, 2.2641309E-005, 2.3180256E-004, 6.9576411E-004, 5.9783908E-005, 5.6209298E-003, 5.3583253E-002, 9.1401677E-003, 1.6821792E-002, 4.3401301E-002
 2.0000109E+002,-4.2826531E+001,-5.7456950E+001,-6.0545901E+001,-6.8134957E+001,-7.2732430E+001,-9.3350866E+001, 4.5803548E+000, 7.2166730E-035, 1.2241543E+000, 7.2340951E-035, 4.9072348E+000, 8.0764084E-029, 3.9175603E+000, 1.9999436E+001, 2.0546821E+000, 2.0871271E-018, 3.2335565E+000, 8.4058142E-021, 1.6916639E+000, 4.2301605E-019, 1.5037508E+000, 1.9999444E+001, 1.4822350E+000, 3.1975302E-003, 1.1205578E+000, 2.0023947E-002, 3.1874981E-003, 1.1386240E+000, 8.5661492E-002, 4.8837497E-001, 2.0000073E+001, 1.1111381E+000, 3.7500707E-004, 9.7478928E-001, 3.8354545E-004, 9.2933616E-001, 2.8219617E-004, 7.8071798E-001, 1.9475763E-001, 1.9967477E+001, 1.1600973E+000, 2.7105000E-002, 9.5694519E-001, 3.5587204E-002, 2.6442683E-002, 5.8014802E-001, 6.3190455E-002,-6.5320437E-001, 3.2529422E-001, 1.9967201E+001, 1.0607700E+000, 3.8450150E+000, 9.9748713E-001, 3.8528160E+000, 1.1595370E+000, 3.7558897E+000, 3.2368745E-001, 4.4127822E-003, 2.0010075E+001, 3.1542393E+000, 1.1995229E-001, 3.0085564E+000, 1.2841089E-001, 1.5147526E-001, 2.8194190E+000, 1.1262322E-001,-2.8667046E+000, 1.9962687E+001, 2.3065615E+000, 2.8408614E-001, 2.4742991E+000, 2.3801574E-001, 2.2464981E+000, 3.8612594E-001,-2.4125255E+000, 1.9961457E+001, 2.1152374E+000, 2.7108676E+000, 2.1888416E+000, 2.7963894E+000, 2.3617332E+000, 2.5125160E+000,-1.3504417E+000, 1.9987212E+001, 1.7403740E-005, 1.4437705E-004, 8.2705492E-004, 1.2872770E-004, 5.4715684E-002, 6.4805191E-002, 8.7702734E-003, 1.6701602E-002, 4.5364204E-002
