s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,1/m,1/m,1/m,%/m,%/m,%/m
 7.0000722E+001,-4.2879204E+001,-5.7624454E+001,-6.0692283E+001,-6.8284790E+001,-7.2989553E+001,-9.3483923E+001, 4.4920127E+000, 1.6859716E-035, 1.2253432E+000, 1.0514373E-035, 4.7952649E+000, 3.5973601E-030, 3.8490748E+000, 2.0008911E+001, 2.1476984E+000, 3.3146023E-019, 3.1329239E+000, 1.2216908E-020, 1.7167542E+000, 1.6990033E-017, 1.6645653E+000, 2.0134875E+001, 1.1031165E+000, 8.4897747E+001, 1.2550838E+000, 1.8666265E+002, 2.2903008E+002, 1.4368371E+000, 1.0411426E+002, 4.1720433E-001, 4.5628449E+001, 1.1646314E+000, 5.6104060E-002, 9.5757215E-001, 6.0481208E-002, 8.9824667E-001, 4.2456597E-002, 9.4581777E-001, 2.1768473E-001, 1.9972429E+001, 1.0901501E+000, 1.4346909E+000, 9.1384790E-001, 3.0081991E+000, 3.3721606E+000, 5.3319532E-001, 2.6073691E+000,-5.9185017E-001, 3.1232472E-001, 2.0051718E+001, 1.1553178E+000, 1.9370550E+001, 9.8497739E-001, 2.3155849E+001, 1.1785379E+000, 3.4417140E+001, 1.5758087E-001, 4.0391395E-002, 2.3529470E+001, 3.1421812E+000, 3.3162765E+000, 3.0466189E+000, 3.7729866E+000, 4.2236058E+000, 2.8469669E+000, 3.1638190E+000,-2.9251019E+000, 2.0253497E+001, 2.2910389E+000, 7.6391026E+000, 2.3926983E+000, 9.1153967E+000, 2.2055877E+000, 9.5675949E+000,-2.3789325E+000, 2.0619370E+001, 2.1580580E+000, 2.1902853E+001, 2.1733255E+000, 2.4852108E+001, 2.4059572E+000, 2.7380031E+001,-1.2609296E+000, 2.3839830E+001, 2.1047864E+000, 3.0990156E-002, 3.8814938E-002, 8.5166057E+001, 4.3962460E+000, 3.3016018E+000
 8.0000987E+001,-4.2578036E+001,-5.7278727E+001,-6.0387239E+001,-6.8010922E+001,-7.2698522E+001,-9.3093121E+001, 4.4919644E+000, 5.6843133E-035, 1.2336323E+000, 5.0672133E-035, 4.7992094E+000, 5.1256606E-030, 3.8450443E+000, 2.0009235E+001, 2.2908225E+000, 3.9181921E-019, 3.2290042E+000, 4.4341664E-020, 1.5132101E+000, 2.4807520E-017, 1.5819845E+000, 2.0136232E+001, 1.1141174E+000, 1.0819111E+002, 1.2109066E+000, 1.7404455E+002, 2.2568796E+002, 1.3461373E+000, 9.9866025E+001, 3.6582736E-001, 4.4173344E+001, 1.1427318E+000, 2.9710153E-002, 9.7754176E-001, 2.6821718E-002, 9.1841028E-001, 2.1142681E-002, 8.3516854E-001, 1.6619073E-001, 1.9972583E+001, 1.1193061E+000, 2.3522206E+000, 9.5240488E-001, 4.7598557E+000, 4.7428635E+000, 5.8069778E-001, 3.8512349E+000,-6.2989484E-001, 3.0844227E-001, 2.0055268E+001, 1.1266643E+000, 2.0357639E+001, 1.0095118E+000, 2.2849749E+001, 1.2468237E+000, 3.0392672E+001, 1.7368491E-001, 1.9737492E-003, 2.3307151E+001, 3.0751699E+000, 3.5491819E+000, 3.0543502E+000, 3.7496625E+000, 3.7581862E+000, 2.7307441E+000, 3.3148846E+000,-2.8316188E+000, 2.0285670E+001, 2.3060542E+000, 8.6190373E+000, 2.4392332E+000, 8.3910692E+000, 2.2172334E+000, 1.2132735E+001,-2.3915436E+000, 2.0703697E+001, 1.9935563E+000, 2.2590436E+001, 2.1609242E+000, 2.4001943E+001, 2.4065680E+000, 2.6013280E+001,-1.3498803E+000, 2.3777503E+001, 2.0740723E+000, 4.3586915E-002, 3.4537732E-002, 9.2234032E+001, 2.5816567E+000, 4.4498890E+000
 9.0001074E+001,-4.3052892E+001,-5.7568427E+001,-6.0704948E+001,-6.8316016E+001,-7.3049759E+001,-9.3469914E+001, 4.5101328E+000, 1.2105999E-036, 1.2396698E+000, 1.1642919E-036, 4.8109828E+000, 7.1173509E-031, 3.8518262E+000, 2.0008728E+001, 2.2456903E+000, 9.0610569E-019, 3.2821929E+000, 5.6020846E-021, 1.4816962E+000, 5.2813223E-018, 1.6449259E+000, 2.0144772E+001, 1.1438530E+000, 8.6852428E+001, 1.1945027E+000, 1.6534091E+002, 1.8704857E+002, 1.4211964E+000, 1.0247641E+002, 4.4998428E-001, 4.6455656E+001, 1.1766782E+000, 4.7129205E-002, 9.7454009E-001, 3.7055940E-002, 1.0308451E+000, 2.6417452E-002, 1.0154847E+000, 1.8112392E-001, 1.9972900E+001, 1.1185864E+000, 2.1870194E+000, 9.9682400E-001, 3.7495516E+000, 3.6608580E+000, 5.5570525E-001, 3.7428816E+000,-6.2597090E-001, 3.0202223E-001, 2.0063859E+001, 1.1547659E+000, 1.9777567E+001, 1.0007757E+000, 2.7316542E+001, 1.2708452E+000, 3.3623195E+001, 1.9965506E-001, 4.0864822E-002, 2.3688672E+001, 3.1674508E+000, 3.6644732E+000, 2.9839867E+000, 4.1482881E+000, 4.8580610E+000, 2.8545278E+000, 3.4500741E+000,-2.9480076E+000, 2.0267502E+001, 2.2808563E+000, 8.2686636E+000, 2.4449120E+000, 8.0366908E+000, 2.2438156E+000, 1.2416891E+001,-2.4023443E+000, 2.0933096E+001, 2.0900720E+000, 2.2037724E+001, 2.1589448E+000, 2.4737698E+001, 2.3967169E+000, 2.6390549E+001,-1.3161884E+000, 2.3728898E+001, 1.7189764E+000, 3.3643285E-002, 4.4645581E-002, 8.2165649E+001, 2.8671506E+000, 2.8671095E+000
 1.0000078E+002,-4.2633533E+001,-5.7327515E+001,-6.0416925E+001,-6.8032745E+001,-7.2743720E+001,-9.3198724E+001, 4.4976669E+000, 3.9425966E-036, 1.1981810E+000, 4.5280280E-036, 4.7946379E+000, 8.2195131E-032, 3.8366608E+000, 2.0009095E+001, 2.1638755E+000, 6.0006310E-020, 3.1981666E+000, 1.8468323E-021, 1.5782477E+000, 5.3116404E-019, 1.6411570E+000, 2.0144645E+001, 1.1064169E+000, 8.2136584E+001, 1.1678035E+000, 1.8312318E+002, 2.2503103E+002, 1.4098674E+000, 1.0614866E+002, 4.5936809E-001, 4.8260910E+001, 1.2099076E+000, 6.3491560E-002, 9.4248809E-001, 5.5985940E-002, 9.7842032E-001, 4.9285653E-002, 9.8983207E-001, 2.1408342E-001, 1.9974635E+001, 1.1041079E+000, 1.5840014E+000, 9.2397044E-001, 2.4061629E+000, 2.9164460E+000, 5.2288344E-001, 2.7458829E+000,-6.0657313E-001, 2.8488477E-001, 2.0063145E+001, 1.1382598E+000, 1.8827412E+001, 1.0170302E+000, 2.2843436E+001, 1.1673046E+000, 3.0762912E+001, 2.6618395E-001,-2.1102928E-002, 2.3858222E+001, 3.1401870E+000, 3.0090484E+000, 2.9988558E+000, 3.1530812E+000, 3.6488585E+000, 2.7802915E+000, 2.8920725E+000,-2.8825335E+000, 2.0262359E+001, 2.2776263E+000, 8.7486961E+000, 2.4266287E+000, 7.4506819E+000, 2.2238147E+000, 1.1173513E+001,-2.3397397E+000, 2.0952322E+001, 2.0764525E+000, 2.8138727E+001, 2.1853638E+000, 2.9320524E+001, 2.4068263E+000, 3.0430406E+001,-1.3407300E+000, 2.4570663E+001, 2.0680352E+000, 2.6802139E-002, 3.3533010E-002, 9.4016812E+001, 2.5038970E+000, 5.4317574E+000
 1.1000328E+002,-4.2942720E+001,-5.7550487E+001,-6.0610592E+001,-6.8219814E+001,-7.2945551E+001,-9.3329463E+001, 4.4778942E+000, 3.8552150E-037, 1.2600726E+000, 3.6119327E-037, 4.7830820E+000, 2.3975288E-031, 3.8399051E+000, 2.0009281E+001, 2.2681137E+000, 1.6195905E-019, 3.2400347E+000, 3.0106869E-020, 1.4517584E+000, 1.4171070E-016, 1.6941951E+000, 2.0144229E+001, 1.0567990E+000, 9.6871073E+001, 1.1678581E+000, 1.6587611E+002, 2.0650021E+002, 1.3820716E+000, 9.9258751E+001, 4.7409856E-001, 4.6442407E+001, 1.1972643E+000, 2.6031497E-002, 9.1309286E-001, 2.8013118E-002, 8.2573927E-001, 2.5959794E-002, 9.5113695E-001, 1.8390899E-001, 1.9974915E+001, 1.1061439E+000, 1.6074126E+000, 9.2770833E-001, 2.7323816E+000, 3.2360586E+000, 5.7733587E-001, 2.1622301E+000,-6.4150154E-001, 2.4777676E-001, 2.0055328E+001, 1.1511924E+000, 1.9510597E+001, 1.0615188E+000, 2.2984730E+001, 1.2534855E+000, 3.0904177E+001, 2.6109518E-001, 8.9148443E-003, 2.3319534E+001, 3.1004883E+000, 3.8098216E+000, 2.9734105E+000, 3.8986562E+000, 4.0653359E+000, 2.7690065E+000, 3.4507956E+000,-2.8811655E+000, 2.0318953E+001, 2.3601961E+000, 9.3749707E+000, 2.4081116E+000, 9.5811170E+000, 2.2086687E+000, 1.2659931E+001,-2.3768019E+000, 2.0945441E+001, 2.2115243E+000, 2.2708711E+001, 2.1896514E+000, 2.4926987E+001, 2.4032688E+000, 2.7171076E+001,-1.3313265E+000, 2.4016180E+001, 1.8977369E+000, 2.9739379E-002, 3.7360437E-002, 9.5032225E+001, 1.7384467E+000, 1.9374426E+000
 1.2000151E+002,-4.2730098E+001,-5.7405540E+001,-6.0429806E+001,-6.8030688E+001,-7.2731500E+001,-9.3246041E+001, 4.5695526E+000, 1.5365381E-032, 1.1924781E+000, 1.2932940E-032, 4.8798846E+000, 1.8601936E-026, 3.9027224E+000, 2.0009304E+001, 2.2276108E+000, 1.3691449E-015, 3.2395060E+000, 1.1640313E-017, 1.5974045E+000, 1.2102704E-015, 1.5658438E+000, 2.0146020E+001, 1.0702190E+000, 9.0947560E+001, 1.3248157E+000, 1.8598176E+002, 2.1445834E+002, 1.3569699E+000, 9.7593396E+001, 4.2808386E-001, 4.4325384E+001, 1.2303875E+000, 3.6878081E-002, 9.4680212E-001, 3.5599634E-002, 9.1050295E-001, 2.4832745E-002, 9.7164449E-001, 1.0383475E-001, 1.9974041E+001, 1.0841364E+000, 2.2491549E+000, 9.5264467E-001, 4.9295380E+000, 4.7771008E+000, 5.0715327E-001, 3.4841905E+000,-6.4094196E-001, 2.9873083E-001, 2.0076854E+001, 1.1200969E+000, 1.9979339E+001, 1.0608506E+000, 2.2313374E+001, 1.2500430E+000, 2.7886737E+001, 2.4109044E-001, 2.6274732E-002, 2.3601882E+001, 3.0701802E+000, 3.1755732E+000, 2.9783715E+000, 3.1188256E+000, 3.1909178E+000, 2.7698377E+000, 2.8933527E+000,-2.8060026E+000, 2.0283744E+001, 2.3011133E+000, 9.1961581E+000, 2.4048414E+000, 9.5096571E+000, 2.2070990E+000, 1.1550148E+001,-2.3565565E+000, 2.0895369E+001, 2.1079235E+000, 2.2600297E+001, 2.1407016E+000, 2.3503955E+001, 2.4056570E+000, 2.4747752E+001,-1.3865262E+000, 2.3896891E+001, 1.9708721E+000, 4.3901556E-002, 2.9324534E-002, 6.0102766E+001, 3.7229037E+000, 4.1155342E+000
 1.3000327E+002,-4.2762524E+001,-5.7359361E+001,-6.0453455E+001,-6.8085567E+001,-7.2806818E+001,-9.3223179E+001, 4.5668595E+000, 1.0910846E-035, 1.2229738E+000, 8.0005908E-036, 4.8801751E+000, 3.5516840E-030, 3.9025260E+000, 2.0009935E+001, 2.0878317E+000, 3.0821102E-019, 3.1694045E+000, 2.6022552E-021, 1.5266633E+000, 1.5593037E-017, 1.5475139E+000, 2.0150045E+001, 1.0924671E+000, 9.7683366E+001, 1.2394662E+000, 1.9044840E+002, 2.2659867E+002, 1.4046670E+000, 1.1298251E+002, 4.2218220E-001, 4.7305892E+001, 1.2551174E+000, 4.6387488E-002, 1.0159024E+000, 5.4387104E-002, 9.8923074E-001, 4.2735709E-002, 1.0350610E+000, 2.2309143E-001, 1.9975155E+001, 1.1023178E+000, 1.4843881E+000, 9.2966568E-001, 2.8165973E+000, 3.3764136E+000, 5.6054033E-001, 3.1774246E+000,-5.8720755E-001, 3.9834413E-001, 2.0068372E+001, 1.1365112E+000, 2.1107247E+001, 9.4450516E-001, 2.4076122E+001, 1.2446550E+000, 3.1088748E+001, 1.6756438E-001, 2.0375633E-002, 2.3659466E+001, 3.1285001E+000, 2.9650838E+000, 3.0614461E+000, 3.3589772E+000, 3.7637279E+000, 2.8214248E+000, 2.8914640E+000,-2.9417115E+000, 2.0252441E+001, 2.3315064E+000, 8.7312028E+000, 2.3841608E+000, 8.6918251E+000, 2.2301829E+000, 9.9853800E+000,-2.4162990E+000, 2.0712436E+001, 2.1786411E+000, 2.3033649E+001, 2.1841269E+000, 2.5118706E+001, 2.4074253E+000, 2.6459892E+001,-1.3723413E+000, 2.3995829E+001, 2.0824418E+000, 3.1029241E-002, 3.4588659E-002, 8.6712249E+001, 6.5037344E+000, 4.4692092E+000
 1.4000066E+002,-4.2835265E+001,-5.7413481E+001,-6.0535988E+001,-6.8143931E+001,-7.2871880E+001,-9.3281188E+001, 4.5467399E+000, 7.2271061E-037, 1.2438822E+000, 2.6937805E-036, 4.8703719E+000, 6.3675824E-030, 3.8845267E+000, 2.0009827E+001, 2.2053570E+000, 3.2234532E-019, 3.0960319E+000, 3.0020818E-021, 1.4806236E+000, 1.7905756E-018, 1.5482828E+000, 2.0154932E+001, 1.1514136E+000, 8.0400737E+001, 1.2366256E+000, 1.7980669E+002, 2.3269941E+002, 1.4366267E+000, 1.0030058E+002, 5.1022975E-001, 4.4775601E+001, 1.2805925E+000, 3.1011373E-002, 1.0051372E+000, 3.1280865E-002, 9.6772823E-001, 2.4518998E-002, 1.1002225E+000, 2.2499053E-001, 1.9975310E+001, 1.1279579E+000, 1.7252619E+000, 9.4545289E-001, 3.9769160E+000, 3.2079358E+000, 5.5106671E-001, 3.1974219E+000,-6.3807358E-001, 3.0551645E-001, 2.0066145E+001, 1.1562833E+000, 1.7128925E+001, 1.0396036E+000, 2.0039240E+001, 1.2583809E+000, 2.9148596E+001, 1.8240865E-001, 7.5467293E-002, 2.3435928E+001, 3.0563276E+000, 3.3132969E+000, 2.9703445E+000, 3.3826813E+000, 4.2120017E+000, 2.7516272E+000, 2.9220549E+000,-2.7889307E+000, 2.0262878E+001, 2.3092821E+000, 7.1941306E+000, 2.4222154E+000, 7.2073406E+000, 2.2298073E+000, 9.6982144E+000,-2.3912287E+000, 2.0665639E+001, 1.9598842E+000, 2.5245553E+001, 2.1562599E+000, 2.7245789E+001, 2.3932127E+000, 2.9266360E+001,-1.3089684E+000, 2.4281130E+001, 2.1385076E+000, 2.9480930E-002, 3.8708296E-002, 7.2224159E+001, 3.4006902E+000, 3.6588797E+000
 1.5000039E+002,-4.2949270E+001,-5.7500662E+001,-6.0622717E+001,-6.8229905E+001,-7.3000881E+001,-9.3369107E+001, 4.5584743E+000, 8.1966443E-037, 1.2365994E+000, 1.7937127E-036, 4.8728816E+000, 4.3840412E-029, 3.8918353E+000, 2.0010016E+001, 2.2718651E+000, 1.3014996E-018, 3.1635744E+000, 4.2663699E-021, 1.5437841E+000, 2.3549698E-018, 1.6670169E+000, 2.0152797E+001, 1.1223019E+000, 1.0828283E+002, 1.1801387E+000, 1.6618521E+002, 1.9788533E+002, 1.4116339E+000, 9.4303121E+001, 4.8922702E-001, 4.4548577E+001, 1.1457923E+000, 2.7864911E-002, 9.9413228E-001, 2.6015248E-002, 9.5891966E-001, 2.0156978E-002, 9.0097773E-001, 2.3083184E-001, 1.9974895E+001, 1.0942741E+000, 2.1041548E+000, 9.3462242E-001, 3.8354884E+000, 3.8841647E+000, 5.9803127E-001, 3.5302693E+000,-6.6313329E-001, 2.9420409E-001, 2.0096170E+001, 1.1531450E+000, 2.0786344E+001, 9.9220285E-001, 2.5715876E+001, 1.2061095E+000, 3.1268502E+001, 2.0706327E-001, 3.0133951E-002, 2.3758598E+001, 3.1093158E+000, 3.3075333E+000, 2.9250339E+000, 3.4516983E+000, 3.8013079E+000, 2.7953866E+000, 2.9591521E+000,-2.8905976E+000, 2.0268939E+001, 2.3646981E+000, 8.6412946E+000, 2.4375577E+000, 8.2203080E+000, 2.2001704E+000, 1.1128903E+001,-2.3870005E+000, 2.0708672E+001, 2.0594652E+000, 2.3962826E+001, 2.1637961E+000, 2.4892274E+001, 2.4142504E+000, 2.6283829E+001,-1.3455401E+000, 2.4241544E+001, 1.8185662E+000, 3.5695473E-002, 3.4934019E-002, 7.6086418E+001, 1.9794258E+000, 5.2687428E+000
 1.6000241E+002,-4.2791987E+001,-5.7530736E+001,-6.0602490E+001,-6.8205585E+001,-7.2907773E+001,-9.3343321E+001, 4.5310721E+000, 1.5512568E-036, 1.2047695E+000, 1.6844763E-036, 4.8550850E+000, 3.0981684E-031, 3.8755460E+000, 2.0009906E+001, 2.0534625E+000, 2.3998797E-019, 3.1418420E+000, 2.3006847E-020, 1.6164642E+000, 3.6352999E-016, 1.6139597E+000, 2.0156421E+001, 1.1827367E+000, 1.1637228E+002, 1.2369499E+000, 1.7101208E+002, 1.9622983E+002, 1.4288596E+000, 9.6211501E+001, 4.2175376E-001, 4.6958936E+001, 1.2112960E+000, 3.7395267E-002, 9.4154154E-001, 3.2363913E-002, 8.8469987E-001, 2.5993952E-002, 8.0489810E-001, 1.2926308E-001, 1.9976646E+001, 1.1307918E+000, 1.8699596E+000, 9.6266646E-001, 3.8685429E+000, 3.7437748E+000, 5.9049809E-001, 3.7648976E+000,-6.5011192E-001, 3.4830412E-001, 2.0088664E+001, 1.1424476E+000, 2.1842740E+001, 1.0845389E+000, 2.5682310E+001, 1.2899364E+000, 3.4851597E+001, 2.2269868E-001,-2.4016782E-002, 2.3860670E+001, 3.1037004E+000, 3.4030383E+000, 2.9965171E+000, 3.5851986E+000, 3.6547507E+000, 2.7965485E+000, 3.2203284E+000,-2.8705332E+000, 2.0317801E+001, 2.3305452E+000, 8.5096136E+000, 2.4110944E+000, 1.0027864E+001, 2.2188554E+000, 1.1333841E+001,-2.3913868E+000, 2.0823710E+001, 2.0453037E+000, 2.6530623E+001, 2.1655055E+000, 2.8533114E+001, 2.3687746E+000, 2.8651702E+001,-1.3776927E+000, 2.4294704E+001, 1.8033521E+000, 3.4405290E-002, 3.3587159E-002, 8.4922634E+001, 2.4175885E+000, 1.7424366E+000
 1.7000053E+002,-4.2736758E+001,-5.7418994E+001,-6.0471225E+001,-6.8078488E+001,-7.2787581E+001,-9.3255564E+001, 4.5151454E+000, 5.3197827E-035, 1.2154592E+000, 5.7069782E-035, 4.8189574E+000, 1.6000622E-029, 3.8515422E+000, 2.0010404E+001, 2.1422415E+000, 1.3192044E-018, 3.1490083E+000, 6.3982425E-021, 1.5833058E+000, 5.0944899E-019, 1.5721743E+000, 2.0160784E+001, 1.1289695E+000, 9.1161404E+001, 1.2273352E+000, 1.8190473E+002, 2.2283070E+002, 1.4851967E+000, 1.0519849E+002, 4.6759177E-001, 4.7474803E+001, 1.1527492E+000, 2.9573207E-002, 8.9152192E-001, 2.2116239E-002, 9.3281789E-001, 2.0600883E-002, 7.8472128E-001, 1.8622085E-001, 1.9975832E+001, 1.1060705E+000, 1.3924261E+000, 9.2657807E-001, 2.6315777E+000, 3.0321681E+000, 5.4294842E-001, 2.1957939E+000,-6.1390477E-001, 3.4277599E-001, 2.0079149E+001, 1.1514645E+000, 2.0187813E+001, 1.0193583E+000, 2.4013113E+001, 1.2346590E+000, 3.2881934E+001, 1.6270633E-001, 2.4489945E-002, 2.4150655E+001, 3.0929827E+000, 2.9766433E+000, 3.0221305E+000, 3.1456619E+000, 3.4495692E+000, 2.7231807E+000, 2.8390947E+000,-2.8309639E+000, 2.0267282E+001, 2.3380813E+000, 7.6164696E+000, 2.3834869E+000, 9.7660235E+000, 2.1929246E+000, 9.8196678E+000,-2.3838287E+000, 2.0786573E+001, 2.2057033E+000, 2.2208614E+001, 2.1968906E+000, 2.4678892E+001, 2.3436209E+000, 2.7052229E+001,-1.3477408E+000, 2.4511414E+001, 2.0478141E+000, 2.7865625E-002, 3.1701541E-002, 8.7289731E+001, 1.2692662E+000, 4.3056710E+000
 1.8000175E+002,-4.2730286E+001,-5.7327462E+001,-6.0459701E+001,-6.8074236E+001,-7.2808442E+001,-9.3217141E+001, 4.5349714E+000, 2.7941480E-037, 1.2206694E+000, 2.6300586E-037, 4.8496542E+000, 1.0485710E-030, 3.8697614E+000, 2.0010168E+001, 2.0996220E+000, 1.7575589E-019, 3.2223498E+000, 4.0653460E-021, 1.5716281E+000, 5.7854480E-018, 1.5948894E+000, 2.0162748E+001, 1.0630784E+000, 9.0158126E+001, 1.2435265E+000, 2.0072913E+002, 2.2805075E+002, 1.3588043E+000, 1.1314138E+002, 4.1836688E-001, 4.9369451E+001, 1.2372904E+000, 3.4353088E-002, 1.0222552E+000, 2.9873493E-002, 9.8602861E-001, 2.2423954E-002, 1.0194936E+000, 1.8032415E-001, 1.9976405E+001, 1.1102682E+000, 2.2624527E+000, 9.3356834E-001, 3.6060241E+000, 3.6736349E+000, 5.5152605E-001, 2.9006403E+000,-6.3496115E-001, 3.4453509E-001, 2.0081454E+001, 1.1932396E+000, 1.9632812E+001, 1.0937197E+000, 2.3135652E+001, 1.2571148E+000, 2.9629543E+001, 2.4922704E-001,-1.9755654E-002, 2.3665372E+001, 3.1316237E+000, 3.0941540E+000, 2.9983071E+000, 3.3263245E+000, 3.6624769E+000, 2.7544226E+000, 3.0744676E+000,-2.8842238E+000, 2.0303438E+001, 2.3714734E+000, 7.1638555E+000, 2.4066922E+000, 7.3838035E+000, 2.2278380E+000, 9.6131241E+000,-2.4022611E+000, 2.0718824E+001, 2.1435936E+000, 2.7013445E+001, 2.2256461E+000, 2.8437514E+001, 2.3870543E+000, 2.9813100E+001,-1.3596823E+000, 2.4634299E+001, 2.0957864E+000, 3.3760705E-002, 3.3658163E-002, 7.5685258E+001, 3.0759492E+000, 1.7801135E+000
 1.9000011E+002,-4.2919537E+001,-5.7562579E+001,-6.0625029E+001,-6.8226530E+001,-7.2998745E+001,-9.3420301E+001, 4.5846728E+000, 4.9324548E-035, 1.2600183E+000, 5.6137057E-035, 4.8849924E+000, 9.0669572E-029, 3.9125301E+000, 2.0010228E+001, 2.1005981E+000, 1.0038605E-017, 3.1860854E+000, 9.1123785E-019, 1.5455606E+000, 1.9863707E-015, 1.5390464E+000, 2.0164377E+001, 1.0686717E+000, 8.2063052E+001, 1.1893515E+000, 1.8620349E+002, 2.3194621E+002, 1.3800082E+000, 1.0264800E+002, 4.5979961E-001, 4.7519287E+001, 1.2309296E+000, 2.6916130E-002, 1.0117101E+000, 2.5888191E-002, 9.8376726E-001, 2.1199389E-002, 9.2124429E-001, 2.1471363E-001, 1.9977243E+001, 1.1067567E+000, 1.5353051E+000, 9.4809418E-001, 2.7087948E+000, 3.1575815E+000, 5.1101833E-001, 2.1228333E+000,-5.6675532E-001, 3.3397245E-001, 2.0081852E+001, 1.1669225E+000, 1.8724537E+001, 1.0876372E+000, 2.1082556E+001, 1.2798601E+000, 2.8102162E+001, 3.0148010E-001, 1.5498697E-002, 2.3782270E+001, 3.1401540E+000, 3.0490496E+000, 3.0046406E+000, 3.2850516E+000, 3.7587908E+000, 2.8628991E+000, 2.9947617E+000,-2.9498733E+000, 2.0276320E+001, 2.3310506E+000, 6.6067918E+000, 2.3725697E+000, 7.9256171E+000, 2.2181843E+000, 9.2219346E+000,-2.3953057E+000, 2.0663970E+001, 2.1203969E+000, 2.4280964E+001, 2.1924159E+000, 2.5279259E+001, 2.4050957E+000, 2.7255774E+001,-1.3347960E+000, 2.4536785E+001, 2.1315857E+000, 2.9018174E-002, 3.4543288E-002, 8.7663986E+001, 4.4496478E+000, 3.3998797E+000
 2.0000120E+002,-4.2733441E+001,-5.7403957E+001,-6.0475111E+001,-6.8089790E+001,-7.2843078E+001,-9.3303839E+001, 4.5400239E+000, 4.6708057E-036, 1.2603483E+000, 3.9200229E-036, 4.8325097E+000, 1.2211825E-029, 3.8877625E+000, 2.0010519E+001, 2.2506042E+000, 5.5354711E-019, 3.2092413E+000, 1.7899004E-020, 1.5212624E+000, 1.1413451E-016, 1.6076119E+000, 2.0159938E+001, 1.1314352E+000, 1.0486935E+002, 1.1967626E+000, 1.6698811E+002, 2.1643522E+002, 1.3713269E+000, 1.0031596E+002, 4.2594758E-001, 4.5677625E+001, 1.2068629E+000, 3.4848132E-002, 9.9533328E-001, 3.1802454E-002, 9.4767871E-001, 2.3438903E-002, 1.0054309E+000, 1.5904305E-001, 1.9977915E+001, 1.1087891E+000, 1.5362852E+000, 9.2597317E-001, 3.1687536E+000, 3.6582703E+000, 5.1253989E-001, 2.7685969E+000,-6.1825529E-001, 2.9273411E-001, 2.0086782E+001, 1.1432881E+000, 2.1077988E+001, 9.7901683E-001, 2.2625783E+001, 1.2323056E+000, 3.0774079E+001, 2.3967674E-001,-2.2088586E-002, 2.3777676E+001, 3.1286193E+000, 3.1766322E+000, 2.9212669E+000, 3.3947180E+000, 3.8087373E+000, 2.7597514E+000, 3.0670151E+000,-2.8716874E+000, 2.0301138E+001, 2.3190837E+000, 7.6157396E+000, 2.4269351E+000, 7.6523712E+000, 2.2302150E+000, 9.2486124E+000,-2.3865710E+000, 2.0656380E+001, 2.0737644E+000, 2.5793580E+001, 2.1825868E+000, 2.6666009E+001, 2.3638304E+000, 2.7406099E+001,-1.3470452E+000, 2.4510129E+001, 1.9890397E+000, 3.3619504E-002, 3.5002296E-002, 8.2070111E+001, 5.6930761E-001, 2.5071434E+000
