s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 2.1400220E+003, 0.0000000E+000, 0.0000000E+000,-2.3861158E+000,-7.5919834E-001,-9.4129947E-001,-1.0156829E-004, 1.3408540E-003, 0.0000000E+000,-4.3910929E+000,-4.0853743E+000, 5.4906990E-005, 1.4937661E-015, 2.2257577E-006, 2.7662294E-001, 1.4569931E+000,-3.0752276E-001, 6.9405613E-001, 3.0138706E+000, 8.7945351E-001,-4.9217158E-001, 1.1944755E+001,-7.2062541E-001,-6.4193551E-001,-5.3852597E-001,-7.7785460E-001,-6.4137170E-001,-5.7182760E-001,-8.2680506E-001,-6.4086564E-001,-5.8078752E-001,-8.5926929E-001
 2.1500085E+003, 0.0000000E+000, 0.0000000E+000,-2.3528317E+000,-7.4346284E-001,-9.3753670E-001,-9.5468404E-005, 1.8111952E-003, 0.0000000E+000,-4.3556736E+000,-4.0321156E+000,-1.7591537E-005, 7.6953743E-016, 1.5771510E-006, 2.8913601E-001, 1.4872169E+000,-3.0370514E-001, 7.1666237E-001, 3.0985223E+000, 9.0613264E-001,-4.9022009E-001, 1.2261654E+001,-7.2097952E-001,-6.4190913E-001,-5.3682584E-001,-7.7865152E-001,-6.4135900E-001,-5.7098948E-001,-8.2681347E-001,-6.4087327E-001,-5.8050689E-001,-8.5300015E-001
 2.1600244E+003, 0.0000000E+000, 0.0000000E+000,-2.3220076E+000,-8.4620052E-001,-9.4389757E-001,-1.1200773E-004, 1.1718898E-003, 0.0000000E+000,-4.3052000E+000,-4.1110458E+000,-4.9270104E-007, 5.2674751E-016, 1.0292252E-006, 3.0020964E-001, 1.5073670E+000,-3.0196391E-001, 7.3475327E-001, 3.1769845E+000, 9.3195190E-001,-4.9044074E-001, 1.2585212E+001,-7.2086978E-001,-6.4192471E-001,-5.3408867E-001,-7.7919294E-001,-6.4134818E-001,-5.7002965E-001,-8.3006642E-001,-6.4086102E-001,-5.8007594E-001,-8.7052431E-001
 2.1700110E+003, 0.0000000E+000, 0.0000000E+000,-2.2909520E+000,-6.6831015E-001,-9.1179060E-001,-1.4162766E-004, 1.9236040E-003, 0.0000000E+000,-4.1883484E+000,-3.8692708E+000, 4.7673942E-005, 1.2446703E-015, 2.1271283E-006, 3.0845324E-001, 1.5295147E+000,-2.9380546E-001, 7.4757679E-001, 3.2586268E+000, 9.5798689E-001,-4.8615384E-001, 1.2912994E+001,-7.2011680E-001,-6.4190096E-001,-5.3190786E-001,-7.7908960E-001,-6.4132377E-001,-5.6881605E-001,-8.2906354E-001,-6.4081865E-001,-5.7962488E-001,-8.6071182E-001
 2.1800266E+003, 0.0000000E+000, 0.0000000E+000,-2.2596440E+000,-9.2944143E-001,-8.7621792E-001,-1.3551110E-004, 1.8285663E-003, 0.0000000E+000,-4.3111051E+000,-4.0636103E+000, 3.7175521E-005, 1.6566393E-015, 2.8571183E-006, 3.3097706E-001, 1.5319075E+000,-2.9695704E-001, 7.8954163E-001, 3.3522831E+000, 9.6627154E-001,-4.8720059E-001, 1.3246809E+001,-7.2081944E-001,-6.4188299E-001,-5.2904391E-001,-7.7588565E-001,-6.4133203E-001,-5.6783983E-001,-8.2984843E-001,-6.4081024E-001,-5.7896940E-001,-8.5671471E-001
 2.1900134E+003, 0.0000000E+000, 0.0000000E+000,-2.2313299E+000,-6.6167976E-001,-8.6220018E-001,-1.1738899E-004, 1.5118608E-003, 0.0000000E+000,-4.0591431E+000,-3.7538153E+000, 7.0466719E-006, 2.7797848E-016, 5.5187306E-007, 3.4299610E-001, 1.5390014E+000,-2.9500355E-001, 7.9223839E-001, 3.4298785E+000, 9.6079811E-001,-4.8190867E-001, 1.3585339E+001,-7.1972449E-001,-6.4188549E-001,-5.2598639E-001,-7.7455512E-001,-6.4132602E-001,-5.6670899E-001,-8.3008516E-001,-6.4077538E-001,-5.7861593E-001,-8.6064658E-001
 2.2000002E+003, 0.0000000E+000, 0.0000000E+000,-2.1983183E+000,-8.1065408E-001,-8.4974719E-001,-1.1451992E-004, 2.1595305E-003, 0.0000000E+000,-4.1509731E+000,-3.8566746E+000, 1.3859496E-005, 1.8076215E-015, 3.1374363E-006, 3.5070544E-001, 1.5915739E+000,-2.8602343E-001, 8.3259885E-001, 3.5257617E+000, 9.7141391E-001,-4.8342673E-001, 1.3929236E+001,-7.1813935E-001,-6.4185700E-001,-5.2408488E-001,-7.7396422E-001,-6.4131086E-001,-5.6583096E-001,-8.2429550E-001,-6.4077689E-001,-5.7808999E-001,-8.5339538E-001
 2.2100159E+003, 0.0000000E+000, 0.0000000E+000,-2.1655043E+000,-7.7905022E-001,-7.8331361E-001,-9.6166018E-005, 1.4010614E-003, 0.0000000E+000,-3.9600234E+000,-3.7265633E+000, 5.0398328E-005, 1.5936565E-015, 2.7109970E-006, 3.6646418E-001, 1.6256842E+000,-2.8787865E-001, 8.4111360E-001, 3.6087993E+000, 9.8957471E-001,-4.7965385E-001, 1.4279366E+001,-7.1951937E-001,-6.4185982E-001,-5.2091974E-001,-7.7498354E-001,-6.4129119E-001,-5.6430812E-001,-8.3147153E-001,-6.4073692E-001,-5.7743759E-001,-8.6241651E-001
 2.2200027E+003, 0.0000000E+000, 0.0000000E+000,-2.1361799E+000,-8.1228251E-001,-7.8696955E-001,-1.1666766E-004, 2.1685983E-003, 0.0000000E+000,-4.0488682E+000,-3.7333800E+000,-3.8170786E-005, 6.6087660E-018,-9.2314463E-009, 3.8468196E-001, 1.6340661E+000,-2.8715356E-001, 8.7303457E-001, 3.7047305E+000, 1.0183852E+000,-4.7955697E-001, 1.4633931E+001,-7.2069506E-001,-6.4184596E-001,-5.1823606E-001,-7.7494781E-001,-6.4128922E-001,-5.6362779E-001,-8.2932782E-001,-6.4072853E-001,-5.7715858E-001,-8.4515090E-001
 2.2300183E+003, 0.0000000E+000, 0.0000000E+000,-2.1060843E+000,-7.8142970E-001,-7.7887158E-001,-1.0650269E-004, 1.9358471E-003, 0.0000000E+000,-3.8716663E+000,-3.6645563E+000, 5.2127959E-005, 1.3431170E-015, 2.3670700E-006, 3.9376021E-001, 1.6513723E+000,-2.7586951E-001, 8.9749878E-001, 3.7992049E+000, 1.0561837E+000,-4.7568846E-001, 1.4994908E+001,-7.1928100E-001,-6.4182340E-001,-5.1565792E-001,-7.7496917E-001,-6.4125878E-001,-5.6175501E-001,-8.2654252E-001,-6.4072668E-001,-5.7642003E-001,-8.5052015E-001
 2.2400051E+003, 0.0000000E+000, 0.0000000E+000,-2.0769744E+000,-5.8568210E-001,-7.0085463E-001,-1.0184067E-004, 1.9735141E-003, 0.0000000E+000,-3.7209744E+000,-3.3616395E+000, 3.7107976E-005, 1.2207804E-015, 1.9593182E-006, 4.1615475E-001, 1.6900823E+000,-2.8033090E-001, 9.2154961E-001, 3.8911715E+000, 1.0858202E+000,-4.7774287E-001, 1.5360740E+001,-7.1899807E-001,-6.4181514E-001,-5.1237393E-001,-7.7631327E-001,-6.4121502E-001,-5.6094234E-001,-8.2488419E-001,-6.4068059E-001,-5.7579343E-001,-8.4362994E-001
 2.2500208E+003, 0.0000000E+000, 0.0000000E+000,-2.0493425E+000,-8.0066669E-001,-7.0252712E-001,-8.6232849E-005, 1.9421292E-003, 0.0000000E+000,-3.8191899E+000,-3.5506804E+000, 5.0570730E-005, 1.7212283E-015, 2.9319998E-006, 4.2958991E-001, 1.7255688E+000,-2.7452910E-001, 9.3998184E-001, 3.9844662E+000, 1.1144458E+000,-4.7356450E-001, 1.5732977E+001,-7.1968744E-001,-6.4179793E-001,-5.0957442E-001,-7.7404184E-001,-6.4119405E-001,-5.5969111E-001,-8.2178234E-001,-6.4064819E-001,-5.7497027E-001,-8.5031944E-001
 2.2600076E+003, 0.0000000E+000, 0.0000000E+000,-2.0237897E+000,-7.2012711E-001,-6.2428539E-001,-9.5065864E-005, 1.7633095E-003, 0.0000000E+000,-3.6420008E+000,-3.3665340E+000, 8.5486493E-006, 1.0231285E-015, 1.7151055E-006, 4.3686245E-001, 1.7300012E+000,-2.7167883E-001, 9.7145188E-001, 4.0841049E+000, 1.1232109E+000,-4.7438989E-001, 1.6110129E+001,-7.1908519E-001,-6.4178389E-001,-5.0662627E-001,-7.7580782E-001,-6.4120741E-001,-5.5817114E-001,-8.1901399E-001,-6.4067256E-001,-5.7470561E-001,-8.5013463E-001
 2.2700232E+003, 0.0000000E+000, 0.0000000E+000,-2.0012240E+000,-6.9039915E-001,-6.8042787E-001,-1.0162245E-004, 1.9329405E-003, 0.0000000E+000,-3.5773912E+000,-3.3702197E+000, 6.7708945E-007,-2.3170275E-016,-4.0227749E-007, 4.5335568E-001, 1.7425651E+000,-2.6875306E-001, 9.8210542E-001, 4.1726006E+000, 1.1285738E+000,-4.6965264E-001, 1.6493972E+001,-7.1750794E-001,-6.4179250E-001,-5.0315592E-001,-7.7243433E-001,-6.4120259E-001,-5.5786342E-001,-8.2075030E-001,-6.4064940E-001,-5.7440701E-001,-8.4749412E-001
 2.2800098E+003, 0.0000000E+000, 0.0000000E+000,-1.9729348E+000,-8.2710547E-001,-6.1438731E-001,-1.0064001E-004, 2.1614999E-003, 0.0000000E+000,-3.6801208E+000,-3.4123667E+000, 3.3203177E-006, 7.8639552E-016, 1.3257174E-006, 4.7159234E-001, 1.7807519E+000,-2.6881181E-001, 1.0276907E+000, 4.2771676E+000, 1.1461993E+000,-4.7068363E-001, 1.6882332E+001,-7.1788857E-001,-6.4179030E-001,-5.0073022E-001,-7.7212346E-001,-6.4121953E-001,-5.5585571E-001,-8.1922415E-001,-6.4066632E-001,-5.7382144E-001,-8.4332250E-001
 2.2900254E+003, 0.0000000E+000, 0.0000000E+000,-1.9472095E+000,-7.7405162E-001,-6.1011441E-001,-9.3861801E-005, 2.1217996E-003, 0.0000000E+000,-3.5372684E+000,-3.3293476E+000,-7.3043032E-006,-1.2427965E-017,-7.3810636E-009, 4.8503184E-001, 1.8198864E+000,-2.6253877E-001, 1.0375858E+000, 4.3753984E+000, 1.1645207E+000,-4.6514428E-001, 1.7277823E+001,-7.1744072E-001,-6.4178788E-001,-4.9739403E-001,-7.7092483E-001,-6.4121067E-001,-5.5510336E-001,-8.1168071E-001,-6.4065876E-001,-5.7357120E-001,-8.4816985E-001
 2.3000122E+003, 0.0000000E+000, 0.0000000E+000,-1.9216212E+000,-6.6254957E-001,-6.5918516E-001,-7.9455138E-005, 1.7818378E-003, 0.0000000E+000,-3.5276017E+000,-3.2416535E+000, 5.9430802E-006, 1.6202401E-015, 2.7749300E-006, 4.9838637E-001, 1.8614572E+000,-2.6048398E-001, 1.0733154E+000, 4.4793787E+000, 1.1975842E+000,-4.6780761E-001, 1.7677929E+001,-7.1985900E-001,-6.4177436E-001,-4.9435922E-001,-7.7070888E-001,-6.4119462E-001,-5.5431994E-001,-8.2507965E-001,-6.4063725E-001,-5.7278654E-001,-8.4664295E-001
 2.3100278E+003, 0.0000000E+000, 0.0000000E+000,-1.8968679E+000,-7.9569475E-001,-5.7238987E-001,-8.5028975E-005, 2.2604058E-003, 0.0000000E+000,-3.5162203E+000,-3.2627771E+000, 4.0720485E-005, 1.9102551E-015, 3.3305526E-006, 5.2137882E-001, 1.8617143E+000,-2.5934891E-001, 1.1032690E+000, 4.5808901E+000, 1.2310912E+000,-4.6129986E-001, 1.8085533E+001,-7.2070507E-001,-6.4175153E-001,-4.9100797E-001,-7.7100890E-001,-6.4116191E-001,-5.5256707E-001,-8.1908422E-001,-6.4062147E-001,-5.7204888E-001,-8.4566229E-001
 2.3200146E+003, 0.0000000E+000, 0.0000000E+000,-1.8740606E+000,-7.5730758E-001,-5.6450668E-001,-8.2803514E-005, 1.9957173E-003, 0.0000000E+000,-3.4451067E+000,-3.1939619E+000, 5.7047286E-005, 8.9130007E-016, 1.4246681E-006, 5.3646945E-001, 1.8838077E+000,-2.5292672E-001, 1.1218802E+000, 4.6884426E+000, 1.2685446E+000,-4.6353618E-001, 1.8498469E+001,-7.1922219E-001,-6.4175884E-001,-4.8754050E-001,-7.7179841E-001,-6.4114385E-001,-5.5084952E-001,-8.1836434E-001,-6.4058280E-001,-5.7147789E-001,-8.4896477E-001
 2.3300015E+003, 0.0000000E+000, 0.0000000E+000,-1.8524334E+000,-5.9669705E-001,-5.7054378E-001,-8.9578172E-005, 2.3331402E-003, 0.0000000E+000,-3.3128235E+000,-3.0174307E+000,-1.0613014E-005, 7.5104968E-016, 1.4196696E-006, 5.4618167E-001, 1.9159992E+000,-2.4835399E-001, 1.1511491E+000, 4.7931166E+000, 1.2956275E+000,-4.6074461E-001, 1.8918000E+001,-7.1845325E-001,-6.4172736E-001,-4.8433029E-001,-7.7056618E-001,-6.4113299E-001,-5.4997981E-001,-8.1909893E-001,-6.4058006E-001,-5.7092315E-001,-8.3827044E-001
 2.3400171E+003, 0.0000000E+000, 0.0000000E+000,-1.8279164E+000,-7.6131324E-001,-5.5685933E-001,-6.9913468E-005, 1.8280023E-003, 0.0000000E+000,-3.3665224E+000,-3.1443309E+000, 3.3022668E-005, 4.3107385E-016, 6.3623804E-007, 5.6716809E-001, 1.9420823E+000,-2.5171416E-001, 1.1750961E+000, 4.8907120E+000, 1.3158890E+000,-4.5968032E-001, 1.9345054E+001,-7.1887011E-001,-6.4172830E-001,-4.8110084E-001,-7.6874788E-001,-6.4114320E-001,-5.4840702E-001,-8.2200321E-001,-6.4056337E-001,-5.7055991E-001,-8.4656006E-001
 2.3500039E+003, 0.0000000E+000, 0.0000000E+000,-1.8050793E+000,-6.3123829E-001,-5.4357834E-001,-8.4166971E-005, 2.2522598E-003, 0.0000000E+000,-3.2809715E+000,-2.9777278E+000,-1.6534249E-005, 7.1360170E-016, 1.2904926E-006, 5.8247882E-001, 1.9748064E+000,-2.4691678E-001, 1.2028962E+000, 5.0047304E+000, 1.3254494E+000,-4.5727346E-001, 1.9777862E+001,-7.1963390E-001,-6.4170771E-001,-4.7769994E-001,-7.6697093E-001,-6.4113469E-001,-5.4755674E-001,-8.1527087E-001,-6.4055238E-001,-5.6985588E-001,-8.5128631E-001
 2.3600195E+003, 0.0000000E+000, 0.0000000E+000,-1.7828981E+000,-7.2605679E-001,-4.9793007E-001,-7.3245190E-005, 2.2931446E-003, 0.0000000E+000,-3.2335445E+000,-3.0046650E+000, 2.7800857E-005, 1.5721475E-015, 2.7736603E-006, 5.9859399E-001, 1.9991368E+000,-2.3913258E-001, 1.2373502E+000, 5.1158911E+000, 1.3306692E+000,-4.5381303E-001, 2.0218230E+001,-7.1829140E-001,-6.4169639E-001,-4.7360676E-001,-7.6557372E-001,-6.4112994E-001,-5.4579876E-001,-8.1222878E-001,-6.4054866E-001,-5.6947040E-001,-8.5495599E-001
 2.3700063E+003, 0.0000000E+000, 0.0000000E+000,-1.7621930E+000,-7.4009070E-001,-5.0204569E-001,-8.9969393E-005, 2.4107509E-003, 0.0000000E+000,-3.2693778E+000,-3.0020086E+000, 2.8261041E-005, 9.3310306E-016, 1.6296603E-006, 6.2098956E-001, 2.0357095E+000,-2.3849821E-001, 1.2629814E+000, 5.2241668E+000, 1.3562020E+000,-4.5218638E-001, 2.0664518E+001,-7.1851765E-001,-6.4169926E-001,-4.7036073E-001,-7.6505354E-001,-6.4110925E-001,-5.4431171E-001,-8.1668831E-001,-6.4051478E-001,-5.6864543E-001,-8.4266098E-001
 2.3800220E+003, 0.0000000E+000, 0.0000000E+000,-1.7406242E+000,-6.3531871E-001,-4.5039561E-001,-9.1454607E-005, 2.2584629E-003, 0.0000000E+000,-3.0628527E+000,-2.8241715E+000, 1.4688716E-005, 8.0091200E-016, 1.3041932E-006, 6.3524549E-001, 2.0654021E+000,-2.3667682E-001, 1.2924041E+000, 5.3417701E+000, 1.3811803E+000,-4.5003910E-001, 2.1119127E+001,-7.1857572E-001,-6.4167366E-001,-4.6658249E-001,-7.6591190E-001,-6.4109148E-001,-5.4290119E-001,-8.1220440E-001,-6.4052054E-001,-5.6810484E-001,-8.4573270E-001
 2.3900085E+003, 0.0000000E+000, 0.0000000E+000,-1.7193335E+000,-6.9291722E-001,-4.2976495E-001,-8.3911761E-005, 2.3927144E-003, 0.0000000E+000,-3.0932927E+000,-2.8397069E+000, 5.2288740E-006, 3.0043906E-016, 5.2659914E-007, 6.5403594E-001, 2.0893272E+000,-2.3293348E-001, 1.3275397E+000, 5.4548622E+000, 1.4141374E+000,-4.4875354E-001, 2.1579715E+001,-7.1770838E-001,-6.4167312E-001,-4.6275849E-001,-7.6921342E-001,-6.4106333E-001,-5.4132833E-001,-8.1085047E-001,-6.4051819E-001,-5.6750038E-001,-8.4105368E-001
 2.4000000E+003, 0.0000000E+000, 0.0000000E+000,-1.6961569E+000,-6.9855333E-001,-4.2989470E-001,-9.8033717E-005, 2.1266948E-003, 0.0000000E+000,-3.1149531E+000,-2.8225763E+000,-1.1336383E-006, 1.6429033E-015, 2.8315531E-006, 6.7320869E-001, 2.1233685E+000,-2.2599984E-001, 1.3457726E+000, 5.5673862E+000, 1.4479797E+000,-4.4612950E-001, 2.2046469E+001,-7.1827156E-001,-6.4165347E-001,-4.5938818E-001,-7.7034051E-001,-6.4102469E-001,-5.4009671E-001,-8.1657781E-001,-6.4047689E-001,-5.6679108E-001,-8.4714608E-001
