s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 1.9900082E+003, 9.0193116E+002, 0.0000000E+000,-7.1832394E+002,-1.8626489E+001,-1.9595881E+002,-1.1752746E-001, 1.2257603E-003, 0.0000000E+000,-3.2821683E+001,-3.1094391E+001,-1.7764456E-004, 1.9432714E-002, 7.3593977E-006,-1.8905020E+000,-7.7777645E-001,-1.4412880E+000,-6.1622509E-001,-2.6339390E-001,-7.7999523E-001,-5.3076227E-001,-9.4669192E-001,-6.0283223E-001,-7.3300305E-004,-1.3559130E+000,-6.4916011E-001,-6.6630091E-001,-1.7267425E+000,-6.4947496E-001,-6.7684306E-001,-1.9124225E+000,-6.4978568E-001,-6.8173983E-001,-1.8944157E+000
 2.0000074E+003, 8.8650176E+002, 0.0000000E+000,-7.0903462E+002,-1.7827915E+001,-1.9372510E+002,-1.1563208E-001, 4.3491788E-004, 0.0000000E+000,-3.5801804E+001,-3.4201066E+001,-1.6453891E-004, 1.9148978E-002,-1.0897230E-005,-1.8831538E+000,-7.8428653E-001,-1.4631795E+000,-6.2066731E-001,-2.4594149E-001,-7.7994984E-001,-5.1768761E-001,-9.6488051E-001,-6.0292365E-001, 4.0832495E-002,-1.3508724E+000,-6.4916489E-001,-6.6600671E-001,-1.7524315E+000,-6.4948198E-001,-6.7680505E-001,-1.9153977E+000,-6.4979767E-001,-6.8202031E-001,-1.8631286E+000
 2.0100061E+003, 8.7663684E+002, 0.0000000E+000,-7.0084799E+002,-1.6913305E+001,-1.9042663E+002,-1.1425457E-001,-9.0124990E-003, 0.0000000E+000,-3.3446131E+001,-3.1674344E+001,-1.6931403E-004, 1.8865872E-002, 2.0593516E-006,-2.1152980E+000,-7.8542381E-001,-1.4515295E+000,-6.1758871E-001,-2.2788816E-001,-7.6420446E-001,-5.0655294E-001,-9.4897892E-001,-6.0701785E-001, 8.4589643E-002,-1.3336324E+000,-6.4918881E-001,-6.6585958E-001,-1.7413056E+000,-6.4950570E-001,-6.7670423E-001,-1.9395222E+000,-6.4980484E-001,-6.8183700E-001,-1.8876115E+000
 2.0200022E+003, 8.6366211E+002, 0.0000000E+000,-6.8668471E+002,-1.7503420E+001,-1.8823814E+002,-1.1426420E-001, 3.5980259E-003, 0.0000000E+000,-3.0303891E+001,-2.8874825E+001,-1.8926017E-004, 1.8684911E-002,-3.8183769E-006,-2.0833402E+000,-7.8147179E-001,-1.4321806E+000,-6.1535154E-001,-2.0910280E-001,-7.6447480E-001,-4.9332574E-001,-9.8160678E-001,-6.0203953E-001, 1.3013778E-001,-1.3191743E+000,-6.4915557E-001,-6.6524439E-001,-1.6745727E+000,-6.4951349E-001,-6.7657335E-001,-1.8876050E+000,-6.4980517E-001,-6.8174627E-001,-1.8973947E+000
 2.0300074E+003, 8.5629487E+002, 0.0000000E+000,-6.8018743E+002,-1.7627290E+001,-1.8626167E+002,-1.1341153E-001, 3.9785282E-003, 0.0000000E+000,-2.9336926E+001,-2.7890959E+001,-1.6864336E-004, 1.8605259E-002,-7.2405280E-006,-1.9344225E+000,-7.8244560E-001,-1.4483113E+000,-6.1762409E-001,-1.8972037E-001,-7.6965564E-001,-4.8094366E-001,-9.7287402E-001,-6.0408744E-001, 1.7842610E-001,-1.3141915E+000,-6.4917960E-001,-6.6503678E-001,-1.6465893E+000,-6.4954252E-001,-6.7650295E-001,-1.8907371E+000,-6.4980575E-001,-6.8180264E-001,-2.0326067E+000
 2.0400009E+003, 8.5526205E+002, 0.0000000E+000,-6.7560384E+002,-1.6400394E+001,-1.8546202E+002,-1.1181583E-001,-4.0654490E-003, 0.0000000E+000,-2.3845343E+001,-2.2320081E+001,-1.3970067E-004, 1.8525962E-002,-3.0237201E-006,-2.0620273E+000,-7.8727367E-001,-1.4414780E+000,-6.1928372E-001,-1.6969760E-001,-7.6496494E-001,-4.7939995E-001,-9.6053057E-001,-6.0874930E-001, 2.2964670E-001,-1.3205581E+000,-6.4920875E-001,-6.6528888E-001,-1.7197747E+000,-6.4953987E-001,-6.7640353E-001,-1.8629183E+000,-6.4975326E-001,-6.8166914E-001,-1.9413472E+000
 2.0500063E+003, 8.5118024E+002, 0.0000000E+000,-6.7245808E+002,-1.7110402E+001,-1.8484397E+002,-1.1270132E-001, 5.4623121E-003, 0.0000000E+000,-2.5120901E+001,-2.3339450E+001,-1.3217172E-004, 1.8446367E-002,-5.6818781E-006,-1.9620649E+000,-7.7901396E-001,-1.4494518E+000,-6.1363867E-001,-1.4884401E-001,-7.5959538E-001,-4.4932553E-001,-9.5779286E-001,-6.0725630E-001, 2.8276019E-001,-1.2990182E+000,-6.4918607E-001,-6.6452984E-001,-1.7305102E+000,-6.4951070E-001,-6.7643077E-001,-1.8841603E+000,-6.4977534E-001,-6.8178356E-001,-1.8708008E+000
 2.0600056E+003, 8.4493981E+002, 0.0000000E+000,-6.6867111E+002,-1.6404322E+001,-1.8259591E+002,-1.1138946E-001,-2.6658191E-003, 0.0000000E+000,-2.4448185E+001,-2.2845582E+001,-1.6754579E-004, 1.8367065E-002,-5.0102133E-006,-2.0145871E+000,-7.7799205E-001,-1.4574830E+000,-6.1151746E-001,-1.2736547E-001,-7.5686178E-001,-4.3160407E-001,-9.6251536E-001,-6.0865799E-001, 3.3867024E-001,-1.3112000E+000,-6.4919643E-001,-6.6444634E-001,-1.7268687E+000,-6.4951058E-001,-6.7628404E-001,-1.9154095E+000,-6.4978386E-001,-6.8167512E-001,-1.8818177E+000
 2.0700022E+003, 8.4475936E+002, 0.0000000E+000,-6.6207377E+002,-1.6141771E+001,-1.8052652E+002,-1.0960656E-001, 3.5850125E-003, 0.0000000E+000,-1.5470579E+001,-1.4088722E+001,-1.2483623E-004, 1.8287496E-002, 4.7285633E-006,-1.9266813E+000,-7.7417857E-001,-1.4477917E+000,-6.1191442E-001,-1.0514926E-001,-7.5206975E-001,-4.1915954E-001,-9.6088754E-001,-6.0666950E-001, 3.9775726E-001,-1.3367000E+000,-6.4916803E-001,-6.6415433E-001,-1.6862619E+000,-6.4950984E-001,-6.7594466E-001,-1.9090480E+000,-6.4975865E-001,-6.8137411E-001,-1.9205732E+000
 2.0800081E+003, 8.4060347E+002, 0.0000000E+000,-6.6379222E+002,-1.6941979E+001,-1.7958680E+002,-1.1075200E-001, 1.1425332E-003, 0.0000000E+000,-2.1331884E+001,-1.9827148E+001,-1.3000171E-004, 1.8208139E-002,-4.3706097E-006,-1.9603480E+000,-7.6961896E-001,-1.4618664E+000,-6.1277867E-001,-8.2172322E-002,-7.5317817E-001,-3.9171215E-001,-9.5662213E-001,-6.0460942E-001, 4.5947533E-001,-1.3334384E+000,-6.4915024E-001,-6.6371381E-001,-1.5925999E+000,-6.4953302E-001,-6.7594110E-001,-1.8800566E+000,-6.4979056E-001,-6.8141539E-001,-1.9256556E+000
 2.0900103E+003, 8.3235553E+002, 0.0000000E+000,-6.5714178E+002,-1.6573368E+001,-1.7857254E+002,-1.0921483E-001, 7.7370755E-003, 0.0000000E+000,-2.1608293E+001,-2.0033632E+001,-1.2820000E-004, 1.8128668E-002,-3.4625971E-006,-1.8206310E+000,-7.7052923E-001,-1.4677578E+000,-6.1434466E-001,-5.8365402E-002,-7.5451849E-001,-3.7869543E-001,-9.5275200E-001,-6.0513772E-001, 5.2485349E-001,-1.3436190E+000,-6.4915645E-001,-6.6335914E-001,-1.6026774E+000,-6.4952976E-001,-6.7587015E-001,-1.7903753E+000,-6.4976824E-001,-6.8139881E-001,-1.8854352E+000
 2.1000022E+003, 8.3518542E+002, 0.0000000E+000,-6.5349350E+002,-1.5062773E+001,-1.7610638E+002,-1.0910078E-001,-4.8718165E-003, 0.0000000E+000,-1.1158193E+001,-9.5912116E+000,-1.5429748E-004, 1.8049213E-002,-5.2458937E-007,-1.8722182E+000,-7.6675822E-001,-1.4510552E+000,-6.0643336E-001,-3.3806019E-002,-7.4879990E-001,-3.5721363E-001,-9.4739518E-001,-6.0895400E-001, 5.9341259E-001,-1.3619775E+000,-6.4917015E-001,-6.6315230E-001,-1.5934928E+000,-6.4953402E-001,-6.7562991E-001,-1.8365273E+000,-6.4975883E-001,-6.8124665E-001,-2.0020388E+000
 2.1100012E+003, 8.2240732E+002, 0.0000000E+000,-6.4892783E+002,-1.7835125E+001,-1.7626251E+002,-1.0985466E-001,-2.7060981E-003, 0.0000000E+000,-2.2301411E+001,-2.0730714E+001,-1.4167393E-004, 1.7969908E-002,-3.4434719E-006,-1.9292670E+000,-7.6719939E-001,-1.4453877E+000,-6.0799324E-001,-8.4217622E-003,-7.4957520E-001,-3.4467553E-001,-9.2349905E-001,-6.0919349E-001, 6.6496828E-001,-1.2760571E+000,-6.4919116E-001,-6.6279905E-001,-1.6795710E+000,-6.4953388E-001,-6.7570561E-001,-1.9164449E+000,-6.4975559E-001,-6.8121686E-001,-1.9600844E+000
 2.1200063E+003, 8.2635625E+002, 0.0000000E+000,-6.4776893E+002,-1.5945180E+001,-1.7524607E+002,-1.0916645E-001, 3.6469473E-003, 0.0000000E+000,-1.4177383E+001,-1.2709451E+001,-1.3645243E-004, 1.7890307E-002,-2.3572423E-006,-1.9453123E+000,-7.6346845E-001,-1.4304178E+000,-6.0757461E-001, 1.7729877E-002,-7.3095714E-001,-3.1411567E-001,-9.3003203E-001,-6.0945215E-001, 7.3985435E-001,-1.2978386E+000,-6.4915874E-001,-6.6227667E-001,-1.6430445E+000,-6.4953596E-001,-6.7552430E-001,-1.7596737E+000,-6.4979822E-001,-6.8113862E-001,-1.9159928E+000
 2.1300046E+003, 8.2106636E+002, 0.0000000E+000,-6.4411930E+002,-1.5488052E+001,-1.7497802E+002,-1.0812080E-001, 3.2801814E-003, 0.0000000E+000,-1.5187685E+001,-1.3623852E+001,-1.6618969E-004, 1.7811030E-002,-2.0536254E-006,-1.9088600E+000,-7.5893639E-001,-1.4509857E+000,-6.0962860E-001, 4.4707134E-002,-7.2457394E-001,-2.8678920E-001,-9.2840662E-001,-6.0464740E-001, 8.1848380E-001,-1.3066529E+000,-6.4914761E-001,-6.6185711E-001,-1.5586998E+000,-6.4955742E-001,-6.7518662E-001,-1.7857280E+000,-6.4983090E-001,-6.8112003E-001,-1.8953664E+000
 2.1400042E+003, 8.1615195E+002, 0.0000000E+000,-6.3814963E+002,-1.7053988E+001,-1.7556614E+002,-1.0784662E-001, 3.8179682E-003, 0.0000000E+000,-1.6465437E+001,-1.4721842E+001,-2.1884122E-004, 1.7731444E-002,-7.5112634E-006,-1.8029556E+000,-7.5318359E-001,-1.4279901E+000,-6.0889039E-001, 7.2568782E-002,-7.2198285E-001,-2.7113737E-001,-9.0616563E-001,-6.0336286E-001, 9.0019234E-001,-1.3099303E+000,-6.4916108E-001,-6.6162486E-001,-1.5547980E+000,-6.4955068E-001,-6.7504678E-001,-1.7677389E+000,-6.4981729E-001,-6.8109671E-001,-1.9652609E+000
 2.1500027E+003, 8.1104613E+002, 0.0000000E+000,-6.3446669E+002,-1.5362901E+001,-1.7367619E+002,-1.0737636E-001,-5.0837589E-003, 0.0000000E+000,-1.3934386E+001,-1.2572112E+001,-1.6767460E-004, 1.7652125E-002,-3.9954768E-006,-1.9009451E+000,-7.5160632E-001,-1.4033376E+000,-6.0758382E-001, 1.0123042E-001,-7.2261965E-001,-2.3967521E-001,-9.0574160E-001,-6.0226249E-001, 9.8655625E-001,-1.3122309E+000,-6.4912267E-001,-6.6135621E-001,-1.5584113E+000,-6.4951507E-001,-6.7490361E-001,-1.8310901E+000,-6.4981955E-001,-6.8102175E-001,-1.9894098E+000
 2.1600093E+003, 8.0741354E+002, 0.0000000E+000,-6.3289793E+002,-1.5729964E+001,-1.7457261E+002,-1.0627426E-001, 4.1157177E-003, 0.0000000E+000,-1.7445808E+001,-1.5889120E+001,-1.8388925E-004, 1.7572626E-002,-3.8963472E-006,-1.8349786E+000,-7.4707557E-001,-1.4047257E+000,-6.0496471E-001, 1.3082406E-001,-7.2184247E-001,-2.0951784E-001,-8.9933890E-001,-6.0293457E-001, 1.0765705E+000,-1.3116261E+000,-6.4914516E-001,-6.6093415E-001,-1.5996132E+000,-6.4951479E-001,-6.7460795E-001,-1.8462379E+000,-6.4982518E-001,-6.8110463E-001,-1.8937356E+000
 2.1700085E+003, 8.0499753E+002, 0.0000000E+000,-6.3046591E+002,-1.5554992E+001,-1.7271775E+002,-1.0582890E-001,-2.3033238E-003, 0.0000000E+000,-1.5260989E+001,-1.3849258E+001,-1.4891800E-004, 1.7493140E-002, 1.1968542E-007,-1.8390014E+000,-7.3781505E-001,-1.3799048E+000,-5.9992523E-001, 1.6131597E-001,-7.1526398E-001,-2.0205445E-001,-8.8181975E-001,-6.0040016E-001, 1.1710214E+000,-1.3337002E+000,-6.4910508E-001,-6.6049137E-001,-1.5956399E+000,-6.4947852E-001,-6.7438648E-001,-1.9729685E+000,-6.4977461E-001,-6.8083477E-001,-1.9177636E+000
 2.1800081E+003, 8.0081725E+002, 0.0000000E+000,-6.2575500E+002,-1.7023220E+001,-1.7312050E+002,-1.0505664E-001,-6.2750237E-004, 0.0000000E+000,-1.6731404E+001,-1.5187156E+001,-1.3247683E-004, 1.7413794E-002,-4.5228552E-006,-1.9023220E+000,-7.4034439E-001,-1.3795909E+000,-6.0042235E-001, 1.9266064E-001,-6.8894576E-001,-1.7153963E-001,-8.8985920E-001,-5.9999022E-001, 1.2683104E+000,-1.2250303E+000,-6.4911599E-001,-6.5962326E-001,-1.6901066E+000,-6.4948105E-001,-6.7436030E-001,-1.9017069E+000,-6.4979901E-001,-6.8086193E-001,-1.9097054E+000
 2.1900103E+003, 7.9542803E+002, 0.0000000E+000,-6.2317045E+002,-1.5220739E+001,-1.7010586E+002,-1.0606320E-001, 9.0035661E-004, 0.0000000E+000,-1.4698075E+001,-1.3174171E+001,-1.9320839E-004, 1.7334241E-002,-1.0488924E-006,-1.9234979E+000,-7.3484170E-001,-1.3681830E+000,-5.9726180E-001, 2.2496311E-001,-6.9479212E-001,-1.4487776E-001,-8.6997186E-001,-5.9782055E-001, 1.3708676E+000,-1.2664492E+000,-6.4909558E-001,-6.5943369E-001,-1.6936726E+000,-6.4947726E-001,-6.7404806E-001,-1.8553850E+000,-6.4977976E-001,-6.8081478E-001,-1.8638477E+000
 2.2000044E+003, 7.9253819E+002, 0.0000000E+000,-6.2005313E+002,-1.5331712E+001,-1.7074124E+002,-1.0392401E-001, 5.7575787E-003, 0.0000000E+000,-1.5093418E+001,-1.3686049E+001,-1.5544351E-004, 1.7254973E-002,-3.3496500E-006,-1.7373300E+000,-7.2958328E-001,-1.3599693E+000,-5.9403638E-001, 2.5811314E-001,-6.8760636E-001,-1.1652116E-001,-8.6621579E-001,-6.0028779E-001, 1.4779317E+000,-1.3019070E+000,-6.4910663E-001,-6.5873829E-001,-1.7139224E+000,-6.4949283E-001,-6.7389903E-001,-1.8664826E+000,-6.4977195E-001,-6.8071038E-001,-1.9145684E+000
 2.2100049E+003, 7.8931621E+002, 0.0000000E+000,-6.1783891E+002,-1.5931392E+001,-1.6848348E+002,-1.0456470E-001,-1.3072529E-003, 0.0000000E+000,-1.4571594E+001,-1.3043448E+001,-1.5375157E-004, 1.7175358E-002, 4.5589346E-007,-1.8963548E+000,-7.2743236E-001,-1.3731005E+000,-5.9212545E-001, 2.9232287E-001,-6.7789383E-001,-8.6123459E-002,-8.6328545E-001,-5.9710646E-001, 1.5886382E+000,-1.3010755E+000,-6.4909674E-001,-6.5803579E-001,-1.6423616E+000,-6.4950486E-001,-6.7378765E-001,-1.8011783E+000,-6.4976224E-001,-6.8056535E-001,-1.8082044E+000
 2.2200110E+003, 7.8504251E+002, 0.0000000E+000,-6.1637949E+002,-1.6677617E+001,-1.6661488E+002,-1.0364125E-001, 2.8046217E-004, 0.0000000E+000,-1.6061760E+001,-1.4732843E+001,-1.6192630E-004, 1.7096057E-002,-2.5706332E-006,-1.8374047E+000,-7.2373552E-001,-1.3432270E+000,-5.8480165E-001, 3.2749028E-001,-6.6558021E-001,-5.0026871E-002,-8.5133208E-001,-6.0197094E-001, 1.7051529E+000,-1.2945120E+000,-6.4912108E-001,-6.5733518E-001,-1.6791715E+000,-6.4949153E-001,-6.7346291E-001,-1.9015682E+000,-6.4972224E-001,-6.8038274E-001,-1.8428588E+000
 2.2300063E+003, 7.8114730E+002, 0.0000000E+000,-6.1208265E+002,-1.5782829E+001,-1.6767821E+002,-1.0315263E-001,-4.5379870E-003, 0.0000000E+000,-1.5978336E+001,-1.4504080E+001,-1.2674064E-004, 1.7016525E-002,-6.7793427E-006,-1.9644900E+000,-7.2656613E-001,-1.3482442E+000,-5.8825209E-001, 3.6357542E-001,-6.6691229E-001,-1.7678785E-002,-8.5388254E-001,-6.0112224E-001, 1.8259129E+000,-1.2941630E+000,-6.4912169E-001,-6.5706692E-001,-1.6734783E+000,-6.4950032E-001,-6.7348988E-001,-1.8507605E+000,-6.4973563E-001,-6.8058951E-001,-1.8781903E+000
 2.2400020E+003, 7.7680754E+002, 0.0000000E+000,-6.0481843E+002,-1.6387997E+001,-1.6617373E+002,-1.0294308E-001, 3.2907544E-003, 0.0000000E+000,-1.2287072E+001,-1.0672270E+001,-1.8512184E-004, 1.6937161E-002,-3.1691376E-006,-1.8832803E+000,-7.2454232E-001,-1.3246627E+000,-5.8962736E-001, 4.0065793E-001,-6.5456003E-001, 1.7933958E-002,-8.4400604E-001,-6.0212423E-001, 1.9517709E+000,-1.3102892E+000,-6.4913025E-001,-6.5645189E-001,-1.6687403E+000,-6.4953683E-001,-6.7326699E-001,-1.9402344E+000,-6.4975446E-001,-6.8038458E-001,-1.8325572E+000
 2.2500024E+003, 7.7276513E+002, 0.0000000E+000,-6.0202585E+002,-1.5206062E+001,-1.6633934E+002,-1.0153067E-001,-7.3429380E-004, 0.0000000E+000,-1.2347612E+001,-1.0908386E+001,-1.5478493E-004, 1.6857778E-002,-4.3108153E-006,-1.9730315E+000,-7.1995961E-001,-1.3130244E+000,-5.8645519E-001, 4.3884696E-001,-6.4394387E-001, 5.4937178E-002,-8.2674969E-001,-6.0110129E-001, 2.0829689E+000,-1.3065299E+000,-6.4911462E-001,-6.5587675E-001,-1.6158892E+000,-6.4954097E-001,-6.7278462E-001,-1.8018508E+000,-6.4976195E-001,-6.8039954E-001,-1.8984894E+000
 2.2600002E+003, 7.6922766E+002, 0.0000000E+000,-5.9797325E+002,-1.6388497E+001,-1.6563594E+002,-1.0212847E-001, 4.2180900E-003, 0.0000000E+000,-1.2108132E+001,-1.0867938E+001,-1.3220048E-004, 1.6778261E-002, 5.2693336E-006,-1.8686070E+000,-7.1669401E-001,-1.3080824E+000,-5.8597942E-001, 4.7809371E-001,-6.2757285E-001, 9.6650014E-002,-8.2472286E-001,-5.9971198E-001, 2.2186741E+000,-1.2737142E+000,-6.4910712E-001,-6.5530666E-001,-1.6098403E+000,-6.4952099E-001,-6.7236855E-001,-1.8354378E+000,-6.4972950E-001,-6.7996611E-001,-1.9392022E+000
 2.2700037E+003, 7.6578568E+002, 0.0000000E+000,-5.9621743E+002,-1.5638740E+001,-1.6345598E+002,-1.0022110E-001,-1.3793943E-003, 0.0000000E+000,-1.0905655E+001,-9.6280684E+000,-1.4248673E-004, 1.6698979E-002,-7.0370797E-006,-1.9196188E+000,-7.1488135E-001,-1.2950065E+000,-5.8725402E-001, 5.1833614E-001,-6.2512916E-001, 1.3024950E-001,-8.2194640E-001,-6.0096767E-001, 2.3605788E+000,-1.3126059E+000,-6.4912200E-001,-6.5407882E-001,-1.6376416E+000,-6.4950655E-001,-6.7233179E-001,-1.9021536E+000,-6.4970208E-001,-6.8013094E-001,-1.8168240E+000
 2.2800049E+003, 7.6034019E+002, 0.0000000E+000,-5.9118087E+002,-1.4515258E+001,-1.6387567E+002,-1.0064189E-001, 1.8601061E-003, 0.0000000E+000,-1.0815094E+001,-9.3303937E+000,-1.6343284E-004, 1.6619315E-002,-7.7476074E-007,-1.9369110E+000,-7.1514813E-001,-1.2784842E+000,-5.8683689E-001, 5.5960796E-001,-6.0977919E-001, 1.6810325E-001,-8.0821528E-001,-6.0057118E-001, 2.5080935E+000,-1.2807467E+000,-6.4911172E-001,-6.5326545E-001,-1.5909002E+000,-6.4951487E-001,-6.7205075E-001,-1.8220906E+000,-6.4973275E-001,-6.8002917E-001,-1.8638744E+000
 2.2900012E+003, 7.5906206E+002, 0.0000000E+000,-5.8981906E+002,-1.6083969E+001,-1.6407854E+002,-1.0042273E-001,-2.6672607E-004, 0.0000000E+000,-1.2678789E+001,-1.1020201E+001,-1.8350874E-004, 1.6540063E-002,-5.9358747E-006,-1.9265391E+000,-7.0666875E-001,-1.2675714E+000,-5.8423047E-001, 6.0202188E-001,-5.9837097E-001, 2.1583949E-001,-7.8699590E-001,-6.0009819E-001, 2.6603376E+000,-1.2787560E+000,-6.4911306E-001,-6.5288657E-001,-1.6510859E+000,-6.4951098E-001,-6.7161337E-001,-1.8309685E+000,-6.4973217E-001,-6.7991845E-001,-1.8779248E+000
 2.3000076E+003, 7.5361149E+002, 0.0000000E+000,-5.8721282E+002,-1.4664357E+001,-1.6301304E+002,-9.9351199E-002, 1.2254389E-003, 0.0000000E+000,-1.2748670E+001,-1.1376847E+001,-1.1917375E-004, 1.6460484E-002, 1.6488280E-006,-1.9685390E+000,-7.0492195E-001,-1.2606853E+000,-5.8384617E-001, 6.4553874E-001,-5.9088012E-001, 2.6187904E-001,-7.7689514E-001,-5.9815805E-001, 2.8189409E+000,-1.2713914E+000,-6.4913197E-001,-6.5167261E-001,-1.6024151E+000,-6.4950803E-001,-6.7126436E-001,-1.7988838E+000,-6.4972682E-001,-6.7969521E-001,-1.8511426E+000
 2.3100037E+003, 7.4941201E+002, 0.0000000E+000,-5.8603058E+002,-1.6094359E+001,-1.6227992E+002,-9.9235194E-002,-7.1639245E-003, 0.0000000E+000,-1.6460111E+001,-1.5099247E+001,-1.8705063E-004, 1.6381106E-002,-8.8968895E-006,-2.0683758E+000,-7.0132080E-001,-1.2743150E+000,-5.8645057E-001, 6.9013146E-001,-5.8848835E-001, 3.0226832E-001,-7.7202373E-001,-5.9566646E-001, 2.9828467E+000,-1.2248663E+000,-6.4911836E-001,-6.5097765E-001,-1.7081803E+000,-6.4948117E-001,-6.7102817E-001,-1.8660754E+000,-6.4970005E-001,-6.7972198E-001,-1.9341451E+000
 2.3200090E+003, 7.4657433E+002, 0.0000000E+000,-5.8070626E+002,-1.5319535E+001,-1.6084848E+002,-9.9077548E-002, 5.8148752E-003, 0.0000000E+000,-1.1739904E+001,-1.0393208E+001,-2.0156650E-004, 1.6301677E-002,-6.9539965E-006,-1.8628197E+000,-6.9232395E-001,-1.2316165E+000,-5.8063570E-001, 7.3586773E-001,-5.8031203E-001, 3.4066213E-001,-7.5300607E-001,-5.9710650E-001, 3.1531903E+000,-1.3017481E+000,-6.4913037E-001,-6.5018551E-001,-1.7447025E+000,-6.4948717E-001,-6.7087837E-001,-1.9400721E+000,-6.4969309E-001,-6.7978144E-001,-1.9556006E+000
 2.3300071E+003, 7.4304357E+002, 0.0000000E+000,-5.7888937E+002,-1.6143928E+001,-1.6028279E+002,-9.8008416E-002, 1.1606481E-002, 0.0000000E+000,-1.3738040E+001,-1.2358920E+001,-1.6442953E-004, 1.6222165E-002, 3.3769175E-006,-1.7776750E+000,-6.8884595E-001,-1.2387785E+000,-5.8210564E-001, 7.8273955E-001,-5.5885077E-001, 3.9904363E-001,-7.7338494E-001,-5.9486922E-001, 3.3298657E+000,-1.3119538E+000,-6.4910775E-001,-6.4945505E-001,-1.5590550E+000,-6.4952099E-001,-6.7021726E-001,-1.7779550E+000,-6.4973451E-001,-6.7945179E-001,-1.8692833E+000
 2.3400081E+003, 7.3822740E+002, 0.0000000E+000,-5.7413227E+002,-1.6204907E+001,-1.5912679E+002,-9.7459606E-002,-1.3497597E-002, 0.0000000E+000,-1.2846250E+001,-1.1347526E+001,-2.4089630E-004, 1.6142856E-002,-9.8024831E-006,-1.9671835E+000,-6.8722725E-001,-1.2213888E+000,-5.8916270E-001, 8.3092757E-001,-5.5357594E-001, 4.4973028E-001,-7.4298000E-001,-5.9547286E-001, 3.5124763E+000,-1.2750634E+000,-6.4912319E-001,-6.4815803E-001,-1.7666383E+000,-6.4947574E-001,-6.7008927E-001,-1.9685818E+000,-6.4969013E-001,-6.7951564E-001,-1.9016032E+000
 2.3500090E+003, 7.3499355E+002, 0.0000000E+000,-5.7198499E+002,-1.6700276E+001,-1.5887836E+002,-9.7178292E-002, 8.4081351E-003, 0.0000000E+000,-1.4100269E+001,-1.2658845E+001,-2.0069940E-004, 1.6063245E-002,-7.6647579E-006,-1.9270005E+000,-6.8323973E-001,-1.2057102E+000,-5.8660733E-001, 8.8013334E-001,-5.4533467E-001, 4.9371604E-001,-7.4459085E-001,-5.9636317E-001, 3.7019034E+000,-1.2824252E+000,-6.4914966E-001,-6.4716261E-001,-1.6050102E+000,-6.4952730E-001,-6.6969314E-001,-1.8265435E+000,-6.4970642E-001,-6.7940982E-001,-1.8593757E+000
 2.3600002E+003, 7.3054534E+002, 0.0000000E+000,-5.6727786E+002,-1.4672900E+001,-1.5825365E+002,-9.7182022E-002,-1.5402338E-004, 0.0000000E+000,-1.1089909E+001,-9.7564146E+000,-1.5576989E-004, 1.5984001E-002,-2.0114483E-006,-1.9395326E+000,-6.7688465E-001,-1.1995600E+000,-5.8305634E-001, 9.3058427E-001,-5.3438431E-001, 5.5202226E-001,-7.3518382E-001,-5.9370810E-001, 3.8984795E+000,-1.2531303E+000,-6.4916437E-001,-6.4614161E-001,-1.6678187E+000,-6.4950020E-001,-6.6933186E-001,-1.8857836E+000,-6.4967653E-001,-6.7907939E-001,-1.8136677E+000
 2.3700061E+003, 7.2698043E+002, 0.0000000E+000,-5.6546521E+002,-1.5029905E+001,-1.5748525E+002,-9.6417600E-002, 2.0156879E-003, 0.0000000E+000,-1.2501800E+001,-1.1094341E+001,-1.1663857E-004, 1.5904441E-002, 1.5183317E-006,-1.8751580E+000,-6.7036021E-001,-1.1776698E+000,-5.8334402E-001, 9.8220739E-001,-5.2555987E-001, 6.0595191E-001,-7.0950530E-001,-5.9373946E-001, 4.1024963E+000,-1.2906512E+000,-6.4914429E-001,-6.4515734E-001,-1.6527834E+000,-6.4947054E-001,-6.6896109E-001,-1.8784639E+000,-6.4966439E-001,-6.7896759E-001,-1.8810854E+000
 2.3800095E+003, 7.2206610E+002, 0.0000000E+000,-5.6382055E+002,-1.4965923E+001,-1.5681117E+002,-9.6962741E-002, 2.7387948E-003, 0.0000000E+000,-1.4952948E+001,-1.3625764E+001,-1.7272200E-004, 1.5825052E-002,-3.4042880E-006,-1.8645520E+000,-6.6363044E-001,-1.1788193E+000,-5.8247486E-001, 1.0350725E+000,-5.0152037E-001, 6.7037646E-001,-7.0663778E-001,-5.9167989E-001, 4.3136722E+000,-1.2948411E+000,-6.4910895E-001,-6.4392856E-001,-1.6389049E+000,-6.4945543E-001,-6.6858409E-001,-1.8306307E+000,-6.4969524E-001,-6.7892256E-001,-1.8765720E+000
