m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.400E+00, 5.453E-01, 7.013E-01, 4.698E-01, 2.292E-01, 1.400E+00, 5.471E-01, 7.062E-01, 4.738E-01, 2.307E-01
 1.450E+00, 4.851E-01, 6.214E-01, 4.188E-01, 2.082E-01, 1.450E+00, 4.867E-01, 6.257E-01, 4.225E-01, 2.096E-01
 1.500E+00, 4.317E-01, 5.508E-01, 3.734E-01, 1.892E-01, 1.500E+00, 4.332E-01, 5.545E-01, 3.768E-01, 1.903E-01
 1.550E+00, 3.843E-01, 4.884E-01, 3.330E-01, 1.718E-01, 1.550E+00, 3.857E-01, 4.917E-01, 3.362E-01, 1.727E-01
 1.600E+00, 3.423E-01, 4.332E-01, 2.970E-01, 1.559E-01, 1.600E+00, 3.435E-01, 4.360E-01, 3.000E-01, 1.567E-01
 1.650E+00, 3.049E-01, 3.842E-01, 2.651E-01, 1.414E-01, 1.650E+00, 3.061E-01, 3.866E-01, 2.679E-01, 1.420E-01
 1.700E+00, 2.718E-01, 3.407E-01, 2.368E-01, 1.282E-01, 1.700E+00, 2.729E-01, 3.429E-01, 2.395E-01, 1.287E-01
 1.750E+00, 2.423E-01, 3.021E-01, 2.117E-01, 1.161E-01, 1.750E+00, 2.434E-01, 3.041E-01, 2.142E-01, 1.165E-01
 1.800E+00, 2.161E-01, 2.679E-01, 1.894E-01, 1.051E-01, 1.800E+00, 2.172E-01, 2.696E-01, 1.918E-01, 1.054E-01
 1.850E+00, 1.928E-01, 2.374E-01, 1.697E-01, 9.514E-02, 1.850E+00, 1.939E-01, 2.390E-01, 1.719E-01, 9.531E-02
 1.900E+00, 1.721E-01, 2.104E-01, 1.522E-01, 8.610E-02, 1.900E+00, 1.732E-01, 2.118E-01, 1.543E-01, 8.619E-02
 1.950E+00, 1.537E-01, 1.865E-01, 1.367E-01, 7.792E-02, 1.950E+00, 1.548E-01, 1.877E-01, 1.387E-01, 7.795E-02
 2.000E+00, 1.374E-01, 1.652E-01, 1.229E-01, 7.053E-02, 2.000E+00, 1.384E-01, 1.663E-01, 1.248E-01, 7.053E-02
 2.050E+00, 1.228E-01, 1.463E-01, 1.107E-01, 6.389E-02, 2.050E+00, 1.238E-01, 1.473E-01, 1.124E-01, 6.385E-02
 2.100E+00, 1.098E-01, 1.295E-01, 9.973E-02, 5.792E-02, 2.100E+00, 1.108E-01, 1.304E-01, 1.013E-01, 5.787E-02
