m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.100E+00, 2.150E+00, 2.779E+00, 1.896E+00, 9.053E-01, 1.100E+00, 1.622E+00, 2.260E+00, 1.475E+00, 6.679E-01
 1.150E+00, 1.961E+00, 2.519E+00, 1.734E+00, 8.340E-01, 1.150E+00, 1.432E+00, 1.983E+00, 1.315E+00, 6.066E-01
 1.200E+00, 1.788E+00, 2.287E+00, 1.585E+00, 7.687E-01, 1.200E+00, 1.265E+00, 1.741E+00, 1.173E+00, 5.507E-01
 1.250E+00, 1.630E+00, 2.079E+00, 1.448E+00, 7.093E-01, 1.250E+00, 1.118E+00, 1.531E+00, 1.046E+00, 4.998E-01
 1.300E+00, 1.486E+00, 1.893E+00, 1.320E+00, 6.552E-01, 1.300E+00, 9.890E-01, 1.348E+00, 9.332E-01, 4.535E-01
 1.350E+00, 1.353E+00, 1.725E+00, 1.202E+00, 6.061E-01, 1.350E+00, 8.753E-01, 1.188E+00, 8.327E-01, 4.114E-01
 1.400E+00, 1.232E+00, 1.574E+00, 1.093E+00, 5.613E-01, 1.400E+00, 7.752E-01, 1.047E+00, 7.433E-01, 3.730E-01
 1.450E+00, 1.120E+00, 1.437E+00, 9.926E-01, 5.203E-01, 1.450E+00, 6.871E-01, 9.246E-01, 6.636E-01, 3.382E-01
 1.500E+00, 1.019E+00, 1.312E+00, 9.000E-01, 4.826E-01, 1.500E+00, 6.094E-01, 8.168E-01, 5.926E-01, 3.064E-01
 1.550E+00, 9.254E-01, 1.199E+00, 8.151E-01, 4.476E-01, 1.550E+00, 5.408E-01, 7.221E-01, 5.294E-01, 2.776E-01
 1.600E+00, 8.402E-01, 1.096E+00, 7.374E-01, 4.151E-01, 1.600E+00, 4.804E-01, 6.388E-01, 4.731E-01, 2.514E-01
 1.650E+00, 7.624E-01, 1.002E+00, 6.667E-01, 3.846E-01, 1.650E+00, 4.270E-01, 5.654E-01, 4.230E-01, 2.276E-01
 1.700E+00, 6.913E-01, 9.161E-01, 6.024E-01, 3.559E-01, 1.700E+00, 3.799E-01, 5.007E-01, 3.783E-01, 2.060E-01
 1.750E+00, 6.264E-01, 8.372E-01, 5.441E-01, 3.290E-01, 1.750E+00, 3.382E-01, 4.435E-01, 3.386E-01, 1.865E-01
 1.800E+00, 5.673E-01, 7.647E-01, 4.915E-01, 3.035E-01, 1.800E+00, 3.014E-01, 3.930E-01, 3.032E-01, 1.688E-01
 1.850E+00, 5.134E-01, 6.982E-01, 4.442E-01, 2.795E-01, 1.850E+00, 2.688E-01, 3.484E-01, 2.717E-01, 1.528E-01
 1.900E+00, 4.644E-01, 6.371E-01, 4.016E-01, 2.569E-01, 1.900E+00, 2.399E-01, 3.088E-01, 2.436E-01, 1.384E-01
 1.950E+00, 4.198E-01, 5.808E-01, 3.633E-01, 2.356E-01, 1.950E+00, 2.144E-01, 2.739E-01, 2.186E-01, 1.255E-01
 2.000E+00, 3.793E-01, 5.291E-01, 3.291E-01, 2.157E-01, 2.000E+00, 1.917E-01, 2.429E-01, 1.963E-01, 1.138E-01
 2.050E+00, 3.425E-01, 4.816E-01, 2.983E-01, 1.970E-01, 2.050E+00, 1.716E-01, 2.155E-01, 1.764E-01, 1.033E-01
 2.100E+00, 3.091E-01, 4.379E-01, 2.708E-01, 1.796E-01, 2.100E+00, 1.538E-01, 1.912E-01, 1.587E-01, 9.396E-02
