m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.000E+00, 3.258E+00, 3.455E+00, 2.127E+00, 1.089E+00, 1.000E+00, 2.757E+00, 2.972E+00, 1.314E+00, 4.801E-01
 1.050E+00, 3.024E+00, 3.224E+00, 2.036E+00, 1.038E+00, 1.050E+00, 2.386E+00, 2.592E+00, 1.179E+00, 4.429E-01
 1.100E+00, 2.813E+00, 3.019E+00, 1.946E+00, 9.870E-01, 1.100E+00, 2.069E+00, 2.264E+00, 1.056E+00, 4.067E-01
 1.150E+00, 2.622E+00, 2.837E+00, 1.856E+00, 9.399E-01, 1.150E+00, 1.796E+00, 1.981E+00, 9.461E-01, 3.723E-01
 1.200E+00, 2.447E+00, 2.673E+00, 1.765E+00, 8.977E-01, 1.200E+00, 1.561E+00, 1.736E+00, 8.468E-01, 3.399E-01
 1.250E+00, 2.286E+00, 2.526E+00, 1.673E+00, 8.608E-01, 1.250E+00, 1.359E+00, 1.523E+00, 7.575E-01, 3.099E-01
 1.300E+00, 2.138E+00, 2.392E+00, 1.580E+00, 8.292E-01, 1.300E+00, 1.184E+00, 1.338E+00, 6.773E-01, 2.822E-01
 1.350E+00, 2.001E+00, 2.269E+00, 1.486E+00, 8.023E-01, 1.350E+00, 1.032E+00, 1.177E+00, 6.053E-01, 2.570E-01
 1.400E+00, 1.872E+00, 2.155E+00, 1.393E+00, 7.792E-01, 1.400E+00, 9.012E-01, 1.036E+00, 5.408E-01, 2.340E-01
 1.450E+00, 1.752E+00, 2.048E+00, 1.301E+00, 7.587E-01, 1.450E+00, 7.873E-01, 9.136E-01, 4.830E-01, 2.131E-01
 1.500E+00, 1.639E+00, 1.947E+00, 1.211E+00, 7.397E-01, 1.500E+00, 6.885E-01, 8.064E-01, 4.313E-01, 1.942E-01
 1.550E+00, 1.532E+00, 1.852E+00, 1.124E+00, 7.211E-01, 1.550E+00, 6.026E-01, 7.126E-01, 3.851E-01, 1.770E-01
 1.600E+00, 1.432E+00, 1.760E+00, 1.042E+00, 7.022E-01, 1.600E+00, 5.280E-01, 6.302E-01, 3.438E-01, 1.614E-01
 1.650E+00, 1.337E+00, 1.672E+00, 9.637E-01, 6.821E-01, 1.650E+00, 4.630E-01, 5.577E-01, 3.070E-01, 1.472E-01
 1.700E+00, 1.247E+00, 1.587E+00, 8.906E-01, 6.605E-01, 1.700E+00, 4.063E-01, 4.939E-01, 2.742E-01, 1.343E-01
 1.750E+00, 1.161E+00, 1.504E+00, 8.227E-01, 6.370E-01, 1.750E+00, 3.570E-01, 4.376E-01, 2.450E-01, 1.225E-01
 1.800E+00, 1.080E+00, 1.424E+00, 7.603E-01, 6.115E-01, 1.800E+00, 3.140E-01, 3.879E-01, 2.191E-01, 1.117E-01
 1.850E+00, 1.004E+00, 1.347E+00, 7.032E-01, 5.842E-01, 1.850E+00, 2.765E-01, 3.439E-01, 1.962E-01, 1.019E-01
 1.900E+00, 9.319E-01, 1.272E+00, 6.514E-01, 5.552E-01, 1.900E+00, 2.437E-01, 3.050E-01, 1.758E-01, 9.287E-02
 1.950E+00, 8.637E-01, 1.199E+00, 6.046E-01, 5.248E-01, 1.950E+00, 2.150E-01, 2.705E-01, 1.577E-01, 8.466E-02
 2.000E+00, 7.994E-01, 1.128E+00, 5.624E-01, 4.934E-01, 2.000E+00, 1.900E-01, 2.399E-01, 1.417E-01, 7.719E-02
 2.050E+00, 7.389E-01, 1.060E+00, 5.245E-01, 4.614E-01, 2.050E+00, 1.681E-01, 2.128E-01, 1.276E-01, 7.040E-02
 2.100E+00, 6.820E-01, 9.939E-01, 4.906E-01, 4.293E-01, 2.100E+00, 1.489E-01, 1.887E-01, 1.150E-01, 6.424E-02
