m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.350E+00, 2.296E+00, 3.244E+00, 2.907E+00, 1.898E+00, 1.350E+00, 1.724E+00, 2.615E+00, 2.480E+00, 1.680E+00
 1.400E+00, 2.113E+00, 2.967E+00, 2.645E+00, 1.746E+00, 1.400E+00, 1.561E+00, 2.351E+00, 2.242E+00, 1.535E+00
 1.450E+00, 1.943E+00, 2.714E+00, 2.406E+00, 1.607E+00, 1.450E+00, 1.414E+00, 2.115E+00, 2.028E+00, 1.404E+00
 1.500E+00, 1.785E+00, 2.483E+00, 2.187E+00, 1.479E+00, 1.500E+00, 1.281E+00, 1.903E+00, 1.835E+00, 1.283E+00
 1.550E+00, 1.639E+00, 2.272E+00, 1.988E+00, 1.362E+00, 1.550E+00, 1.161E+00, 1.714E+00, 1.662E+00, 1.173E+00
 1.600E+00, 1.503E+00, 2.078E+00, 1.807E+00, 1.253E+00, 1.600E+00, 1.052E+00, 1.544E+00, 1.505E+00, 1.072E+00
 1.650E+00, 1.378E+00, 1.901E+00, 1.642E+00, 1.152E+00, 1.650E+00, 9.539E-01, 1.391E+00, 1.363E+00, 9.795E-01
 1.700E+00, 1.262E+00, 1.738E+00, 1.492E+00, 1.059E+00, 1.700E+00, 8.652E-01, 1.253E+00, 1.236E+00, 8.952E-01
 1.750E+00, 1.155E+00, 1.588E+00, 1.356E+00, 9.729E-01, 1.750E+00, 7.850E-01, 1.130E+00, 1.120E+00, 8.181E-01
 1.800E+00, 1.056E+00, 1.450E+00, 1.232E+00, 8.930E-01, 1.800E+00, 7.125E-01, 1.019E+00, 1.016E+00, 7.477E-01
 1.850E+00, 9.656E-01, 1.324E+00, 1.120E+00, 8.189E-01, 1.850E+00, 6.468E-01, 9.186E-01, 9.216E-01, 6.835E-01
 1.900E+00, 8.821E-01, 1.207E+00, 1.019E+00, 7.503E-01, 1.900E+00, 5.875E-01, 8.285E-01, 8.363E-01, 6.249E-01
 1.950E+00, 8.054E-01, 1.101E+00, 9.270E-01, 6.869E-01, 1.950E+00, 5.338E-01, 7.475E-01, 7.591E-01, 5.715E-01
 2.000E+00, 7.349E-01, 1.003E+00, 8.439E-01, 6.284E-01, 2.000E+00, 4.852E-01, 6.746E-01, 6.892E-01, 5.228E-01
 2.050E+00, 6.703E-01, 9.127E-01, 7.686E-01, 5.744E-01, 2.050E+00, 4.411E-01, 6.089E-01, 6.258E-01, 4.785E-01
 2.100E+00, 6.112E-01, 8.302E-01, 7.003E-01, 5.247E-01, 2.100E+00, 4.013E-01, 5.498E-01, 5.683E-01, 4.381E-01
