m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.100E+00, 2.219E+00, 3.719E+00, 3.765E+00, 2.549E+00, 1.100E+00, 2.142E+00, 3.587E+00, 3.637E+00, 2.465E+00
 1.150E+00, 2.018E+00, 3.335E+00, 3.382E+00, 2.314E+00, 1.150E+00, 1.944E+00, 3.211E+00, 3.259E+00, 2.232E+00
 1.200E+00, 1.834E+00, 2.993E+00, 3.040E+00, 2.102E+00, 1.200E+00, 1.764E+00, 2.876E+00, 2.921E+00, 2.022E+00
 1.250E+00, 1.666E+00, 2.688E+00, 2.733E+00, 1.910E+00, 1.250E+00, 1.600E+00, 2.578E+00, 2.620E+00, 1.832E+00
 1.300E+00, 1.513E+00, 2.415E+00, 2.459E+00, 1.736E+00, 1.300E+00, 1.450E+00, 2.312E+00, 2.351E+00, 1.661E+00
 1.350E+00, 1.374E+00, 2.171E+00, 2.212E+00, 1.578E+00, 1.350E+00, 1.315E+00, 2.073E+00, 2.109E+00, 1.506E+00
 1.400E+00, 1.248E+00, 1.952E+00, 1.991E+00, 1.434E+00, 1.400E+00, 1.191E+00, 1.860E+00, 1.893E+00, 1.365E+00
 1.450E+00, 1.132E+00, 1.755E+00, 1.793E+00, 1.304E+00, 1.450E+00, 1.079E+00, 1.669E+00, 1.700E+00, 1.238E+00
 1.500E+00, 1.028E+00, 1.578E+00, 1.614E+00, 1.185E+00, 1.500E+00, 9.778E-01, 1.497E+00, 1.527E+00, 1.122E+00
 1.550E+00, 9.326E-01, 1.419E+00, 1.454E+00, 1.077E+00, 1.550E+00, 8.856E-01, 1.343E+00, 1.372E+00, 1.017E+00
 1.600E+00, 8.461E-01, 1.276E+00, 1.311E+00, 9.783E-01, 1.600E+00, 8.020E-01, 1.205E+00, 1.234E+00, 9.220E-01
 1.650E+00, 7.676E-01, 1.147E+00, 1.182E+00, 8.887E-01, 1.650E+00, 7.262E-01, 1.081E+00, 1.109E+00, 8.354E-01
 1.700E+00, 6.964E-01, 1.032E+00, 1.066E+00, 8.072E-01, 1.700E+00, 6.576E-01, 9.696E-01, 9.981E-01, 7.568E-01
 1.750E+00, 6.317E-01, 9.275E-01, 9.618E-01, 7.330E-01, 1.750E+00, 5.954E-01, 8.696E-01, 8.984E-01, 6.855E-01
 1.800E+00, 5.730E-01, 8.339E-01, 8.682E-01, 6.655E-01, 1.800E+00, 5.391E-01, 7.799E-01, 8.090E-01, 6.209E-01
 1.850E+00, 5.198E-01, 7.496E-01, 7.840E-01, 6.043E-01, 1.850E+00, 4.881E-01, 6.994E-01, 7.288E-01, 5.623E-01
 1.900E+00, 4.715E-01, 6.738E-01, 7.082E-01, 5.486E-01, 1.900E+00, 4.420E-01, 6.272E-01, 6.568E-01, 5.093E-01
 1.950E+00, 4.278E-01, 6.057E-01, 6.399E-01, 4.982E-01, 1.950E+00, 4.003E-01, 5.624E-01, 5.921E-01, 4.614E-01
 2.000E+00, 3.882E-01, 5.445E-01, 5.784E-01, 4.524E-01, 2.000E+00, 3.626E-01, 5.044E-01, 5.340E-01, 4.180E-01
 2.050E+00, 3.523E-01, 4.895E-01, 5.230E-01, 4.110E-01, 2.050E+00, 3.286E-01, 4.523E-01, 4.818E-01, 3.788E-01
 2.100E+00, 3.198E-01, 4.402E-01, 4.730E-01, 3.735E-01, 2.100E+00, 2.978E-01, 4.057E-01, 4.347E-01, 3.435E-01
