m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.250E+00, 1.899E+00, 3.111E+00, 3.367E+00, 2.569E+00, 1.250E+00, 1.860E+00, 3.038E+00, 3.281E+00, 2.516E+00
 1.300E+00, 1.734E+00, 2.804E+00, 3.032E+00, 2.333E+00, 1.300E+00, 1.697E+00, 2.742E+00, 2.961E+00, 2.290E+00
 1.350E+00, 1.583E+00, 2.529E+00, 2.730E+00, 2.119E+00, 1.350E+00, 1.548E+00, 2.475E+00, 2.673E+00, 2.086E+00
 1.400E+00, 1.444E+00, 2.280E+00, 2.460E+00, 1.926E+00, 1.400E+00, 1.411E+00, 2.234E+00, 2.414E+00, 1.900E+00
 1.450E+00, 1.317E+00, 2.056E+00, 2.217E+00, 1.750E+00, 1.450E+00, 1.286E+00, 2.017E+00, 2.181E+00, 1.731E+00
 1.500E+00, 1.201E+00, 1.854E+00, 1.999E+00, 1.590E+00, 1.500E+00, 1.172E+00, 1.820E+00, 1.970E+00, 1.577E+00
 1.550E+00, 1.095E+00, 1.672E+00, 1.803E+00, 1.444E+00, 1.550E+00, 1.068E+00, 1.643E+00, 1.781E+00, 1.436E+00
 1.600E+00, 9.974E-01, 1.508E+00, 1.627E+00, 1.312E+00, 1.600E+00, 9.727E-01, 1.483E+00, 1.611E+00, 1.308E+00
 1.650E+00, 9.087E-01, 1.359E+00, 1.469E+00, 1.192E+00, 1.650E+00, 8.859E-01, 1.338E+00, 1.457E+00, 1.192E+00
 1.700E+00, 8.276E-01, 1.225E+00, 1.326E+00, 1.082E+00, 1.700E+00, 8.067E-01, 1.208E+00, 1.319E+00, 1.086E+00
 1.750E+00, 7.536E-01, 1.104E+00, 1.199E+00, 9.829E-01, 1.750E+00, 7.345E-01, 1.090E+00, 1.194E+00, 9.887E-01
 1.800E+00, 6.861E-01, 9.947E-01, 1.083E+00, 8.925E-01, 1.800E+00, 6.687E-01, 9.832E-01, 1.081E+00, 9.004E-01
 1.850E+00, 6.245E-01, 8.963E-01, 9.797E-01, 8.103E-01, 1.850E+00, 6.086E-01, 8.871E-01, 9.795E-01, 8.200E-01
 1.900E+00, 5.683E-01, 8.075E-01, 8.863E-01, 7.356E-01, 1.900E+00, 5.539E-01, 8.004E-01, 8.876E-01, 7.468E-01
 1.950E+00, 5.172E-01, 7.275E-01, 8.021E-01, 6.679E-01, 1.950E+00, 5.041E-01, 7.223E-01, 8.045E-01, 6.801E-01
 2.000E+00, 4.705E-01, 6.555E-01, 7.260E-01, 6.065E-01, 2.000E+00, 4.586E-01, 6.518E-01, 7.294E-01, 6.194E-01
 2.050E+00, 4.281E-01, 5.906E-01, 6.574E-01, 5.509E-01, 2.050E+00, 4.173E-01, 5.884E-01, 6.615E-01, 5.642E-01
 2.100E+00, 3.895E-01, 5.323E-01, 5.953E-01, 5.005E-01, 2.100E+00, 3.796E-01, 5.313E-01, 5.999E-01, 5.140E-01
