m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.150E+00, 1.708E+00, 2.715E+00, 2.506E+00, 1.525E+00, 1.150E+00, 1.729E+00, 2.774E+00, 2.554E+00, 1.534E+00
 1.200E+00, 1.543E+00, 2.427E+00, 2.247E+00, 1.387E+00, 1.200E+00, 1.561E+00, 2.476E+00, 2.285E+00, 1.390E+00
 1.250E+00, 1.394E+00, 2.171E+00, 2.016E+00, 1.261E+00, 1.250E+00, 1.409E+00, 2.211E+00, 2.045E+00, 1.260E+00
 1.300E+00, 1.259E+00, 1.943E+00, 1.809E+00, 1.147E+00, 1.300E+00, 1.271E+00, 1.976E+00, 1.831E+00, 1.142E+00
 1.350E+00, 1.137E+00, 1.741E+00, 1.624E+00, 1.044E+00, 1.350E+00, 1.147E+00, 1.766E+00, 1.639E+00, 1.036E+00
 1.400E+00, 1.027E+00, 1.560E+00, 1.459E+00, 9.501E-01, 1.400E+00, 1.034E+00, 1.580E+00, 1.468E+00, 9.394E-01
 1.450E+00, 9.271E-01, 1.398E+00, 1.310E+00, 8.645E-01, 1.450E+00, 9.325E-01, 1.414E+00, 1.315E+00, 8.519E-01
 1.500E+00, 8.371E-01, 1.254E+00, 1.177E+00, 7.866E-01, 1.500E+00, 8.407E-01, 1.265E+00, 1.178E+00, 7.726E-01
 1.550E+00, 7.558E-01, 1.124E+00, 1.059E+00, 7.157E-01, 1.550E+00, 7.579E-01, 1.132E+00, 1.056E+00, 7.006E-01
 1.600E+00, 6.825E-01, 1.008E+00, 9.521E-01, 6.511E-01, 1.600E+00, 6.832E-01, 1.014E+00, 9.470E-01, 6.353E-01
 1.650E+00, 6.164E-01, 9.047E-01, 8.567E-01, 5.922E-01, 1.650E+00, 6.159E-01, 9.074E-01, 8.495E-01, 5.760E-01
 1.700E+00, 5.567E-01, 8.115E-01, 7.713E-01, 5.387E-01, 1.700E+00, 5.553E-01, 8.123E-01, 7.623E-01, 5.223E-01
 1.750E+00, 5.030E-01, 7.280E-01, 6.947E-01, 4.899E-01, 1.750E+00, 5.007E-01, 7.271E-01, 6.844E-01, 4.736E-01
 1.800E+00, 4.545E-01, 6.531E-01, 6.261E-01, 4.456E-01, 1.800E+00, 4.515E-01, 6.509E-01, 6.148E-01, 4.294E-01
 1.850E+00, 4.109E-01, 5.859E-01, 5.645E-01, 4.054E-01, 1.850E+00, 4.073E-01, 5.826E-01, 5.525E-01, 3.895E-01
 1.900E+00, 3.715E-01, 5.256E-01, 5.093E-01, 3.689E-01, 1.900E+00, 3.675E-01, 5.215E-01, 4.968E-01, 3.534E-01
 1.950E+00, 3.361E-01, 4.716E-01, 4.596E-01, 3.357E-01, 1.950E+00, 3.317E-01, 4.667E-01, 4.469E-01, 3.207E-01
 2.000E+00, 3.042E-01, 4.231E-01, 4.150E-01, 3.057E-01, 2.000E+00, 2.996E-01, 4.178E-01, 4.022E-01, 2.912E-01
 2.050E+00, 2.754E-01, 3.797E-01, 3.748E-01, 2.785E-01, 2.050E+00, 2.707E-01, 3.740E-01, 3.621E-01, 2.646E-01
 2.100E+00, 2.495E-01, 3.408E-01, 3.386E-01, 2.538E-01, 2.100E+00, 2.447E-01, 3.348E-01, 3.261E-01, 2.405E-01
