s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.000E+02,-2.147E-02,-1.852E-05,-1.088E-05,-9.845E-07,-3.246E-04,-2.659E-05, 2.186E-02, 5.890E+01, 8.350E+01, 2.060E+01, 5.242E-02
 1.100E+02,-4.362E-02,-1.716E-05,-1.024E-05,-9.590E-07,-1.635E-03,-2.439E-05, 4.531E-02, 7.060E+01, 9.119E+01, 3.099E+01, 5.199E-02
 1.200E+02,-5.250E-02,-5.963E-05,-4.510E-06,-4.289E-07,-5.663E-03,-1.063E-05, 5.824E-02, 7.712E+01, 9.851E+01, 3.423E+01, 5.155E-02
 1.300E+02,-3.782E-02,-8.074E-04,-6.569E-06,-6.507E-07,-1.530E-02,-2.085E-04, 5.415E-02, 8.335E+01, 1.099E+02, 3.771E+01, 5.120E-02
 1.400E+02,-1.893E-02,-4.871E-03,-1.165E-04,-3.804E-06,-2.585E-02,-2.907E-03, 5.267E-02, 9.549E+01, 1.131E+02, 4.325E+01, 5.084E-02
 1.500E+02,-3.457E-03,-7.317E-03,-4.290E-03,-2.965E-05,-1.362E-02,-1.848E-02, 4.720E-02, 1.066E+02, 1.293E+02, 4.960E+01, 5.042E-02
 1.600E+02,-7.523E-04,-2.679E-03,-9.297E-03,-3.797E-03,-6.726E-03,-1.300E-02, 3.625E-02, 1.286E+02, 1.983E+02, 5.394E+01, 4.981E-02
 1.700E+02,-1.187E-04,-1.383E-03,-2.426E-03,-1.412E-03,-1.632E-03,-4.158E-03, 1.113E-02, 1.840E+02, 2.796E+02, 4.735E+01, 4.919E-02
 1.800E+02,-2.191E-05,-5.920E-04,-9.026E-04,-4.986E-04,-3.154E-04,-1.643E-03, 3.973E-03, 1.803E+02, 2.746E+02, 2.013E+01, 4.919E-02
 1.900E+02,-4.543E-07,-1.924E-04,-4.690E-04,-2.018E-04,-5.021E-05,-8.485E-04, 1.762E-03, 1.581E+02, 2.890E+02, 7.325E+00, 4.919E-02
 2.000E+02,-3.036E-21,-2.164E-05,-2.287E-04,-1.151E-04,-1.084E-07,-3.950E-04, 7.605E-04, 1.402E+02, 2.515E+02, 2.714E+00, 4.919E-02
 2.100E+02,-1.587E-21,-1.162E-05,-1.377E-04,-7.436E-05,-5.370E-08,-2.031E-04, 4.268E-04, 1.269E+02, 2.404E+02, 1.088E+00, 4.919E-02
 2.200E+02,-1.200E-21,-8.914E-06,-1.511E-04,-3.640E-05,-6.171E-08,-1.020E-04, 2.985E-04, 1.169E+02, 2.306E+02, 5.364E-01, 4.919E-02
 2.300E+02,-7.255E-22,-9.347E-06,-6.993E-05,-2.862E-05,-6.488E-08,-8.100E-05, 1.890E-04, 1.089E+02, 2.081E+02, 2.175E-02, 4.919E-02
 2.400E+02,-5.865E-22,-1.008E-05,-5.763E-05,-2.364E-05,-6.504E-08,-7.152E-05, 1.629E-04, 1.028E+02, 2.170E+02,-7.215E-03, 4.919E-02
 2.500E+02,-3.532E-22,-1.154E-05,-4.493E-05,-2.114E-05,-6.739E-08,-6.581E-05, 1.435E-04, 9.771E+01, 2.007E+02,-7.802E-02, 4.919E-02
 2.600E+02,-7.260E-22,-1.725E-05,-4.778E-05,-1.916E-05,-9.138E-08,-7.429E-05, 1.586E-04, 9.362E+01, 1.998E+02, 3.060E-02, 4.919E-02
 2.700E+02,-5.667E-22,-1.701E-05,-4.484E-05,-2.218E-05,-8.954E-07,-7.642E-05, 1.614E-04, 9.023E+01, 2.062E+02, 6.986E-02, 4.919E-02
 2.800E+02,-3.768E-22,-1.253E-05,-4.467E-05,-1.998E-05,-1.645E-06,-6.195E-05, 1.408E-04, 8.715E+01, 2.047E+02, 1.928E-02, 4.919E-02
 2.900E+02,-4.936E-22,-1.041E-05,-3.568E-05,-1.653E-05,-4.162E-06,-7.079E-05, 1.376E-04, 8.441E+01, 2.044E+02, 2.417E-02, 4.919E-02
 3.000E+02,-5.378E-22,-1.642E-05,-3.912E-05,-1.643E-05,-2.276E-06,-5.375E-05, 1.280E-04, 8.198E+01, 2.065E+02, 1.750E-02, 4.919E-02
 3.100E+02,-5.068E-22,-1.435E-05,-3.561E-05,-1.374E-05,-9.540E-06,-6.784E-05, 1.411E-04, 7.984E+01, 1.938E+02, 7.296E-02, 4.919E-02
 3.200E+02,-6.717E-22,-1.985E-05,-3.988E-05,-1.753E-05,-1.034E-05,-7.042E-05, 1.580E-04, 7.792E+01, 1.826E+02, 1.419E-01, 4.919E-02
 3.300E+02,-3.993E-22,-6.681E-06,-4.434E-05,-1.298E-05,-4.851E-06,-5.220E-05, 1.210E-04, 7.619E+01, 1.909E+02, 4.758E-02, 4.919E-02
 3.400E+02,-3.408E-22,-1.183E-05,-2.378E-05,-1.369E-05,-1.152E-05,-4.558E-05, 1.064E-04, 7.432E+01, 1.737E+02,-3.026E-02, 4.919E-02
 3.500E+02,-3.482E-22,-5.832E-06,-2.547E-05,-1.121E-05,-1.939E-06,-5.033E-05, 9.478E-05, 7.274E+01, 1.792E+02,-5.351E-02, 4.919E-02
 3.600E+02,-1.250E-22,-2.698E-06,-1.529E-05,-9.119E-06,-7.190E-07,-2.313E-05, 5.096E-05, 7.112E+01, 1.687E+02,-1.986E-01, 4.919E-02
 3.700E+02,-7.981E-24,-1.535E-06,-1.132E-05,-5.928E-06,-9.904E-08,-1.466E-05, 3.354E-05, 6.950E+01, 1.422E+02,-2.528E-01, 4.919E-02
 3.800E+02,-1.438E-23,-1.533E-06,-1.066E-05,-4.758E-06,-1.003E-07,-1.427E-05, 3.132E-05, 6.808E+01, 1.283E+02,-2.475E-01, 4.919E-02
 3.900E+02,-4.644E-24,-1.407E-06,-9.681E-06,-4.242E-06,-9.092E-08,-1.304E-05, 2.846E-05, 6.678E+01, 1.202E+02,-2.445E-01, 4.919E-02
 4.000E+02,-4.773E-24,-1.304E-06,-8.980E-06,-3.885E-06,-9.697E-08,-1.222E-05, 2.648E-05, 6.556E+01, 1.137E+02,-2.430E-01, 4.919E-02
