s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.100E+02,-1.208E-19,-1.917E-07,-8.628E-09,-6.532E-06,-5.074E-07,-4.359E-03,-3.006E-02, 3.443E-02, 1.945E+02, 1.974E+02, 3.926E+01, 5.204E-02
 1.200E+02,-1.448E-19,-1.546E-19,-1.621E-19,-2.406E-04,-1.974E-19,-5.720E-03,-2.913E-02, 3.509E-02, 1.952E+02, 1.974E+02, 3.955E+01, 5.146E-02
 1.300E+02,-1.805E-19,-1.749E-19,-1.644E-19,-1.679E-19,-1.389E-19,-7.135E-03,-2.682E-02, 3.395E-02, 1.955E+02, 1.973E+02, 4.006E+01, 5.096E-02
 1.400E+02,-8.472E-20,-1.241E-19,-1.255E-19,-1.398E-19,-1.226E-19,-1.055E-02,-2.410E-02, 3.465E-02, 1.959E+02, 2.105E+02, 4.001E+01, 5.047E-02
 1.500E+02,-1.081E-19,-8.241E-20,-6.666E-20,-7.189E-20,-8.928E-20,-6.899E-03,-1.645E-02, 2.335E-02, 2.101E+02, 2.655E+02, 4.306E+01, 4.950E-02
 1.600E+02,-6.703E-20,-7.561E-20,-8.197E-20,-5.554E-20,-7.230E-20,-5.750E-03,-1.173E-02, 1.748E-02, 2.273E+02, 3.050E+02, 4.206E+01, 4.919E-02
 1.700E+02,-3.344E-20,-3.275E-20,-4.119E-20,-3.657E-20,-3.357E-20,-3.652E-03,-6.529E-03, 1.018E-02, 2.359E+02, 3.204E+02, 3.283E+01, 4.919E-02
 1.800E+02,-1.309E-20,-1.592E-20,-1.528E-20,-2.448E-20,-1.228E-20,-1.976E-03,-3.124E-03, 5.100E-03, 2.292E+02, 3.028E+02, 2.005E+01, 4.919E-02
 1.900E+02,-9.973E-21,-1.284E-20,-1.001E-20,-9.336E-21,-1.467E-20,-1.438E-03,-2.205E-03, 3.643E-03, 2.160E+02, 2.720E+02, 1.436E+01, 4.919E-02
 2.000E+02,-9.244E-21,-1.003E-20,-9.168E-21,-1.141E-20,-1.565E-20,-1.132E-03,-1.750E-03, 2.882E-03, 2.052E+02, 2.490E+02, 1.043E+01, 4.919E-02
 2.100E+02,-1.182E-20,-1.153E-20,-1.398E-20,-1.373E-20,-9.940E-21,-8.649E-04,-1.597E-03, 2.462E-03, 1.936E+02, 2.389E+02, 8.203E+00, 4.919E-02
 2.200E+02,-1.189E-20,-6.634E-21,-4.990E-21,-8.034E-21,-8.418E-21,-7.538E-04,-1.317E-03, 2.071E-03, 1.848E+02, 2.318E+02, 6.980E+00, 4.919E-02
 2.300E+02,-1.004E-20,-8.005E-21,-5.342E-21,-1.066E-20,-2.827E-21,-6.010E-04,-1.251E-03, 1.852E-03, 1.747E+02, 2.139E+02, 4.579E+00, 4.919E-02
 2.400E+02,-3.442E-21,-3.597E-21,-2.196E-21,-1.774E-21,-1.665E-21,-4.146E-04,-8.411E-04, 1.256E-03, 1.644E+02, 1.964E+02, 2.936E+00, 4.919E-02
 2.500E+02,-1.770E-21,-3.118E-21,-5.054E-21,-1.042E-21,-5.212E-21,-3.051E-04,-5.597E-04, 8.648E-04, 1.558E+02, 1.958E+02, 1.916E+00, 4.919E-02
 2.600E+02,-1.027E-21,-8.376E-22,-2.578E-21,-6.788E-22,-7.702E-22,-2.283E-04,-4.097E-04, 6.381E-04, 1.482E+02, 1.957E+02, 1.329E+00, 4.919E-02
 2.700E+02,-7.786E-22,-5.726E-22,-6.272E-22,-3.564E-22,-3.603E-22,-1.556E-04,-2.631E-04, 4.187E-04, 1.410E+02, 1.957E+02, 7.046E-01, 4.919E-02
 2.800E+02,-4.054E-22,-2.951E-22,-4.016E-22,-2.274E-22,-1.839E-22,-9.910E-05,-1.590E-04, 2.581E-04, 1.347E+02, 1.942E+02, 2.949E-01, 4.919E-02
 2.900E+02,-2.387E-22,-1.331E-22,-2.694E-22,-5.419E-23,-6.585E-23,-6.568E-05,-9.716E-05, 1.628E-04, 1.290E+02, 1.850E+02, 4.971E-02, 4.919E-02
 3.000E+02,-1.365E-22,-7.588E-23,-4.462E-23, 0.000E+00, 0.000E+00,-4.971E-05,-7.511E-05, 1.248E-04, 1.239E+02, 1.711E+02,-6.325E-02, 4.919E-02
 3.100E+02,-7.531E-23, 0.000E+00,-5.380E-23, 0.000E+00, 0.000E+00,-3.965E-05,-6.123E-05, 1.009E-04, 1.195E+02, 1.586E+02,-8.585E-02, 4.919E-02
 3.200E+02,-1.868E-22, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.302E-05,-5.193E-05, 8.495E-05, 1.157E+02, 1.480E+02,-1.284E-01, 4.919E-02
 3.300E+02,-1.043E-22, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.836E-05,-4.494E-05, 7.330E-05, 1.123E+02, 1.400E+02,-1.362E-01, 4.919E-02
 3.400E+02,-3.674E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.497E-05,-4.027E-05, 6.524E-05, 1.092E+02, 1.352E+02,-1.362E-01, 4.919E-02
 3.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.203E-05,-3.602E-05, 5.804E-05, 1.064E+02, 1.311E+02,-1.505E-01, 4.919E-02
 3.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.975E-05,-3.270E-05, 5.244E-05, 1.038E+02, 1.271E+02,-1.667E-01, 4.919E-02
 3.700E+02,-4.126E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.778E-05,-2.976E-05, 4.755E-05, 1.015E+02, 1.232E+02,-1.682E-01, 4.919E-02
 3.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.621E-05,-2.741E-05, 4.362E-05, 9.924E+01, 1.196E+02,-1.757E-01, 4.919E-02
 3.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.491E-05,-2.541E-05, 4.031E-05, 9.721E+01, 1.162E+02,-1.750E-01, 4.919E-02
 4.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.382E-05,-2.368E-05, 3.750E-05, 9.533E+01, 1.129E+02,-1.761E-01, 4.919E-02
 4.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.300E-05,-2.241E-05, 3.541E-05, 9.366E+01, 1.101E+02,-1.655E-01, 4.919E-02
 4.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.197E-05,-2.078E-05, 3.275E-05, 9.197E+01, 1.073E+02,-1.759E-01, 4.919E-02
 4.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.131E-05,-1.978E-05, 3.109E-05, 9.045E+01, 1.047E+02,-1.751E-01, 4.919E-02
 4.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.075E-05,-1.888E-05, 2.963E-05, 8.905E+01, 1.026E+02,-1.662E-01, 4.919E-02
 4.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.023E-05,-1.809E-05, 2.832E-05, 8.774E+01, 1.010E+02,-1.631E-01, 4.919E-02
 4.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.603E-06,-1.711E-05, 2.671E-05, 8.641E+01, 9.936E+01,-1.711E-01, 4.919E-02
 4.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.045E-06,-1.622E-05, 2.526E-05, 8.515E+01, 9.785E+01,-1.763E-01, 4.919E-02
 4.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.600E-06,-1.549E-05, 2.409E-05, 8.403E+01, 9.644E+01,-1.686E-01, 4.919E-02
 4.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.300E-06,-1.499E-05, 2.329E-05, 8.296E+01, 9.512E+01,-1.625E-01, 4.919E-02
 5.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.920E-06,-1.435E-05, 2.227E-05, 8.188E+01, 9.386E+01,-1.772E-01, 4.919E-02
 5.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.565E-06,-1.379E-05, 2.136E-05, 8.085E+01, 9.268E+01,-1.782E-01, 4.919E-02
 5.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.271E-06,-1.333E-05, 2.060E-05, 7.989E+01, 9.152E+01,-1.764E-01, 4.919E-02
 5.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.107E-06,-1.302E-05, 2.013E-05, 7.908E+01, 9.041E+01,-1.477E-01, 4.919E-02
 5.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.829E-06,-1.258E-05, 1.941E-05, 7.813E+01, 8.933E+01,-1.884E-01, 4.919E-02
 5.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.514E-06,-1.207E-05, 1.858E-05, 7.721E+01, 8.831E+01,-1.898E-01, 4.919E-02
 5.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.264E-06,-1.166E-05, 1.792E-05, 7.638E+01, 8.732E+01,-1.875E-01, 4.919E-02
 5.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.084E-06,-1.139E-05, 1.747E-05, 7.555E+01, 8.637E+01,-1.948E-01, 4.919E-02
 5.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.798E-06,-1.091E-05, 1.670E-05, 7.474E+01, 8.545E+01,-1.990E-01, 4.919E-02
 5.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.632E-06,-1.064E-05, 1.627E-05, 7.401E+01, 8.456E+01,-2.000E-01, 4.919E-02
 6.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.443E-06,-1.033E-05, 1.578E-05, 7.329E+01, 8.373E+01,-1.989E-01, 4.919E-02
