s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 2.000E+02,-1.986E-06,-9.139E-05,-6.596E-05,-8.703E-05,-5.281E-05,-1.090E-02,-3.877E-02, 4.998E-02, 1.956E+02, 1.985E+02, 4.454E+01, 5.217E-02
 2.100E+02,-8.975E-07,-3.777E-05,-2.445E-05,-3.758E-05,-2.285E-05,-1.298E-02,-3.330E-02, 4.641E-02, 1.957E+02, 1.983E+02, 4.552E+01, 5.158E-02
 2.200E+02,-5.452E-07,-2.783E-05,-2.193E-05,-2.662E-05,-1.540E-05,-1.638E-02,-2.734E-02, 4.381E-02, 1.970E+02, 2.439E+02, 4.639E+01, 5.112E-02
 2.300E+02,-1.076E-11,-1.102E-09,-3.223E-09,-7.405E-10,-3.213E-10,-1.423E-02,-1.983E-02, 3.406E-02, 2.138E+02, 3.043E+02, 5.111E+01, 5.060E-02
 2.400E+02,-7.857E-20,-8.027E-20,-7.797E-20,-7.943E-20,-7.249E-20,-7.818E-03,-1.134E-02, 1.916E-02, 2.420E+02, 3.421E+02, 4.995E+01, 4.939E-02
 2.500E+02,-3.219E-20,-3.879E-20,-2.676E-20,-3.240E-20,-3.115E-20,-3.172E-03,-5.708E-03, 8.880E-03, 2.548E+02, 3.442E+02, 3.793E+01, 4.919E-02
 2.600E+02,-2.789E-20,-2.364E-20,-2.248E-20,-2.474E-20,-2.665E-20,-2.903E-03,-4.309E-03, 7.212E-03, 2.561E+02, 3.439E+02, 3.271E+01, 4.919E-02
 2.700E+02,-1.743E-20,-2.108E-20,-2.075E-20,-1.808E-20,-2.366E-20,-2.590E-03,-3.489E-03, 6.079E-03, 2.553E+02, 3.423E+02, 2.865E+01, 4.919E-02
 2.800E+02,-1.901E-20,-1.706E-20,-2.204E-20,-1.954E-20,-2.060E-20,-2.323E-03,-3.302E-03, 5.625E-03, 2.534E+02, 3.333E+02, 2.674E+01, 4.919E-02
 2.900E+02,-2.046E-20,-2.209E-20,-2.189E-20,-2.173E-20,-2.134E-20,-2.141E-03,-3.223E-03, 5.364E-03, 2.532E+02, 3.432E+02, 2.516E+01, 4.919E-02
 3.000E+02,-1.368E-20,-1.589E-20,-1.503E-20,-1.810E-20,-1.600E-20,-1.516E-03,-2.519E-03, 4.036E-03, 2.467E+02, 3.402E+02, 1.869E+01, 4.919E-02
 3.100E+02,-1.478E-20,-1.303E-20,-9.833E-21,-1.183E-20,-1.326E-20,-1.076E-03,-1.855E-03, 2.931E-03, 2.352E+02, 3.215E+02, 1.319E+01, 4.919E-02
 3.200E+02,-8.769E-21,-1.060E-20,-1.246E-20,-1.007E-20,-1.172E-20,-1.017E-03,-1.745E-03, 2.762E-03, 2.263E+02, 3.227E+02, 1.242E+01, 4.919E-02
 3.300E+02,-9.522E-21,-8.701E-21,-8.716E-21,-9.101E-21,-6.223E-21,-6.985E-04,-1.267E-03, 1.966E-03, 2.167E+02, 3.079E+02, 8.162E+00, 4.919E-02
 3.400E+02,-4.255E-21,-4.988E-21,-4.354E-21,-3.976E-21,-4.921E-21,-5.731E-04,-1.040E-03, 1.613E-03, 2.063E+02, 2.871E+02, 6.176E+00, 4.919E-02
 3.500E+02,-5.048E-21,-4.949E-21,-4.680E-21,-3.304E-21,-5.539E-21,-5.394E-04,-9.089E-04, 1.448E-03, 1.967E+02, 2.751E+02, 5.047E+00, 4.919E-02
 3.600E+02,-7.416E-21,-4.846E-21,-5.976E-21,-4.817E-21,-5.968E-21,-4.652E-04,-8.164E-04, 1.282E-03, 1.875E+02, 2.669E+02, 3.556E+00, 4.919E-02
 3.700E+02,-2.205E-21,-3.058E-21,-3.048E-21,-3.412E-21,-3.199E-21,-3.677E-04,-6.747E-04, 1.042E-03, 1.788E+02, 2.434E+02, 2.423E+00, 4.919E-02
 3.800E+02,-1.177E-21,-1.710E-21,-1.780E-21,-3.474E-21,-2.615E-21,-2.884E-04,-5.232E-04, 8.116E-04, 1.705E+02, 2.251E+02, 1.396E+00, 4.919E-02
 3.900E+02,-2.595E-21,-2.840E-21,-1.439E-21,-1.228E-21,-2.415E-21,-2.300E-04,-3.902E-04, 6.201E-04, 1.632E+02, 2.118E+02, 8.853E-01, 4.919E-02
 4.000E+02,-2.663E-21,-1.795E-21,-3.751E-21,-2.392E-21,-1.592E-21,-1.954E-04,-2.916E-04, 4.870E-04, 1.567E+02, 2.020E+02, 4.639E-01, 4.919E-02
 4.100E+02,-1.941E-21,-1.898E-21,-1.491E-21,-7.971E-22,-1.211E-21,-1.583E-04,-2.371E-04, 3.954E-04, 1.511E+02, 1.961E+02, 3.176E-01, 4.919E-02
 4.200E+02,-5.061E-22,-4.366E-22,-4.341E-22,-3.582E-22,-3.252E-22,-1.233E-04,-1.796E-04, 3.029E-04, 1.460E+02, 1.959E+02, 2.397E-02, 4.919E-02
 4.300E+02,-4.967E-22,-3.180E-22,-3.708E-22,-2.474E-22,-2.596E-22,-8.592E-05,-1.230E-04, 2.089E-04, 1.412E+02, 1.957E+02,-2.017E-01, 4.919E-02
 4.400E+02,-4.527E-22,-1.715E-22,-1.281E-22,-1.145E-22,-7.578E-23,-5.246E-05,-6.786E-05, 1.203E-04, 1.368E+02, 1.952E+02,-4.193E-01, 4.919E-02
 4.500E+02,-5.831E-23,-7.211E-23,-1.271E-22,-4.945E-23,-5.092E-23,-3.678E-05,-4.802E-05, 8.480E-05, 1.328E+02, 1.898E+02,-4.994E-01, 4.919E-02
 4.600E+02,-1.774E-22,-3.933E-23,-1.694E-23,-9.026E-24,-9.353E-24,-2.926E-05,-3.995E-05, 6.921E-05, 1.291E+02, 1.778E+02,-5.464E-01, 4.919E-02
 4.700E+02,-5.336E-23,-1.365E-23,-2.511E-23, 0.000E+00, 0.000E+00,-2.423E-05,-3.401E-05, 5.824E-05, 1.258E+02, 1.665E+02,-5.411E-01, 4.919E-02
 4.800E+02,-1.132E-22, 0.000E+00,-6.360E-24, 0.000E+00, 0.000E+00,-2.156E-05,-3.098E-05, 5.254E-05, 1.227E+02, 1.561E+02,-5.664E-01, 4.919E-02
 4.900E+02,-1.146E-22, 0.000E+00,-4.097E-24, 0.000E+00, 0.000E+00,-1.868E-05,-2.749E-05, 4.616E-05, 1.199E+02, 1.511E+02,-5.668E-01, 4.919E-02
 5.000E+02,-6.404E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.620E-05,-2.414E-05, 4.033E-05, 1.174E+02, 1.476E+02,-5.505E-01, 4.919E-02
 5.100E+02,-5.894E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.484E-05,-2.243E-05, 3.727E-05, 1.150E+02, 1.442E+02,-5.446E-01, 4.919E-02
 5.200E+02,-4.038E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.327E-05,-2.036E-05, 3.363E-05, 1.128E+02, 1.412E+02,-5.387E-01, 4.919E-02
 5.300E+02,-5.239E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.235E-05,-1.917E-05, 3.152E-05, 1.107E+02, 1.383E+02,-5.452E-01, 4.919E-02
 5.400E+02,-2.696E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.156E-05,-1.818E-05, 2.974E-05, 1.087E+02, 1.356E+02,-5.340E-01, 4.919E-02
 5.500E+02,-3.804E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.044E-05,-1.662E-05, 2.705E-05, 1.069E+02, 1.331E+02,-5.253E-01, 4.919E-02
 5.600E+02,-1.567E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.635E-06,-1.547E-05, 2.511E-05, 1.051E+02, 1.308E+02,-5.226E-01, 4.919E-02
 5.700E+02,-1.350E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.201E-06,-1.491E-05, 2.411E-05, 1.035E+02, 1.286E+02,-5.166E-01, 4.919E-02
 5.800E+02,-7.845E-24, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.419E-06,-1.373E-05, 2.215E-05, 1.020E+02, 1.264E+02,-5.118E-01, 4.919E-02
 5.900E+02,-5.094E-24, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.023E-06,-1.322E-05, 2.125E-05, 1.004E+02, 1.244E+02,-5.192E-01, 4.919E-02
 6.000E+02,-3.882E-24, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.588E-06,-1.259E-05, 2.018E-05, 9.904E+01, 1.225E+02,-4.995E-01, 4.919E-02
 6.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.245E-06,-1.214E-05, 1.939E-05, 9.766E+01, 1.208E+02,-5.136E-01, 4.919E-02
 6.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.049E-06,-1.192E-05, 1.897E-05, 9.639E+01, 1.191E+02,-4.900E-01, 4.919E-02
 6.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.670E-06,-1.136E-05, 1.803E-05, 9.516E+01, 1.175E+02,-4.994E-01, 4.919E-02
 6.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.227E-06,-1.069E-05, 1.692E-05, 9.396E+01, 1.160E+02,-5.069E-01, 4.919E-02
 6.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.943E-06,-1.028E-05, 1.622E-05, 9.283E+01, 1.145E+02,-4.910E-01, 4.919E-02
 6.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.608E-06,-9.759E-06, 1.537E-05, 9.177E+01, 1.130E+02,-4.845E-01, 4.919E-02
 6.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.410E-06,-9.440E-06, 1.485E-05, 9.077E+01, 1.117E+02,-4.723E-01, 4.919E-02
 6.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.427E-06,-9.547E-06, 1.497E-05, 8.976E+01, 1.104E+02,-4.841E-01, 4.919E-02
 6.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.026E-06,-8.903E-06, 1.393E-05, 8.881E+01, 1.091E+02,-4.741E-01, 4.919E-02
 7.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.874E-06,-8.689E-06, 1.356E-05, 8.791E+01, 1.079E+02,-4.684E-01, 4.919E-02
 7.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.601E-06,-8.233E-06, 1.283E-05, 8.703E+01, 1.067E+02,-4.664E-01, 4.919E-02
 7.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.513E-06,-8.124E-06, 1.264E-05, 8.619E+01, 1.054E+02,-4.628E-01, 4.919E-02
 7.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.345E-06,-7.867E-06, 1.221E-05, 8.536E+01, 1.042E+02,-4.667E-01, 4.919E-02
 7.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.137E-06,-7.518E-06, 1.165E-05, 8.460E+01, 1.032E+02,-4.577E-01, 4.919E-02
 7.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.988E-06,-7.270E-06, 1.126E-05, 8.386E+01, 1.023E+02,-4.492E-01, 4.919E-02
 7.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.847E-06,-7.054E-06, 1.090E-05, 8.313E+01, 1.013E+02,-4.489E-01, 4.919E-02
 7.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.826E-06,-7.033E-06, 1.086E-05, 8.241E+01, 1.002E+02,-4.497E-01, 4.919E-02
 7.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.718E-06,-6.857E-06, 1.057E-05, 8.175E+01, 9.930E+01,-4.400E-01, 4.919E-02
 7.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.722E-06,-6.908E-06, 1.063E-05, 8.107E+01, 9.839E+01,-4.460E-01, 4.919E-02
 8.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.591E-06,-6.687E-06, 1.028E-05, 8.042E+01, 9.753E+01,-4.424E-01, 4.919E-02
 8.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.459E-06,-6.467E-06, 9.926E-06, 7.982E+01, 9.673E+01,-4.350E-01, 4.919E-02
 8.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.401E-06,-6.389E-06, 9.789E-06, 7.923E+01, 9.596E+01,-4.335E-01, 4.919E-02
 8.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.224E-06,-6.072E-06, 9.297E-06, 7.866E+01, 9.520E+01,-4.280E-01, 4.919E-02
 8.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.144E-06,-5.942E-06, 9.086E-06, 7.811E+01, 9.459E+01,-4.273E-01, 4.919E-02
 8.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.006E-06,-5.699E-06, 8.705E-06, 7.758E+01, 9.397E+01,-4.236E-01, 4.919E-02
 8.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.911E-06,-5.534E-06, 8.445E-06, 7.706E+01, 9.324E+01,-4.211E-01, 4.919E-02
 8.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.914E-06,-5.553E-06, 8.467E-06, 7.655E+01, 9.252E+01,-4.167E-01, 4.919E-02
 8.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.956E-06,-5.641E-06, 8.597E-06, 7.607E+01, 9.186E+01,-4.124E-01, 4.919E-02
 8.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.843E-06,-5.449E-06, 8.292E-06, 7.557E+01, 9.122E+01,-4.242E-01, 4.919E-02
 9.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.723E-06,-5.245E-06, 7.968E-06, 7.508E+01, 9.063E+01,-4.175E-01, 4.919E-02
