s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.000E+02,-2.303E-02,-8.675E-05,-1.071E-05,-9.674E-07,-8.922E-04,-1.029E-04, 2.412E-02, 5.933E+01, 8.243E+01, 2.127E+01, 5.230E-02
 1.100E+02,-4.653E-02,-3.012E-04,-5.747E-05,-8.501E-07,-3.265E-03,-4.963E-04, 5.065E-02, 7.087E+01, 8.818E+01, 3.085E+01, 5.172E-02
 1.200E+02,-4.993E-02,-1.087E-03,-4.822E-04,-2.470E-07,-8.792E-03,-2.126E-03, 6.242E-02, 7.651E+01, 9.987E+01, 3.300E+01, 5.110E-02
 1.300E+02,-3.719E-02,-2.471E-03,-1.939E-03,-1.187E-04,-1.508E-02,-5.427E-03, 6.223E-02, 8.221E+01, 1.628E+02, 3.271E+01, 5.047E-02
 1.400E+02,-1.753E-02,-4.375E-03,-4.197E-03,-8.673E-04,-1.754E-02,-9.933E-03, 5.444E-02, 9.726E+01, 3.009E+02, 3.523E+01, 4.983E-02
 1.500E+02,-3.702E-03,-5.262E-03,-6.406E-03,-2.529E-03,-1.724E-02,-1.354E-02, 4.868E-02, 1.486E+02, 3.610E+02, 4.219E+01, 4.974E-02
 1.600E+02,-6.142E-04,-3.251E-03,-4.592E-03,-1.967E-03,-6.845E-03,-9.237E-03, 2.651E-02, 2.844E+02, 5.609E+02, 5.161E+01, 4.974E-02
 1.700E+02,-5.117E-05,-1.627E-03,-2.316E-03,-1.062E-03,-1.554E-03,-4.496E-03, 1.111E-02, 3.723E+02, 6.045E+02, 3.787E+01, 4.974E-02
 1.800E+02,-1.270E-06,-5.311E-04,-1.139E-03,-6.307E-04,-3.202E-04,-2.290E-03, 4.912E-03, 3.590E+02, 5.200E+02, 1.780E+01, 4.974E-02
 1.900E+02,-1.220E-20,-2.064E-04,-7.843E-04,-3.635E-04,-2.352E-04,-1.201E-03, 2.791E-03, 3.149E+02, 4.980E+02, 7.788E+00, 4.974E-02
 2.000E+02,-6.802E-21,-1.032E-04,-3.529E-04,-3.885E-04,-1.667E-04,-5.359E-04, 1.547E-03, 2.715E+02, 4.845E+02, 1.848E+00, 4.974E-02
 2.100E+02,-3.500E-21,-7.595E-05,-1.728E-04,-1.356E-04,-7.357E-05,-2.995E-04, 7.574E-04, 2.289E+02, 3.997E+02,-2.118E+00, 4.974E-02
 2.200E+02,-1.632E-21,-3.199E-05,-8.403E-05,-7.557E-05,-3.231E-06,-1.713E-04, 3.661E-04, 1.991E+02, 2.944E+02,-2.472E+00, 4.974E-02
 2.300E+02,-6.256E-22,-1.053E-05,-4.972E-05,-3.341E-05,-2.602E-08,-6.299E-05, 1.567E-04, 1.789E+02, 2.466E+02,-2.439E+00, 4.974E-02
 2.400E+02,-2.376E-22,-4.710E-07,-1.913E-05,-1.043E-05,-3.845E-08,-2.312E-05, 5.319E-05, 1.636E+02, 2.162E+02,-2.271E+00, 4.974E-02
 2.500E+02,-2.176E-23,-4.151E-07,-1.279E-06,-4.607E-06,-4.346E-08,-1.955E-06, 8.300E-06, 1.515E+02, 1.957E+02,-2.072E+00, 4.974E-02
 2.600E+02,-1.578E-23,-4.027E-07,-1.156E-06,-2.558E-06,-4.783E-08,-1.780E-06, 5.946E-06, 1.420E+02, 1.803E+02,-1.841E+00, 4.974E-02
 2.700E+02,-1.363E-23,-3.394E-07,-1.040E-06,-1.770E-06,-4.329E-08,-1.607E-06, 4.800E-06, 1.340E+02, 1.682E+02,-1.660E+00, 4.974E-02
 2.800E+02,-9.409E-24,-3.435E-07,-1.044E-06,-1.331E-06,-4.134E-08,-1.578E-06, 4.337E-06, 1.273E+02, 1.581E+02,-1.513E+00, 4.974E-02
 2.900E+02,-5.129E-24,-3.041E-07,-9.015E-07,-5.679E-07,-3.897E-08,-1.454E-06, 3.267E-06, 1.215E+02, 1.495E+02,-1.394E+00, 4.974E-02
 3.000E+02,-2.675E-24,-2.849E-07,-7.883E-07,-3.128E-07,-3.667E-08,-1.285E-06, 2.708E-06, 1.165E+02, 1.419E+02,-1.290E+00, 4.974E-02
