s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 2.000E+02,-1.128E-05,-6.091E-04,-4.049E-04,-6.197E-04,-3.824E-04,-5.949E-03,-3.136E-02, 3.934E-02, 1.956E+02, 1.969E+02, 3.457E+01, 5.338E-02
 2.100E+02,-8.899E-06,-5.493E-04,-3.760E-04,-5.662E-04,-3.374E-04,-6.143E-03,-3.316E-02, 4.114E-02, 1.956E+02, 1.969E+02, 3.399E+01, 5.282E-02
 2.200E+02,-2.500E-06,-1.236E-04,-7.609E-05,-1.310E-04,-7.878E-05,-7.479E-03,-3.045E-02, 3.835E-02, 1.957E+02, 1.973E+02, 3.494E+01, 5.223E-02
 2.300E+02,-2.777E-06,-1.478E-04,-9.888E-05,-1.535E-04,-9.015E-05,-8.111E-03,-2.833E-02, 3.693E-02, 1.957E+02, 1.971E+02, 3.470E+01, 5.172E-02
 2.400E+02,-1.036E-06,-6.658E-05,-5.519E-05,-6.665E-05,-3.684E-05,-9.678E-03,-2.637E-02, 3.628E-02, 1.957E+02, 1.971E+02, 3.714E+01, 5.128E-02
 2.500E+02,-1.601E-12,-2.345E-10,-8.951E-10,-1.597E-10,-6.216E-11,-1.039E-02,-2.570E-02, 3.609E-02, 1.957E+02, 1.971E+02, 3.720E+01, 5.087E-02
 2.600E+02,-1.288E-19,-1.355E-19,-1.115E-19,-1.382E-19,-1.301E-19,-1.252E-02,-2.195E-02, 3.446E-02, 1.983E+02, 2.405E+02, 3.874E+01, 5.050E-02
 2.700E+02,-1.356E-19,-8.592E-20,-1.365E-19,-8.522E-20,-1.049E-19,-7.855E-03,-1.684E-02, 2.470E-02, 2.145E+02, 2.849E+02, 4.230E+01, 4.962E-02
 2.800E+02,-8.406E-20,-9.510E-20,-8.474E-20,-9.886E-20,-8.910E-20,-6.938E-03,-1.459E-02, 2.152E-02, 2.304E+02, 3.223E+02, 4.233E+01, 4.919E-02
 2.900E+02,-3.079E-20,-5.032E-20,-4.572E-20,-3.013E-20,-3.295E-20,-5.675E-03,-1.012E-02, 1.580E-02, 2.441E+02, 3.479E+02, 4.032E+01, 4.919E-02
 3.000E+02,-4.214E-20,-3.314E-20,-2.641E-20,-3.021E-20,-2.906E-20,-2.970E-03,-6.195E-03, 9.165E-03, 2.509E+02, 3.457E+02, 3.239E+01, 4.919E-02
 3.100E+02,-1.824E-20,-2.486E-20,-2.461E-20,-2.450E-20,-3.659E-20,-2.770E-03,-4.676E-03, 7.446E-03, 2.506E+02, 3.369E+02, 2.835E+01, 4.919E-02
 3.200E+02,-2.213E-20,-2.823E-20,-2.062E-20,-4.547E-20,-3.660E-20,-2.580E-03,-3.967E-03, 6.547E-03, 2.491E+02, 3.317E+02, 2.524E+01, 4.919E-02
 3.300E+02,-1.563E-20,-1.369E-20,-2.327E-20,-2.458E-20,-1.825E-20,-2.380E-03,-3.435E-03, 5.815E-03, 2.473E+02, 3.251E+02, 2.326E+01, 4.919E-02
 3.400E+02,-1.480E-20,-1.189E-20,-1.175E-20,-1.298E-20,-1.675E-20,-2.038E-03,-2.874E-03, 4.912E-03, 2.432E+02, 3.148E+02, 1.978E+01, 4.919E-02
 3.500E+02,-1.416E-20,-1.955E-20,-1.175E-20,-1.253E-20,-1.145E-20,-1.757E-03,-2.300E-03, 4.057E-03, 2.373E+02, 2.993E+02, 1.681E+01, 4.919E-02
 3.600E+02,-1.269E-20,-1.502E-20,-1.391E-20,-1.160E-20,-1.084E-20,-1.444E-03,-1.874E-03, 3.318E-03, 2.306E+02, 2.848E+02, 1.396E+01, 4.919E-02
 3.700E+02,-1.251E-20,-7.148E-21,-1.436E-20,-8.211E-21,-1.179E-20,-1.005E-03,-1.354E-03, 2.358E-03, 2.214E+02, 2.742E+02, 9.590E+00, 4.919E-02
 3.800E+02,-6.339E-21,-1.301E-20,-7.782E-21,-4.299E-21,-5.016E-21,-8.162E-04,-1.228E-03, 2.044E-03, 2.123E+02, 2.643E+02, 8.028E+00, 4.919E-02
 3.900E+02,-4.967E-21,-1.009E-20,-7.573E-21,-5.260E-21,-1.104E-20,-7.015E-04,-1.159E-03, 1.860E-03, 2.031E+02, 2.521E+02, 6.582E+00, 4.919E-02
 4.000E+02,-1.134E-20,-6.405E-21,-5.078E-21,-1.307E-20,-6.136E-21,-6.356E-04,-1.159E-03, 1.795E-03, 1.933E+02, 2.349E+02, 4.684E+00, 4.919E-02
 4.100E+02,-6.985E-21,-6.867E-21,-4.368E-21,-8.552E-21,-4.896E-21,-5.649E-04,-1.064E-03, 1.629E-03, 1.854E+02, 2.219E+02, 4.481E+00, 4.919E-02
 4.200E+02,-7.049E-21,-3.493E-21,-7.672E-21,-1.954E-21,-8.611E-21,-5.178E-04,-9.599E-04, 1.478E-03, 1.785E+02, 2.112E+02, 3.797E+00, 4.919E-02
 4.300E+02,-6.640E-21,-4.858E-21,-6.307E-21,-2.256E-21,-1.940E-21,-4.582E-04,-8.309E-04, 1.289E-03, 1.725E+02, 2.022E+02, 3.227E+00, 4.919E-02
 4.400E+02,-2.094E-21,-6.416E-21,-4.423E-21,-2.290E-21,-3.298E-21,-3.888E-04,-6.821E-04, 1.071E-03, 1.666E+02, 1.962E+02, 2.601E+00, 4.919E-02
 4.500E+02,-1.101E-21,-1.001E-21,-2.600E-21,-2.532E-21,-7.895E-22,-2.763E-04,-4.599E-04, 7.362E-04, 1.610E+02, 1.958E+02, 1.769E+00, 4.919E-02
 4.600E+02,-1.112E-21,-6.036E-22,-5.552E-22,-6.136E-22,-5.843E-22,-1.746E-04,-2.560E-04, 4.306E-04, 1.554E+02, 1.950E+02, 8.981E-01, 4.919E-02
 4.700E+02,-4.367E-22,-1.950E-22,-2.211E-22,-1.722E-22,-2.115E-22,-1.034E-04,-1.347E-04, 2.381E-04, 1.499E+02, 1.906E+02, 3.611E-01, 4.919E-02
 4.800E+02,-7.221E-22,-1.161E-22,-2.424E-22,-8.111E-23,-6.374E-23,-7.813E-05,-1.064E-04, 1.845E-04, 1.449E+02, 1.838E+02, 2.111E-01, 4.919E-02
 4.900E+02,-4.932E-22,-1.302E-22,-1.380E-22, 0.000E+00,-2.336E-23,-6.316E-05,-8.899E-05, 1.521E-04, 1.404E+02, 1.741E+02, 1.124E-01, 4.919E-02
 5.000E+02,-1.093E-22, 0.000E+00,-2.401E-23, 0.000E+00, 0.000E+00,-5.337E-05,-7.685E-05, 1.302E-04, 1.365E+02, 1.641E+02, 4.847E-02, 4.919E-02
 5.100E+02,-1.400E-22, 0.000E+00,-2.595E-23, 0.000E+00, 0.000E+00,-4.468E-05,-6.600E-05, 1.107E-04, 1.328E+02, 1.561E+02,-3.369E-02, 4.919E-02
 5.200E+02,-3.381E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.915E-05,-5.905E-05, 9.820E-05, 1.295E+02, 1.519E+02,-6.443E-02, 4.919E-02
 5.300E+02,-3.634E-22, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.531E-05,-5.399E-05, 8.931E-05, 1.265E+02, 1.485E+02,-7.740E-02, 4.919E-02
 5.400E+02,-9.673E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.094E-05,-4.821E-05, 7.915E-05, 1.238E+02, 1.452E+02,-1.125E-01, 4.919E-02
 5.500E+02,-7.282E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.812E-05,-4.434E-05, 7.246E-05, 1.212E+02, 1.422E+02,-1.511E-01, 4.919E-02
 5.600E+02,-4.391E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.557E-05,-4.095E-05, 6.651E-05, 1.187E+02, 1.393E+02,-1.681E-01, 4.919E-02
 5.700E+02,-3.885E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.368E-05,-3.839E-05, 6.206E-05, 1.166E+02, 1.366E+02,-1.662E-01, 4.919E-02
 5.800E+02,-6.279E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.175E-05,-3.565E-05, 5.740E-05, 1.145E+02, 1.341E+02,-1.966E-01, 4.919E-02
 5.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-2.014E-05,-3.331E-05, 5.344E-05, 1.124E+02, 1.317E+02,-2.167E-01, 4.919E-02
 6.000E+02,-5.666E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.873E-05,-3.136E-05, 5.009E-05, 1.106E+02, 1.295E+02,-2.165E-01, 4.919E-02
 6.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.785E-05,-3.007E-05, 4.793E-05, 1.090E+02, 1.274E+02,-2.001E-01, 4.919E-02
 6.200E+02,-1.933E-23, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.668E-05,-2.833E-05, 4.501E-05, 1.073E+02, 1.254E+02,-2.246E-01, 4.919E-02
 6.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.570E-05,-2.692E-05, 4.262E-05, 1.057E+02, 1.235E+02,-2.261E-01, 4.919E-02
 6.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.478E-05,-2.553E-05, 4.031E-05, 1.042E+02, 1.217E+02,-2.449E-01, 4.919E-02
 6.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.401E-05,-2.439E-05, 3.840E-05, 1.028E+02, 1.199E+02,-2.536E-01, 4.919E-02
 6.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.325E-05,-2.323E-05, 3.649E-05, 1.014E+02, 1.183E+02,-2.604E-01, 4.919E-02
 6.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.269E-05,-2.233E-05, 3.502E-05, 1.002E+02, 1.167E+02,-2.492E-01, 4.919E-02
 6.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.214E-05,-2.149E-05, 3.363E-05, 9.893E+01, 1.153E+02,-2.687E-01, 4.919E-02
 6.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.159E-05,-2.070E-05, 3.229E-05, 9.772E+01, 1.139E+02,-2.727E-01, 4.919E-02
 7.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.106E-05,-1.991E-05, 3.097E-05, 9.660E+01, 1.125E+02,-2.719E-01, 4.919E-02
 7.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.055E-05,-1.911E-05, 2.966E-05, 9.552E+01, 1.112E+02,-2.764E-01, 4.919E-02
 7.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.019E-05,-1.855E-05, 2.874E-05, 9.450E+01, 1.098E+02,-2.750E-01, 4.919E-02
 7.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.757E-06,-1.784E-05, 2.759E-05, 9.351E+01, 1.086E+02,-2.813E-01, 4.919E-02
 7.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.362E-06,-1.722E-05, 2.658E-05, 9.250E+01, 1.074E+02,-2.945E-01, 4.919E-02
 7.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-9.077E-06,-1.680E-05, 2.587E-05, 9.158E+01, 1.064E+02,-2.874E-01, 4.919E-02
 7.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.745E-06,-1.625E-05, 2.499E-05, 9.072E+01, 1.053E+02,-2.862E-01, 4.919E-02
 7.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.481E-06,-1.581E-05, 2.429E-05, 8.984E+01, 1.042E+02,-2.945E-01, 4.919E-02
 7.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.171E-06,-1.530E-05, 2.347E-05, 8.904E+01, 1.032E+02,-2.904E-01, 4.919E-02
 7.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.960E-06,-1.497E-05, 2.293E-05, 8.824E+01, 1.023E+02,-2.924E-01, 4.919E-02
 8.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.706E-06,-1.454E-05, 2.225E-05, 8.749E+01, 1.014E+02,-2.920E-01, 4.919E-02
 8.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.489E-06,-1.418E-05, 2.167E-05, 8.677E+01, 1.005E+02,-2.921E-01, 4.919E-02
 8.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.264E-06,-1.382E-05, 2.108E-05, 8.601E+01, 9.964E+01,-2.988E-01, 4.919E-02
 8.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.099E-06,-1.354E-05, 2.064E-05, 8.538E+01, 9.879E+01,-2.878E-01, 4.919E-02
 8.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.926E-06,-1.325E-05, 2.018E-05, 8.473E+01, 9.796E+01,-2.906E-01, 4.919E-02
 8.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.713E-06,-1.290E-05, 1.961E-05, 8.405E+01, 9.715E+01,-2.969E-01, 4.919E-02
 8.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.545E-06,-1.262E-05, 1.916E-05, 8.343E+01, 9.639E+01,-2.964E-01, 4.919E-02
 8.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.417E-06,-1.243E-05, 1.884E-05, 8.282E+01, 9.565E+01,-2.959E-01, 4.919E-02
 8.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.258E-06,-1.215E-05, 1.841E-05, 8.224E+01, 9.493E+01,-3.000E-01, 4.919E-02
 8.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.083E-06,-1.186E-05, 1.795E-05, 8.161E+01, 9.425E+01,-3.085E-01, 4.919E-02
 9.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.943E-06,-1.161E-05, 1.755E-05, 8.108E+01, 9.362E+01,-3.021E-01, 4.919E-02
