s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.000E+02,-1.021E-04,-4.877E-06,-2.494E-06,-1.815E-07,-2.106E-05,-7.114E-06, 1.379E-04, 3.333E+01, 5.782E+01, 7.330E-01, 5.498E-02
 1.100E+02,-1.067E-04,-5.203E-06,-2.694E-06,-1.991E-07,-2.232E-05,-7.609E-06, 1.447E-04, 3.404E+01, 6.132E+01, 7.641E-01, 5.497E-02
 1.200E+02,-1.101E-04,-5.512E-06,-2.900E-06,-2.187E-07,-2.344E-05,-8.092E-06, 1.502E-04, 3.477E+01, 6.566E+01, 7.819E-01, 5.497E-02
 1.300E+02,-1.767E-04,-6.044E-06,-3.246E-06,-2.515E-07,-2.546E-05,-8.924E-06, 2.207E-04, 3.558E+01, 7.004E+01, 1.063E+00, 5.496E-02
 1.400E+02,-1.244E-03,-8.029E-06,-4.470E-06,-3.662E-07,-3.320E-05,-1.186E-05, 1.302E-03, 3.843E+01, 7.607E+01, 3.862E+00, 5.496E-02
 1.500E+02,-5.415E-03,-1.142E-05,-6.599E-06,-5.729E-07,-8.382E-05,-1.674E-05, 5.534E-03, 4.569E+01, 8.170E+01, 9.366E+00, 5.492E-02
 1.600E+02,-1.771E-02,-6.033E-05,-1.041E-05,-9.545E-07,-5.597E-04,-4.826E-05, 1.839E-02, 5.848E+01, 8.310E+01, 1.921E+01, 5.418E-02
 1.700E+02,-4.479E-02,-1.927E-04,-2.883E-05,-7.797E-07,-2.360E-03,-3.319E-04, 4.771E-02, 7.137E+01, 8.790E+01, 3.143E+01, 5.256E-02
 1.800E+02,-5.127E-02,-6.551E-04,-2.183E-04,-2.139E-08,-5.841E-03,-1.063E-03, 5.905E-02, 7.535E+01, 9.700E+01, 2.901E+01, 5.185E-02
 1.900E+02,-4.142E-02,-1.587E-03,-9.028E-04,-2.551E-06,-1.142E-02,-3.254E-03, 5.859E-02, 7.994E+01, 1.115E+02, 2.914E+01, 5.131E-02
 2.000E+02,-2.110E-02,-3.011E-03,-2.401E-03,-2.684E-04,-1.720E-02,-6.482E-03, 5.046E-02, 8.819E+01, 2.474E+02, 3.024E+01, 5.069E-02
 2.100E+02,-4.296E-03,-5.155E-03,-4.945E-03,-1.034E-03,-1.921E-02,-1.167E-02, 4.631E-02, 1.093E+02, 3.186E+02, 3.398E+01, 5.007E-02
 2.200E+02,-4.370E-04,-4.555E-03,-6.204E-03,-2.725E-03,-1.168E-02,-1.268E-02, 3.828E-02, 1.696E+02, 3.852E+02, 3.851E+01, 4.974E-02
 2.300E+02,-1.128E-06,-2.684E-03,-3.840E-03,-1.604E-03,-2.864E-03,-7.024E-03, 1.802E-02, 2.859E+02, 5.314E+02, 4.116E+01, 4.974E-02
 2.400E+02,-3.258E-20,-7.882E-04,-1.612E-03,-8.213E-04,-4.399E-04,-3.669E-03, 7.330E-03, 3.256E+02, 5.161E+02, 2.471E+01, 4.974E-02
 2.500E+02,-2.044E-20,-3.260E-04,-1.231E-03,-8.726E-04,-3.508E-04,-1.648E-03, 4.428E-03, 3.118E+02, 4.530E+02, 1.443E+01, 4.974E-02
 2.600E+02,-1.016E-20,-2.257E-04,-5.246E-04,-3.876E-04,-1.978E-04,-9.435E-04, 2.279E-03, 2.619E+02, 3.908E+02, 1.943E+00, 4.974E-02
 2.700E+02,-6.283E-21,-1.245E-04,-3.302E-04,-2.023E-04,-1.169E-12,-6.078E-04, 1.265E-03, 2.176E+02, 2.912E+02,-9.764E-01, 4.974E-02
 2.800E+02,-2.190E-21,-1.272E-05,-1.485E-04,-1.320E-04,-1.054E-12,-2.414E-04, 5.347E-04, 1.900E+02, 2.366E+02,-1.831E+00, 4.974E-02
 2.900E+02,-5.848E-22,-4.699E-07,-6.329E-05,-7.442E-05,-1.104E-12,-3.751E-05, 1.757E-04, 1.699E+02, 2.128E+02,-2.008E+00, 4.974E-02
 3.000E+02,-3.148E-23,-4.678E-07,-2.093E-06,-3.241E-06,-1.191E-12,-3.658E-06, 9.461E-06, 1.543E+02, 1.958E+02,-2.055E+00, 4.974E-02
