s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.100E+02,-1.796E-19,-2.085E-19,-2.023E-19,-1.073E-18,-2.043E-19,-1.504E-02,-3.150E-02, 4.654E-02, 2.335E+02, 3.616E+02, 3.797E+01, 5.013E-02
 1.200E+02,-9.721E-20,-1.138E-19,-1.167E-19,-1.160E-19,-1.148E-19,-6.660E-03,-1.909E-02, 2.575E-02, 3.408E+02, 5.335E+02, 4.446E+01, 4.974E-02
 1.300E+02,-2.905E-20,-4.729E-20,-4.464E-20,-5.154E-20,-4.541E-20,-5.654E-03,-1.233E-02, 1.798E-02, 4.034E+02, 6.059E+02, 3.891E+01, 4.974E-02
 1.400E+02,-1.195E-20,-1.711E-20,-1.461E-20,-1.698E-20,-1.710E-20,-2.304E-03,-6.462E-03, 8.766E-03, 4.170E+02, 5.845E+02, 2.696E+01, 4.974E-02
 1.500E+02,-1.186E-20,-1.477E-20,-1.358E-20,-1.652E-20,-1.326E-20,-2.850E-03,-4.975E-03, 7.825E-03, 4.211E+02, 5.759E+02, 2.487E+01, 4.974E-02
 1.600E+02,-1.119E-20,-1.424E-20,-1.163E-20,-1.391E-20,-1.558E-20,-2.691E-03,-3.496E-03, 6.188E-03, 4.146E+02, 5.599E+02, 1.751E+01, 4.974E-02
 1.700E+02,-6.132E-21,-8.618E-21,-8.780E-21,-8.590E-21,-7.899E-21,-9.528E-04,-1.943E-03, 2.895E-03, 3.481E+02, 4.851E+02, 9.585E-01, 4.974E-02
 1.800E+02,-6.163E-21,-6.649E-21,-7.913E-21,-7.474E-21,-6.706E-21,-5.611E-04,-1.439E-03, 2.001E-03, 2.972E+02, 4.093E+02,-1.108E+00, 4.974E-02
 1.900E+02,-5.316E-21,-6.044E-21,-4.582E-21,-7.330E-21,-6.516E-21,-5.049E-04,-1.067E-03, 1.572E-03, 2.642E+02, 3.520E+02,-1.275E+00, 4.974E-02
 2.000E+02,-2.619E-21,-2.023E-21,-2.761E-21,-2.754E-21,-2.984E-21,-3.072E-04,-6.545E-04, 9.617E-04, 2.422E+02, 3.389E+02,-1.945E+00, 4.974E-02
 2.100E+02,-9.092E-22,-9.546E-22,-8.150E-22,-6.622E-22,-9.133E-22,-1.732E-04,-3.882E-04, 5.614E-04, 2.210E+02, 2.846E+02,-2.194E+00, 4.974E-02
 2.200E+02,-1.103E-21,-1.472E-21,-1.157E-21,-1.039E-21,-1.119E-21,-2.364E-04,-3.207E-04, 5.571E-04, 2.065E+02, 2.738E+02,-1.803E+00, 4.974E-02
 2.300E+02,-2.026E-22,-2.401E-22,-1.956E-22,-2.995E-22,-2.216E-22,-2.874E-05,-4.059E-05, 6.933E-05, 1.922E+02, 2.511E+02,-2.625E+00, 4.974E-02
 2.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.791E+02, 2.068E+02,-2.484E+00, 4.974E-02
 2.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.693E+02, 1.955E+02,-2.237E+00, 4.974E-02
 2.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.612E+02, 1.858E+02,-2.032E+00, 4.974E-02
 2.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.543E+02, 1.776E+02,-1.865E+00, 4.974E-02
 2.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.483E+02, 1.706E+02,-1.734E+00, 4.974E-02
 2.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.430E+02, 1.649E+02,-1.612E+00, 4.974E-02
 3.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.382E+02, 1.590E+02,-1.516E+00, 4.974E-02
 3.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.340E+02, 1.538E+02,-1.425E+00, 4.974E-02
 3.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.300E+02, 1.489E+02,-1.351E+00, 4.974E-02
 3.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.265E+02, 1.447E+02,-1.289E+00, 4.974E-02
 3.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.232E+02, 1.406E+02,-1.228E+00, 4.974E-02
 3.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.201E+02, 1.369E+02,-1.173E+00, 4.974E-02
 3.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.172E+02, 1.335E+02,-1.119E+00, 4.974E-02
 3.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.146E+02, 1.302E+02,-1.074E+00, 4.974E-02
 3.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.121E+02, 1.272E+02,-1.030E+00, 4.974E-02
 3.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.098E+02, 1.247E+02,-9.900E-01, 4.974E-02
 4.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.076E+02, 1.225E+02,-9.525E-01, 4.974E-02
 4.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.055E+02, 1.202E+02,-9.176E-01, 4.974E-02
 4.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.035E+02, 1.179E+02,-8.909E-01, 4.974E-02
 4.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.017E+02, 1.156E+02,-8.586E-01, 4.974E-02
 4.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.990E+01, 1.134E+02,-8.291E-01, 4.974E-02
 4.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.823E+01, 1.114E+02,-8.015E-01, 4.974E-02
 4.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.659E+01, 1.094E+02,-7.874E-01, 4.974E-02
 4.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.504E+01, 1.077E+02,-7.577E-01, 4.974E-02
 4.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.358E+01, 1.060E+02,-7.388E-01, 4.974E-02
 4.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.217E+01, 1.044E+02,-7.189E-01, 4.974E-02
 5.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.080E+01, 1.028E+02,-7.023E-01, 4.974E-02
 5.100E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.951E+01, 1.013E+02,-6.838E-01, 4.974E-02
 5.200E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.825E+01, 9.954E+01,-6.696E-01, 4.974E-02
 5.300E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.703E+01, 9.776E+01,-6.582E-01, 4.974E-02
 5.400E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.583E+01, 9.622E+01,-6.499E-01, 4.974E-02
 5.500E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.469E+01, 9.477E+01,-6.330E-01, 4.974E-02
 5.600E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.364E+01, 9.347E+01,-6.150E-01, 4.974E-02
 5.700E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.259E+01, 9.213E+01,-6.042E-01, 4.974E-02
 5.800E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.159E+01, 9.096E+01,-5.921E-01, 4.974E-02
 5.900E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.063E+01, 8.974E+01,-5.805E-01, 4.974E-02
 6.000E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.969E+01, 8.862E+01,-5.703E-01, 4.974E-02
