s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 3.100E+02,-1.411E-11,-2.377E-06,-1.329E-05,-4.560E-06,-4.989E-07,-1.432E-05, 3.504E-05, 7.771E+01, 1.263E+02,-3.655E-01, 4.919E-02
 3.200E+02,-4.532E-11,-2.159E-06,-1.242E-05,-4.305E-06,-4.617E-07,-1.337E-05, 3.272E-05, 7.567E+01, 1.217E+02,-3.503E-01, 4.919E-02
 3.300E+02,-3.654E-10,-2.128E-06,-1.192E-05,-3.994E-06,-4.723E-07,-1.314E-05, 3.166E-05, 7.381E+01, 1.175E+02,-3.337E-01, 4.919E-02
 3.400E+02,-1.127E-09,-2.017E-06,-1.118E-05,-3.695E-06,-4.570E-07,-1.256E-05, 2.992E-05, 7.211E+01, 1.137E+02,-3.199E-01, 4.919E-02
 3.500E+02,-1.118E-09,-2.039E-06,-1.112E-05,-3.623E-06,-4.380E-07,-1.254E-05, 2.977E-05, 7.054E+01, 1.103E+02,-3.023E-01, 4.919E-02
 3.600E+02,-1.027E-09,-1.938E-06,-1.059E-05,-3.428E-06,-4.366E-07,-1.197E-05, 2.836E-05, 6.910E+01, 1.072E+02,-2.902E-01, 4.919E-02
 3.700E+02,-1.006E-09,-1.884E-06,-1.011E-05,-3.230E-06,-4.547E-07,-1.162E-05, 2.730E-05, 6.776E+01, 1.043E+02,-2.760E-01, 4.919E-02
 3.800E+02,-9.492E-10,-1.822E-06,-9.626E-06,-2.970E-06,-4.145E-07,-1.138E-05, 2.621E-05, 6.652E+01, 1.017E+02,-2.705E-01, 4.919E-02
 3.900E+02,-9.291E-10,-1.669E-06,-9.109E-06,-2.897E-06,-4.027E-07,-1.055E-05, 2.463E-05, 6.535E+01, 9.920E+01,-2.623E-01, 4.919E-02
 4.000E+02,-8.784E-10,-1.690E-06,-8.861E-06,-2.761E-06,-3.970E-07,-1.047E-05, 2.418E-05, 6.425E+01, 9.694E+01,-2.522E-01, 4.919E-02
